num_registrazione;denominazione_prodotto;ragione_sociale;indirizzo_sede_legale;cap_sede_legale;comune_sede_legale;provincia_sede_legale;indirizzo_sede_amministrativa;cap_sede_amministrativa;comune_sede_amministrativa;provincia_sede_amministrativa;data_registrazione;data_scadenza_autorizzazione;indicazioni_di_pericolo;attivita;codice_formulazione;descrizione_formulazione;sostanze_attive;contenuto_per_100g_di_prodotto;importazione_parallela;PFnPO;PFnPE;stato_amministrativo;motivo_della revoca;data_decreto_revoca;data_decorrenza_revoca
000100;ELKAR AP;ISAGRO S.P.A.;CENTRO UFFICI S.SIRO FABB. D ALA 3 VIA CALDERA 21;20153;MILANO;MILANO;CENTRO UFFICI S.SIRO FABB. D ALA 3 VIA CALDERA 21;20153;MILANO;MILANO;20/12/1971;-;-;-;-;-;DICOFOL;-;NO;NO;NO;Revocato;-;-;07/08/1993
000101;K 42;SIPCAM S.P.A.;VIA CARROCCIO, 8;20123;MILANO;MILANO;VIA SEMPIONE, 195;20016;PERO;MILANO;18/06/1971;-;-;-;EC;CONCENTRATO EMULSIONABILE;DICOFOL;42.0 g;NO;NO;NO;Revocato;-;-;30/07/2004
000102;K 20;SIPCAM S.P.A.;VIA CARROCCIO, 8;20123;MILANO;MILANO;VIA SEMPIONE, 195;20016;PERO;MILANO;17/06/1971;-;(XN) NOCIVO;ACARICIDA;EC;CONCENTRATO EMULSIONABILE;DICOFOL;18.5 g;NO;NO;NO;Revocato;-;-;30/03/2009
000103;KARATHANE W.D.;CORTEVA AGRISCIENCE ITALIA S.R.L.;VIA DEI COMIZI AGRARI, 10;26100;CREMONA;CREMONA;VIA DEI COMIZI AGRARI, 10;26100;CREMONA;CREMONA;22/07/1971;-;-;-;-;-;DINOCAP;-;NO;NO;NO;Revocato;-;-;27/11/1990
000104;KELTHANE W;CORTEVA AGRISCIENCE ITALIA S.R.L.;VIA DEI COMIZI AGRARI, 10;26100;CREMONA;CREMONA;VIA DEI COMIZI AGRARI, 10;26100;CREMONA;CREMONA;23/07/1971;-;-;-;-;-;DICOFOL;-;NO;NO;NO;Revocato;-;-;26/02/1986
000105;KELTANE EC;CORTEVA AGRISCIENCE ITALIA S.R.L.;VIA DEI COMIZI AGRARI, 10;26100;CREMONA;CREMONA;VIA DEI COMIZI AGRARI, 10;26100;CREMONA;CREMONA;23/07/1971;-;-;-;-;-;DICOFOL;-;NO;NO;NO;Revocato;-;-;27/11/1990
000106;MUFFAR;CORTEVA AGRISCIENCE ITALIA S.R.L.;VIA DEI COMIZI AGRARI, 10;26100;CREMONA;CREMONA;VIA DEI COMIZI AGRARI, 10;26100;CREMONA;CREMONA;04/05/1971;-;-;-;-;-;DICHLOFLUANID;-;NO;NO;NO;Revocato;-;-;26/02/1986
000107;MICENE E BLU;SIPCAM S.P.A.;VIA CARROCCIO, 8;20123;MILANO;MILANO;VIA SEMPIONE, 195;20016;PERO;MILANO;09/08/1971;-;-;-;-;-;ZIREB;-;NO;NO;NO;Revocato;-;-;30/11/1978
000108;METHOXONE;SOLPLANT S.P.A.;VIA PROVINCIALE, 132;40056;CRESPELLANO;BOLOGNA;VIA S.SOFIA, 21;20122;MILANO;MILANO;29/02/1972;-;-;-;-;-;MECOPROP|2,4-D;-;NO;NO;NO;Revocato;-;-;07/04/1990
000109;MELPREX 5 GRANULARE;BASF AGRO S.P.A.;VIA BISCEGLIE, 76;20152;-;MILANO;VIA MARCONATO, 8;20031;CESANO MADERNO;MONZA E DELLA BRIANZA;22/07/1971;-;-;-;-;-;DODINE;-;NO;NO;NO;Revocato;-;-;27/11/1990
000110;MALATHIR GRANULARE;ISAGRO S.P.A.;CENTRO UFFICI S.SIRO FABB. D ALA 3 VIA CALDERA 21;20153;MILANO;MILANO;CENTRO UFFICI S.SIRO FABB. D ALA 3 VIA CALDERA 21;20153;MILANO;MILANO;14/10/1972;-;-;-;-;-;CARBARIL|MALATHION|PARATHION-METHYL;-;NO;NO;NO;Revocato;-;-;30/05/1978
000111;MARAZIN;CORTEVA AGRISCIENCE ITALIA S.R.L.;VIA DEI COMIZI AGRARI, 10;26100;CREMONA;CREMONA;VIA DEI COMIZI AGRARI, 10;26100;CREMONA;CREMONA;16/06/1971;-;-;-;-;-;MANEB|COPPER OXYCHLORIDE|ZINEB;-;NO;NO;NO;Revocato;-;-;26/02/1986
000112;M-45 DUST 16%;ROHM AND HAAS ITALIA S.R.L.;VIA DELLA FILANDA s.n.c.;20064;GESSATE;MILANO;VIA DELLA FILANDA s.n.c.;20064;GESSATE;MILANO;06/09/1971;-;-;-;DP;POLVERE;MANCOZEB;-;NO;NO;NO;Revocato;-;-;10/06/1996
000113;MIXAN BLU;ISAGRO S.P.A.;CENTRO UFFICI S.SIRO FABB. D ALA 3 VIA CALDERA 21;20153;MILANO;MILANO;CENTRO UFFICI S.SIRO FABB. D ALA 3 VIA CALDERA 21;20153;MILANO;MILANO;22/08/1972;-;-;-;-;-;COPPER OXYCHLORIDE|ZINEB|ZIRAM|SULPHUR (ZOLFO);-;NO;NO;NO;Revocato;-;-;22/12/1978
000114;MALATHIR 50;ISAGRO S.P.A.;CENTRO UFFICI S.SIRO FABB. D ALA 3 VIA CALDERA 21;20153;MILANO;MILANO;CENTRO UFFICI S.SIRO FABB. D ALA 3 VIA CALDERA 21;20153;MILANO;MILANO;01/03/1973;-;-;-;-;-;LINDANE (LINDANO)|PARATHION-METHYL;-;NO;NO;NO;Revocato;-;-;28/04/1978
000115;NABAM 90;CORTEVA AGRISCIENCE ITALIA S.R.L.;VIA DEI COMIZI AGRARI, 10;26100;CREMONA;CREMONA;VIA DEI COMIZI AGRARI, 10;26100;CREMONA;CREMONA;02/12/1971;-;-;-;-;-;NABAM;-;NO;NO;NO;Revocato;-;-;26/02/1986
000116;PARAMAAG C 97%;DU PONT DE NEMOURS ITALIANA S.R.L.;VIA PONTACCIO, 10;20121;MILANO;MILANO;VIA DEI COMIZI AGRARI, 10;26100;CREMONA;CREMONA;06/09/1971;-;-;-;-;-;PARAFFIN OIL/(CAS 8012-95-1);-;NO;NO;NO;Revocato;-;-;07/04/1990
000117;NOGAL;CORTEVA AGRISCIENCE ITALIA S.R.L.;VIA DEI COMIZI AGRARI, 10;26100;CREMONA;CREMONA;VIA DEI COMIZI AGRARI, 10;26100;CREMONA;CREMONA;16/06/1971;-;-;-;-;-;THIONAZIN;-;NO;NO;NO;Revocato;-;-;26/02/1986
000118;NABAM PB 90;ISAGRO S.P.A.;CENTRO UFFICI S.SIRO FABB. D ALA 3 VIA CALDERA 21;20153;MILANO;MILANO;CENTRO UFFICI S.SIRO FABB. D ALA 3 VIA CALDERA 21;20153;MILANO;MILANO;18/01/1973;-;-;-;-;-;NABAM;-;NO;NO;NO;Revocato;-;-;25/10/1991
000119;ACARION EC;DU PONT DE NEMOURS ITALIANA S.R.L.;VIA PONTACCIO, 10;20121;MILANO;MILANO;VIA DEI COMIZI AGRARI, 10;26100;CREMONA;CREMONA;09/11/1972;26/06/2002;-;-;EC;CONCENTRATO EMULSIONABILE;PROPARGITE;57.0 g;NO;NO;NO;Revocato;-;-;07/06/2002
000120;ACARION WP;DU PONT DE NEMOURS ITALIANA S.R.L.;VIA PONTACCIO, 10;20121;MILANO;MILANO;VIA DEI COMIZI AGRARI, 10;26100;CREMONA;CREMONA;09/11/1971;-;-;-;-;-;PROPARGITE;-;NO;NO;NO;Revocato;-;-;07/04/1990
000121;PERTHANE E.C.;CORTEVA AGRISCIENCE ITALIA S.R.L.;VIA DEI COMIZI AGRARI, 10;26100;CREMONA;CREMONA;VIA DEI COMIZI AGRARI, 10;26100;CREMONA;CREMONA;26/07/1971;-;-;-;-;-;PERTANE;47.0 g;NO;NO;NO;Revocato;-;-;26/02/1986
000122;POSTGRAN;CORTEVA AGRISCIENCE ITALIA S.R.L.;VIA DEI COMIZI AGRARI, 10;26100;CREMONA;CREMONA;VIA DEI COMIZI AGRARI, 10;26100;CREMONA;CREMONA;02/07/1971;-;-;-;-;-;METHOPROTHRYNE;-;NO;NO;NO;Revocato;-;-;26/02/1986
000123;PULITER;CORTEVA AGRISCIENCE ITALIA S.R.L.;VIA DEI COMIZI AGRARI, 10;26100;CREMONA;CREMONA;VIA DEI COMIZI AGRARI, 10;26100;CREMONA;CREMONA;24/07/1971;-;-;-;-;-;METHYLISOTHIOCYANATE;-;NO;NO;NO;Revocato;-;-;04/07/1985
000124;ROTHANE WP 50;CORTEVA AGRISCIENCE ITALIA S.R.L.;VIA DEI COMIZI AGRARI, 10;26100;CREMONA;CREMONA;VIA DEI COMIZI AGRARI, 10;26100;CREMONA;CREMONA;26/07/1971;-;-;-;-;-;DDT;-;NO;NO;NO;Revocato;-;-;16/03/1979
000125;RUMITION E 20;ISAGRO S.P.A.;CENTRO UFFICI S.SIRO FABB. D ALA 3 VIA CALDERA 21;20153;MILANO;MILANO;CENTRO UFFICI S.SIRO FABB. D ALA 3 VIA CALDERA 21;20153;MILANO;MILANO;22/08/1972;-;-;-;-;-;AZINFOS ETILE;20.0 g;NO;NO;NO;Revocato;-;-;07/08/1993
000126;SEDIT P.B.;CHIMIBERG S.R.L.;VIA TONALE, 15;24061;ALBANO SANT'ALESSANDRO;BERGAMO;VIA TONALE, 15;24061;ALBANO SANT'ALESSANDRO;BERGAMO;30/05/1972;-;-;-;-;-;CARBARIL;-;NO;NO;NO;Revocato;-;-;25/07/1991
000127;SERFUM;CORTEVA AGRISCIENCE ITALIA S.R.L.;VIA DEI COMIZI AGRARI, 10;26100;CREMONA;CREMONA;VIA DEI COMIZI AGRARI, 10;26100;CREMONA;CREMONA;22/07/1971;-;-;-;-;-;METAM SODIUM;-;NO;NO;NO;Revocato;-;-;27/11/1990
000130;TEPCIDE;CORTEVA AGRISCIENCE ITALIA S.R.L.;VIA DEI COMIZI AGRARI, 10;26100;CREMONA;CREMONA;VIA DEI COMIZI AGRARI, 10;26100;CREMONA;CREMONA;24/07/1971;-;-;-;-;-;TETRAETHYL PYROPHOSPHATE (TEPP)|CHLORBENSIDE;-;NO;NO;NO;Revocato;-;-;26/02/1986
000131;TRIDIT 25;CORTEVA AGRISCIENCE ITALIA S.R.L.;VIA DEI COMIZI AGRARI, 10;26100;CREMONA;CREMONA;VIA DEI COMIZI AGRARI, 10;26100;CREMONA;CREMONA;23/07/1971;-;-;-;-;-;DDT;-;NO;NO;NO;Revocato;-;-;11/10/1978
000132;TREMOTAL;SIPCAM S.P.A.;VIA CARROCCIO, 8;20123;MILANO;MILANO;VIA SEMPIONE, 195;20016;PERO;MILANO;09/08/1971;-;-;-;EC;CONCENTRATO EMULSIONABILE;MONOCROTOPHOS;18.0 g;NO;NO;NO;Revocato;REVOCA ADEMPIMENTO REG. 2076 (NON ISCRIZIONE ALL. I);-;26/07/2003
000133;U 46 D-FLUID;NUFARM B.V.;Rivium Quadrant 75, 7e verdieping;2909LC;Capelle aan den IJssel;-;Rivium Quadrant 75, 7e verdieping;2909LC;Capelle aan den IJssel;-;23/07/1971;31/12/2030;(XI) IRRITANTE;DISERBANTE;SL;CONCENTRATO SOLUBILE;2,4-D;49.8 g;NO;NO;NO;Ri-registrato;-;-;-
000134;ZIRVAL 80 PB;SCAM S.P.A.;STRADA BELLARIA, 164;41100;S.MARIA DI MUGNANO;MODENA;STRADA BELLARIA, 164;41100;S.MARIA DI MUGNANO;MODENA;21/07/1971;-;-;-;WP;POLVERE BAGNABILE;ZIRAM;80.0 g;NO;NO;NO;Revocato;-;-;12/09/2000
000135;ZINEB 80;AGRICHIMICA S.R.L.;VIA SOLFORATA KM. 10,750;00040;POMEZIA;ROMA;V.LE BRUNO BUOZZI, 77;00197;ROMA;ROMA;19/09/1972;-;-;-;DP;POLVERE;ZINEB;-;NO;NO;NO;Revocato;REVOCA PER NON ISCRIZIONE ZINEB ALL. 1 DIR. 91/414 (DM 18.5.01);12/07/2001;12/07/2001
000136;ZOLFO ZETA 505;SOCHIMISI S.P.A.;VIA UGO LA MALFA,169;95100;PALERMO;PALERMO;VIA UGO LA MALFA, 169;95100;PALERMO;PALERMO;06/06/1972;-;-;-;-;-;SULPHUR (ZOLFO);-;NO;NO;NO;Revocato;-;-;02/02/1984
000137;U 46 KV COMBI FLUID;BASF A.G. (AKTIENGESELLSHAFT);CARL BOSCH STRASSE, 88;6700;LUDWIGSHAFEN (G);-;VIA S. SOFIA, 21;20122;MILANO C/O SOLPLANT;-;22/07/1971;-;-;-;SL;CONCENTRATO SOLUBILE;MECOPROP|2,4-D;38.0 g|11.5 g;NO;NO;NO;Revocato;-;-;31/12/2002
000138;U 46 KV-FLUID;BASF A.G. (AKTIENGESELLSHAFT);CARL BOSCH STRASSE, 88;6700;LUDWIGSHAFEN (G);-;VIA S. SOFIA, 21;20122;MILANO C/O SOLPLANT;-;15/06/1971;-;-;-;EC;CONCENTRATO EMULSIONABILE;MECOPROP;51.0 g;NO;NO;NO;Revocato;-;-;20/09/2002
000139;U 46 KV-ESTER;BASF A.G. (AKTIENGESELLSHAFT);CARL BOSCH STRASSE, 88;6700;LUDWIGSHAFEN (G);-;VIA S. SOFIA, 21;20122;MILANO C/O SOLPLANT;-;15/06/1971;-;-;-;EC;CONCENTRATO EMULSIONABILE;MECOPROP;52.0 g;NO;NO;NO;Revocato;-;-;20/09/2002
000140;TOPICIDA ASTERIAS ESCA;CORTEVA AGRISCIENCE ITALIA S.R.L.;VIA DEI COMIZI AGRARI, 10;26100;CREMONA;CREMONA;VIA DEI COMIZI AGRARI, 10;26100;CREMONA;CREMONA;08/05/1971;-;-;-;-;-;WARFARIN;-;NO;NO;NO;Revocato;-;-;26/02/1986
000141;TIOCOMPLEX;PASQUALE MORMINO & FIGLIO S.R.L.;VIA LUNGOMOLO, 16;90018;TERMINI IMERESE;PALERMO;VIA LUNGOMOLO, 16;90018;TERMINI IMERESE;PALERMO;17/09/1971;-;-;-;DP;POLVERE;COPPER OXYCHLORIDE|ZINEB|SULPHUR (ZOLFO);2.0 g|3.0 g|59.0 g;NO;NO;NO;Revocato;-;-;12/07/2001
000142;VENTILENE ACUPRIZZATA 6%;PASQUALE MORMINO & FIGLIO S.R.L.;VIA LUNGOMOLO, 16;90018;TERMINI IMERESE;PALERMO;VIA LUNGOMOLO, 16;90018;TERMINI IMERESE;PALERMO;19/09/1971;31/12/2021;(N) PERICOLOSO PER L'AMBIENTE|(XN) NOCIVO;FUNGICIDA;DP;POLVERE;MANCOZEB|SULPHUR (ZOLFO);-;NO;NO;NO;Revocato;-;-;01/02/2021
000143;VENTILENE ACUPRIZZATA 8%;PASQUALE MORMINO & FIGLIO S.R.L.;VIA LUNGOMOLO, 16;90018;TERMINI IMERESE;PALERMO;VIA LUNGOMOLO, 16;90018;TERMINI IMERESE;PALERMO;18/09/1971;-;-;-;-;-;COPPER OXYCHLORIDE|ZINEB;-;NO;NO;NO;Revocato;-;-;02/04/1979
000144;ZES BLU;PASQUALE MORMINO & FIGLIO S.R.L.;VIA LUNGOMOLO, 16;90018;TERMINI IMERESE;PALERMO;VIA LUNGOMOLO, 16;90018;TERMINI IMERESE;PALERMO;17/09/1971;-;-;-;-;-;ZINEB|SULPHUR (ZOLFO);-;NO;NO;NO;Revocato;-;-;02/04/1979
000145;ZOLFO R 505;SOCHIMISI S.P.A.;VIA UGO LA MALFA,169;95100;PALERMO;PALERMO;VIA UGO LA MALFA, 169;95100;PALERMO;PALERMO;22/07/1971;-;-;-;-;-;SULPHUR (ZOLFO);-;NO;NO;NO;Revocato;-;-;31/01/1985
000146;ACARMID;BASF AGRO S.P.A.;VIA BISCEGLIE, 76;20152;-;MILANO;VIA MARCONATO, 8;20031;CESANO MADERNO;MONZA E DELLA BRIANZA;17/06/1971;-;-;-;EC;CONCENTRATO EMULSIONABILE;DICOFOL;19.0 g;NO;NO;NO;Revocato;-;-;23/03/2001
000147;ACARMID T;BASF AGRO S.P.A.;VIA BISCEGLIE, 76;20152;-;MILANO;VIA MARCONATO, 8;20031;CESANO MADERNO;MONZA E DELLA BRIANZA;28/07/1971;-;-;-;-;-;DICOFOL|TETRADIFON;-;NO;NO;NO;Revocato;-;-;12/07/1978
000148;ACCOTHION 50 E;SUMITOMO CHEMICAL AGRO EUROPE S.A.S.;10A, RUE DE LA VOIE LACTEE;69771;S.DIDIER AU MONT D'OR - LIONE;-;10A, RUE DE LA VOIE LACTEE;69771;S.DIDIER AU MONT D'OR - LIONE;-;16/04/1973;-;(N) PERICOLOSO PER L'AMBIENTE|(XN) NOCIVO;INSETTICIDA;EC;CONCENTRATO EMULSIONABILE;FENITROTHION;47.0 g;NO;NO;NO;Revocato;-;-;25/11/2007
000149;AGRODIT E;AGRONOVA S.R.L.;VIA MASSARENTI, 221/6;40138;BOLOGNA;BOLOGNA;VIA MASSARENTI, 221/6;40138;BOLOGNA;BOLOGNA;15/01/1972;-;-;-;-;-;DDT;-;NO;NO;NO;Revocato;-;-;11/10/1978
000150;ESACYAN 20 C;BASF AGRO S.P.A.;VIA BISCEGLIE, 76;20152;-;MILANO;VIA MARCONATO, 8;20031;CESANO MADERNO;MONZA E DELLA BRIANZA;19/06/1971;-;-;-;-;-;ESACLOROCICLOESANO (BHC);-;NO;NO;NO;Revocato;-;-;12/07/1978
000151;EZINE BLU;PASQUALE MORMINO & FIGLIO S.R.L.;VIA LUNGOMOLO, 16;90018;TERMINI IMERESE;PALERMO;VIA LUNGOMOLO, 16;90018;TERMINI IMERESE;PALERMO;17/09/1971;-;-;-;DP;POLVERE;ZINEB;-;NO;NO;NO;Revocato;-;-;07/01/1992
000152;AGROPTAN;IQV INDUSTRIAS QUIMICAS DEL VALLES S.A.;AVENIDA RAFAEL CASANOVA, 81 MOLLET DEL VALLES;08100;BARCELLONA;-;AVENIDA RAFAEL CASANOVA, 81 MOLLET DEL VALLES;08100;BARCELLONA;-;02/12/1971;-;(T) TOSSICO;FUNGICIDA;WP;POLVERE BAGNABILE;CAPTAN;45.0 g;NO;NO;NO;Revocato;-;-;01/10/2007
000153;AGROTEPP;AGRONOVA S.R.L.;VIA MASSARENTI, 221/6;40138;BOLOGNA;BOLOGNA;VIA MASSARENTI, 221/6;40138;BOLOGNA;BOLOGNA;26/06/1972;-;-;-;EC;CONCENTRATO EMULSIONABILE;TETRAETHYL PYROPHOSPHATE (TEPP);-;NO;NO;NO;Revocato;-;-;25/10/1991
000154;AMINER;FMC AGRO ITALIA S.R.L.;VIA F.LLI BRONZETTI, 32/28;24124;-;BERGAMO;VIA F.LLI BRONZETTI, 32/38;24124;-;BERGAMO;02/12/1971;-;-;-;EC;CONCENTRATO EMULSIONABILE;DICHLORVOS;45.0 g;NO;NO;NO;Revocato;-;-;30/07/2004
000155;ATOXAN GRANULARE;SIAPA S.R.L.;CENTRO UFFICI SAN SIRO FAB. D ALA 1 VIA CALDERA 21;20153;MILANO;MILANO;CENTRO UFFICI SAN SIRO FAB. D ALA 1 VIA CALDERA 21;20153;MILANO;MILANO;23/07/1971;-;(XN) NOCIVO;INSETTICIDA;GR;GRANULARE;CARBARIL;5.0 g;NO;NO;NO;Revocato;-;-;21/11/2007
000156;BAGNANTE ADESIVO CYANAMID;BASF AGRO S.P.A.;VIA BISCEGLIE, 76;20152;-;MILANO;VIA MARCONATO, 8;20031;CESANO MADERNO;MONZA E DELLA BRIANZA;21/07/1971;-;-;-;AL;LIQUIDO (SENZA DILUIZIONE);-;-;NO;NO;NO;Revocato;-;-;20/09/2002
000157;BRUMOLIN;DU PONT DE NEMOURS ITALIANA S.R.L.;VIA PONTACCIO, 10;20121;MILANO;MILANO;VIA DEI COMIZI AGRARI, 10;26100;CREMONA;CREMONA;18/09/1971;-;-;-;EC;CONCENTRATO EMULSIONABILE;MALATHION|PARATHION;-;NO;NO;NO;Revocato;-;-;07/04/1990
000158;CYANADIT 75 PB;BASF AGRO S.P.A.;VIA BISCEGLIE, 76;20152;-;MILANO;VIA MARCONATO, 8;20031;CESANO MADERNO;MONZA E DELLA BRIANZA;18/04/1972;-;-;-;-;-;DDT;-;NO;NO;NO;Revocato;-;-;11/10/1978
000159;CYANAFOS;BASF AGRO S.P.A.;VIA BISCEGLIE, 76;20152;-;MILANO;VIA MARCONATO, 8;20031;CESANO MADERNO;MONZA E DELLA BRIANZA;20/07/1971;-;-;-;-;-;MALATHION|PARATHION;-;NO;NO;NO;Revocato;-;-;27/11/1990
000161;CYANALIN 1 PS;BASF AGRO S.P.A.;VIA BISCEGLIE, 76;20152;-;MILANO;VIA MARCONATO, 8;20031;CESANO MADERNO;MONZA E DELLA BRIANZA;23/07/1971;-;-;-;-;-;LINDANE (LINDANO);-;NO;NO;NO;Revocato;-;-;15/05/1978
000162;CYANALIN 15 PB;BASF AGRO S.P.A.;VIA BISCEGLIE, 76;20152;-;MILANO;VIA MARCONATO, 8;20031;CESANO MADERNO;MONZA E DELLA BRIANZA;22/07/1971;-;-;-;-;-;LINDANE (LINDANO);-;NO;NO;NO;Revocato;-;-;30/05/1978
000163;CLEOSAR;S.A.R.I.A.F. S.P.A.;-;-;-;-;-;-;-;-;15/06/1971;-;-;-;DP;POLVERE;CARBARIL;50.0 g;NO;NO;NO;Revocato;-;-;02/12/1996
000164;COTNION;FMC AGRO ITALIA S.R.L.;VIA F.LLI BRONZETTI, 32/28;24124;-;BERGAMO;VIA F.LLI BRONZETTI, 32/38;24124;-;BERGAMO;02/12/1971;-;-;-;WP;POLVERE BAGNABILE;AZINFOS METILE;25.0 g;NO;NO;NO;Revocato;-;-;30/07/2004
000165;ZOLFO ZETAERRE 506 SCORREVOLE ADESIVO;SOCHIMISI S.P.A.;VIA UGO LA MALFA,169;95100;PALERMO;PALERMO;VIA UGO LA MALFA, 169;95100;PALERMO;PALERMO;22/07/1971;-;-;-;-;-;SULPHUR (ZOLFO);-;NO;NO;NO;Revocato;-;-;02/02/1984
000166;SARTION;SUMITOMO CHEMICAL ITALIA S.R.L.;CENTRO UFFICI S.SIRO FABB. D ALA 1 VIA CALDERA 21;20153;MILANO;MILANO;CENTRO UFFICI S.SIRO FABB. D ALA 1 VIA CALDERA 21;20153;MILANO;MILANO;15/06/1971;-;(T  ) MOLTO TOSSICO;INSETTICIDA;DP;POLVERE;AZINFOS METILE;25.0 g;NO;NO;NO;Revocato;-;-;01/01/2007
000167;ZOLFO RAMATO R/103;SOCHIMISI S.P.A.;VIA UGO LA MALFA,169;95100;PALERMO;PALERMO;VIA UGO LA MALFA, 169;95100;PALERMO;PALERMO;25/01/1973;-;-;-;DP;POLVERE;COPPER OXYCHLORIDE|SULPHUR (ZOLFO);-;NO;NO;NO;Revocato;-;-;29/07/1996
000169;ZOLFO BAGNABILE 90%;SOCHIMISI S.P.A.;VIA UGO LA MALFA,169;95100;PALERMO;PALERMO;VIA UGO LA MALFA, 169;95100;PALERMO;PALERMO;24/07/1971;-;-;-;-;-;SULPHUR (ZOLFO);-;NO;NO;NO;Revocato;-;-;02/02/1984
000170;DITHANE A 40;ROHM AND HAAS ITALIA S.R.L.;VIA DELLA FILANDA s.n.c.;20064;GESSATE;MILANO;VIA DELLA FILANDA s.n.c.;20064;GESSATE;MILANO;10/05/1972;-;-;-;DP;POLVERE;NABAM;-;NO;NO;NO;Revocato;-;-;25/10/1991
000171;DIELDRIN AGRO;AGRONOVA S.R.L.;VIA MASSARENTI, 221/6;40138;BOLOGNA;BOLOGNA;VIA MASSARENTI, 221/6;40138;BOLOGNA;BOLOGNA;02/12/1971;-;-;-;-;-;DIELDRIN;-;NO;NO;NO;Revocato;-;-;29/08/1975
000172;CROTHION;DU PONT DE NEMOURS ITALIANA S.R.L.;VIA PONTACCIO, 10;20121;MILANO;MILANO;VIA DEI COMIZI AGRARI, 10;26100;CREMONA;CREMONA;07/09/1971;-;-;-;-;-;MONOCROTOPHOS;-;NO;NO;NO;Revocato;-;-;07/04/1990
000173;CRITTOX P 10 M;CAFFARO S.P.A.;VIA BORGONOVO, 14;20121;MILANO;MILANO;VIA FRIULI, 55;20031;CESANO MADERNO;MONZA E DELLA BRIANZA;17/06/1971;-;-;-;DP;POLVERE;MANEB|ZINEB;3.0 g|8.0 g;NO;NO;NO;Revocato;-;-;12/07/2001
000174;GEMAFOS 50;SCAM S.P.A.;STRADA BELLARIA, 164;41100;S.MARIA DI MUGNANO;MODENA;STRADA BELLARIA, 164;41100;S.MARIA DI MUGNANO;MODENA;20/11/1971;-;-;-;EC;CONCENTRATO EMULSIONABILE;PARATHION;20.0 g;NO;NO;NO;Revocato;REVOCA PER ATTUAZIONE DECISIONE UE NON ISCRIZIONE PARATION;09/01/2002;09/01/2002
000175;FITOSAN 10;SCAM S.P.A.;STRADA BELLARIA, 164;41100;S.MARIA DI MUGNANO;MODENA;STRADA BELLARIA, 164;41100;S.MARIA DI MUGNANO;MODENA;20/11/1971;-;-;-;DP;POLVERE;MALATHION;10.0 g;NO;NO;NO;Revocato;REVOCA LISTA C RICLASSIFICAZIONE;31/12/2003;30/07/2004
000177;ACANOS 450;NUFARM S.A.S.;9-11 Rue du D̩barcad̬re;92700;Colombes;-;9-11 Rue du D̩barcad̬re;92700;Colombes;-;01/12/1971;31/12/2015;(N) PERICOLOSO PER L'AMBIENTE|(XN) NOCIVO;DISERBANTE;EW;EMULSIONE OLIO/ACQUA;2,4-D;40.1 g;NO;NO;NO;Revocato;-;-;15/01/2016
000178;TRISCAM;SCAM S.P.A.;STRADA BELLARIA, 164;41100;S.MARIA DI MUGNANO;MODENA;STRADA BELLARIA, 164;41100;S.MARIA DI MUGNANO;MODENA;01/12/1971;-;-;-;AL;LIQUIDO (SENZA DILUIZIONE);DNOC;-;NO;NO;NO;Revocato;-;-;04/06/1999
000179;CUPERSCAM;SCAM S.P.A.;STRADA BELLARIA, 164;41100;S.MARIA DI MUGNANO;MODENA;STRADA BELLARIA, 164;41100;S.MARIA DI MUGNANO;MODENA;20/11/1971;-;-;-;WP;POLVERE BAGNABILE;COPPER OXYCHLORIDE|ZINEB;30.0 g|14.0 g;NO;NO;NO;Revocato;-;-;12/07/2001
000180;CUPROSSIL 8;SCAM S.P.A.;STRADA BELLARIA, 164;41100;S.MARIA DI MUGNANO;MODENA;STRADA BELLARIA, 164;41100;S.MARIA DI MUGNANO;MODENA;20/11/1971;-;-;-;DP;POLVERE;COPPER OXYCHLORIDE|ZINEB|SULPHUR (ZOLFO);4.0 g|2.0 g|18.0 g;NO;NO;NO;Revocato;-;-;12/07/2001
000183;VAPOSIL 25;SCAM S.P.A.;STRADA BELLARIA, 164;41100;S.MARIA DI MUGNANO;MODENA;STRADA BELLARIA, 164;41100;S.MARIA DI MUGNANO;MODENA;20/11/1971;-;-;-;-;-;DICHLORVOS;-;NO;NO;NO;Revocato;-;-;04/05/1991
000184;CUPROSCAM BLEU;SCAM S.P.A.;STRADA BELLARIA, 164;41100;S.MARIA DI MUGNANO;MODENA;STRADA BELLARIA, 164;41100;S.MARIA DI MUGNANO;MODENA;20/11/1971;-;-;-;WP;POLVERE BAGNABILE;COPPER OXYCHLORIDE|ZINEB;30.0 g|14.0 g;NO;NO;NO;Revocato;-;-;12/07/2001
000185;EMULTHION;SCAM S.P.A.;STRADA BELLARIA, 164;41100;S.MARIA DI MUGNANO;MODENA;STRADA BELLARIA, 164;41100;S.MARIA DI MUGNANO;MODENA;20/11/1974;-;-;-;AL;LIQUIDO (SENZA DILUIZIONE);AZINFOS ETILE;-;NO;NO;NO;Revocato;-;-;09/08/1995
000186;ZIRZIB;SCAM S.P.A.;STRADA BELLARIA, 164;41100;S.MARIA DI MUGNANO;MODENA;STRADA BELLARIA, 164;41100;S.MARIA DI MUGNANO;MODENA;20/11/1971;-;-;-;-;-;ZINEB|ZIRAM;-;NO;NO;NO;Revocato;-;-;23/12/1978
