num_registrazione;denominazione_prodotto;ragione_sociale;indirizzo_sede_legale;cap_sede_legale;comune_sede_legale;provincia_sede_legale;indirizzo_sede_amministrativa;cap_sede_amministrativa;comune_sede_amministrativa;provincia_sede_amministrativa;data_registrazione;data_scadenza_autorizzazione;indicazioni_di_pericolo;attivita;codice_formulazione;descrizione_formulazione;sostanze_attive;contenuto_per_100g_di_prodotto;importazione_parallela;PFnPO;PFnPE;stato_amministrativo;motivo_della revoca;data_decreto_revoca;data_decorrenza_revoca
002563;EKAVIT;AVENTIS CROPSCIENCE ITALIA S.P.A.;P.LE STEFANO TURR, 5;20149;MILANO;MILANO;P.LE STEFANO TURR, 5;20149;MILANO;MILANO;22/06/1977;-;-;-;-;-;SIMAZINE;-;NO;NO;NO;Revocato;-;-;05/09/1984
002564;TERLIN 3G;SIPCAM S.P.A.;VIA CARROCCIO, 8;20123;MILANO;MILANO;VIA SEMPIONE, 195;20016;PERO;MILANO;16/06/1977;-;-;-;GR;GRANULARE;LINDANE (LINDANO);3.0 g;NO;NO;NO;Revocato;REVOCA PER NON ISCRIZIONE LINDANO ALL. 1 DIR. 91/414 (REVOCA ENTRO 20.6.01);20/06/2001;20/06/2001
002565;MANGAMMA;SOLPLANT S.P.A.;VIA PROVINCIALE, 132;40056;CRESPELLANO;BOLOGNA;VIA S.SOFIA, 21;20122;MILANO;MILANO;22/09/1976;-;-;-;-;-;LINDANE (LINDANO)|MANEB;1.0 g|63.0 g;NO;NO;NO;Revocato;-;-;07/04/1990
002566;BOTRASCAM 75 W;SCAM S.P.A.;STRADA BELLARIA, 164;41100;S.MARIA DI MUGNANO;MODENA;STRADA BELLARIA, 164;41100;S.MARIA DI MUGNANO;MODENA;04/07/1977;-;-;FUNGICIDA;WP;POLVERE BAGNABILE;DICLORAN;75.0 g;NO;NO;NO;Revocato;-;-;18/03/2009
002567;SOLFRAME MZ;SIPCAM S.P.A.;VIA CARROCCIO, 8;20123;MILANO;MILANO;VIA SEMPIONE, 195;20016;PERO;MILANO;16/06/1977;-;-;-;WP;POLVERE BAGNABILE;MANEB|COPPER SULFATE|ZINEB;8.0 g|16.0 g|2.0 g;NO;NO;NO;Revocato;-;-;12/07/2001
002568;DIAZILIN;CAFFARO S.P.A.;VIA BORGONOVO, 14;20121;MILANO;MILANO;VIA FRIULI, 55;20031;CESANO MADERNO;MONZA E DELLA BRIANZA;21/06/1977;-;-;-;GR;GRANULARE;LINDANE (LINDANO)|DIAZINON;-;NO;NO;NO;Revocato;-;-;25/10/1991
002569;BACIDAL SANIFLOR;FIVAT INDUSTRIA CHIMICA S.P.A.;VIA CASTIGLIONE, 6bis;10132;TORINO;TORINO;C/O ARGCHEMICAL VIA NAZIONALE, 28;24068;SERIATE;BERGAMO;23/06/1977;-;-;-;-;-;PARATHION-METHYL;-;NO;NO;NO;Revocato;-;-;07/01/1992
002570;BLEKRITT;SIAPA S.R.L.;CENTRO UFFICI SAN SIRO FAB. D ALA 1 VIA CALDERA 21;20153;MILANO;MILANO;CENTRO UFFICI SAN SIRO FAB. D ALA 1 VIA CALDERA 21;20153;MILANO;MILANO;02/07/1977;-;-;-;WP;POLVERE BAGNABILE;CARBOXIN|THIRAM;30.0 g|30.0 g;NO;NO;NO;Revocato;-;-;30/07/2004
002571;TETRAFAC;SCAM S.P.A.;STRADA BELLARIA, 164;41100;S.MARIA DI MUGNANO;MODENA;STRADA BELLARIA, 164;41100;S.MARIA DI MUGNANO;MODENA;07/05/1977;-;-;-;AL;LIQUIDO (SENZA DILUIZIONE);TETRADIFON|PROTHOATE;-;NO;NO;NO;Revocato;-;-;25/10/1991
002572;SILFOS E 20;SIAPA S.R.L.;CENTRO UFFICI SAN SIRO FAB. D ALA 1 VIA CALDERA 21;20153;MILANO;MILANO;CENTRO UFFICI SAN SIRO FAB. D ALA 1 VIA CALDERA 21;20153;MILANO;MILANO;20/06/1977;-;-;-;EC;CONCENTRATO EMULSIONABILE;PARATHION;20.0 g;NO;NO;NO;Revocato;-;-;09/01/2002
002573;DIANTHUS 20;SIPCAM S.P.A.;VIA CARROCCIO, 8;20123;MILANO;MILANO;VIA SEMPIONE, 195;20016;PERO;MILANO;24/06/1977;-;-;-;EC;CONCENTRATO EMULSIONABILE;PARATHION;19.0 g;NO;NO;NO;Revocato;REVOCA PER ATTUAZIONE DECISIONE CEE NON ISCRIZIONE PARATION;09/01/2002;09/01/2002
002574;COCCIFOS 20;INTERNAZIONALE B.P.D. S.R.L.;-;-;-;-;-;-;-;-;22/06/1977;-;-;-;-;-;PARAFFIN OIL/(CAS 8012-95-1)|PARATHION;-;NO;NO;NO;Revocato;-;-;21/12/1988
002575;PLICTRAN P.B. 50;SIAPA S.R.L.;CENTRO UFFICI SAN SIRO FAB. D ALA 1 VIA CALDERA 21;20153;MILANO;MILANO;CENTRO UFFICI SAN SIRO FAB. D ALA 1 VIA CALDERA 21;20153;MILANO;MILANO;21/06/1977;-;-;-;WP;POLVERE BAGNABILE;CYHEXATIN;50.0 g;NO;NO;NO;Revocato;-;-;30/07/2004
002576;FOSTOX 25 P.B.;CAFFARO S.P.A.;VIA BORGONOVO, 14;20121;MILANO;MILANO;VIA FRIULI, 55;20031;CESANO MADERNO;MONZA E DELLA BRIANZA;21/06/1977;-;-;-;WP;POLVERE BAGNABILE;PARATHION;25.0 g;NO;NO;NO;Revocato;REVOCA PER ATTUAZIONE DECISIONE UE NON ISCRIZIONE PARATION;09/01/2002;09/01/2002
002577;IDAC;CAFFARO S.P.A.;VIA BORGONOVO, 14;20121;MILANO;MILANO;VIA FRIULI, 55;20031;CESANO MADERNO;MONZA E DELLA BRIANZA;21/06/1977;-;-;-;-;-;PROTHOATE;-;NO;NO;NO;Revocato;-;-;25/10/1991
002578;CRITTOX FIORI;SIAPA S.R.L.;CENTRO UFFICI SAN SIRO FAB. D ALA 1 VIA CALDERA 21;20153;MILANO;MILANO;CENTRO UFFICI SAN SIRO FAB. D ALA 1 VIA CALDERA 21;20153;MILANO;MILANO;20/06/1977;-;-;-;SL;CONCENTRATO SOLUBILE;OXYCARBOXIN;20.0 g;NO;NO;NO;Revocato;-;-;26/07/2003
002579;FOSTOX METIL;SIAPA S.R.L.;CENTRO UFFICI SAN SIRO FAB. D ALA 1 VIA CALDERA 21;20153;MILANO;MILANO;CENTRO UFFICI SAN SIRO FAB. D ALA 1 VIA CALDERA 21;20153;MILANO;MILANO;20/06/1977;-;-;-;SL;CONCENTRATO SOLUBILE;PARATHION-METHYL;18.0 g;NO;NO;NO;Revocato;-;-;11/09/2003
002580;GIALLOLIO;CAFFARO S.P.A.;VIA BORGONOVO, 14;20121;MILANO;MILANO;VIA FRIULI, 55;20031;CESANO MADERNO;MONZA E DELLA BRIANZA;20/06/1977;-;-;-;EC;CONCENTRATO EMULSIONABILE;DNOC|PARAFFIN OIL/(CAS 8012-95-1);3.0 g|70.0 g;NO;NO;NO;Revocato;-;-;04/05/1999
002581;BETACIL;AVENTIS CROPSCIENCE ITALIA S.P.A.;P.LE STEFANO TURR, 5;20149;MILANO;MILANO;P.LE STEFANO TURR, 5;20149;MILANO;MILANO;22/06/1977;-;-;-;-;-;CYCLOATE|LENACIL;-;NO;NO;NO;Revocato;-;-;01/02/1996
002582;DACOSTAR;BAYER CROPSCIENCE S.R.L.;VIALE CERTOSA, 130;20156;MILANO;MILANO;VIALE CERTOSA, 130;20156;MILANO;MILANO;07/05/1977;-;-;-;SC;SOSPENSIONE CONCENTRATA;CHLOROTHALONIL|COPPER OXYCHLORIDE;20.0 g|11.0 g;NO;NO;NO;Revocato;-;-;30/07/2004
002583;CARBOPAN;CAFFARO S.P.A.;VIA BORGONOVO, 14;20121;MILANO;MILANO;VIA FRIULI, 55;20031;CESANO MADERNO;MONZA E DELLA BRIANZA;02/07/1977;-;-;-;-;-;CARBARIL|PROPANIL;-;NO;NO;NO;Revocato;-;-;07/06/1988
002584;R6 ERRESEI DAC 60-8;AVENTIS CROPSCIENCE ITALIA S.P.A.;P.LE STEFANO TURR, 5;20149;MILANO;MILANO;P.LE STEFANO TURR, 5;20149;MILANO;MILANO;22/06/1977;-;-;-;GR;GRANULARE;CHLOROTHALONIL|COPPER OXYCHLORIDE;25.0 g|42.0 g;NO;NO;NO;Revocato;-;-;06/11/2000
002585;FOSFOIL 20;AVENTIS CROPSCIENCE ITALIA S.P.A.;P.LE STEFANO TURR, 5;20149;MILANO;MILANO;P.LE STEFANO TURR, 5;20149;MILANO;MILANO;22/06/1977;-;-;-;-;-;PARAFFIN OIL/(CAS 8012-95-1)|PARATHION;-;NO;NO;NO;Revocato;-;-;21/12/1988
002586;COCCIFOS 3;AVENTIS CROPSCIENCE ITALIA S.P.A.;P.LE STEFANO TURR, 5;20149;MILANO;MILANO;P.LE STEFANO TURR, 5;20149;MILANO;MILANO;22/06/1977;-;-;-;-;-;PARAFFIN OIL/(CAS 8012-95-1)|PARATHION;83.0 g|3.0 g;NO;NO;NO;Revocato;-;-;01/02/1996
002587;FITOFOS;INTERNAZIONALE B.P.D. S.R.L.;-;-;-;-;-;-;-;-;22/06/1977;-;-;-;-;-;PARAFFIN OIL/(CAS 8012-95-1)|PARATHION;-;NO;NO;NO;Revocato;-;-;21/12/1988
002588;LUMACHICIDA GRANULARE 5;AVENTIS CROPSCIENCE ITALIA S.P.A.;P.LE STEFANO TURR, 5;20149;MILANO;MILANO;P.LE STEFANO TURR, 5;20149;MILANO;MILANO;22/06/1977;-;-;-;-;-;METALDEHYDE;-;NO;NO;NO;Revocato;-;-;01/02/1996
002589;LUMACHICIDA GRANULARE B.P.D.;AVENTIS CROPSCIENCE ITALIA S.P.A.;P.LE STEFANO TURR, 5;20149;MILANO;MILANO;P.LE STEFANO TURR, 5;20149;MILANO;MILANO;22/06/1977;-;-;-;-;-;METALDEHYDE;-;NO;NO;NO;Revocato;-;-;01/02/1996
002590;ERB ALT;AVENTIS CROPSCIENCE ITALIA S.P.A.;P.LE STEFANO TURR, 5;20149;MILANO;MILANO;P.LE STEFANO TURR, 5;20149;MILANO;MILANO;19/06/1980;-;-;-;-;-;NITROFEN;-;NO;NO;NO;Revocato;-;-;27/10/1981
002591;DELFOS 25 PB;AVENTIS CROPSCIENCE ITALIA S.P.A.;P.LE STEFANO TURR, 5;20149;MILANO;MILANO;P.LE STEFANO TURR, 5;20149;MILANO;MILANO;22/06/1977;-;-;-;-;-;PARATHION-METHYL;-;NO;NO;NO;Revocato;-;-;01/02/1996
002592;IMIDAN 50 WP;GOWAN ITALIA S.R.L.;via della Costituzione, 8;48018;FAENZA;RAVENNA;via della Costituzione, 8;48018;FAENZA;RAVENNA;13/06/1977;31/07/2022;(N) PERICOLOSO PER L'AMBIENTE|(XN) NOCIVO;INSETTICIDA-ACARICIDA;WP;POLVERE BAGNABILE;PHOSMET;50.0 g;NO;NO;NO;Revocato;-;-;01/05/2022
002593;MALERBANE TOTALE;CHIMIBERG S.R.L.;VIA TONALE, 15;24061;ALBANO SANT'ALESSANDRO;BERGAMO;VIA TONALE, 15;24061;ALBANO SANT'ALESSANDRO;BERGAMO;02/07/1977;-;-;-;-;-;ATRAZINE|SIMAZINE|TCA;-;NO;NO;NO;Revocato;-;-;04/03/1987
002594;JOKER 70 SG;DIACHEM S.P.A.;VIA TONALE, 15;24061;ALBANO SANT'ALESSANDRO;BERGAMO;VIA TONALE, 15;24061;ALBANO SANT'ALESSANDRO;BERGAMO;19/06/1980;-;(XI) IRRITANTE;DISERBANTE;WG;GRANULARE IDRODISPERSIBILE;DICAMBA;70.0 g;NO;NO;NO;Revocato;-;-;01/01/2009
002595;DEROSALIN;AVENTIS CROPSCIENCE ITALIA S.P.A.;P.LE STEFANO TURR, 5;20149;MILANO;MILANO;P.LE STEFANO TURR, 5;20149;MILANO;MILANO;02/07/1977;-;-;-;WP;POLVERE BAGNABILE;CARBENDAZIM;59.0 g;NO;NO;NO;Revocato;-;-;19/05/1998
002596;VALSTAT FL;SCAM S.P.A.;STRADA BELLARIA, 164;41100;S.MARIA DI MUGNANO;MODENA;STRADA BELLARIA, 164;41100;S.MARIA DI MUGNANO;MODENA;13/06/1977;-;-;-;SC;SOSPENSIONE CONCENTRATA;FENTIN ACETATE;18.0 g;NO;NO;NO;Revocato;-;-;31/10/2000
002597;ESCA PROTEICA SIAPA;SIAPA S.R.L.;CENTRO UFFICI SAN SIRO FAB. D ALA 1 VIA CALDERA 21;20153;MILANO;MILANO;CENTRO UFFICI SAN SIRO FAB. D ALA 1 VIA CALDERA 21;20153;MILANO;MILANO;21/06/1977;-;-;INSETTICIDA;SL;CONCENTRATO SOLUBILE;HYDROLYSED PROTEINS;37.5 g;NO;NO;NO;Revocato;-;-;01/09/2013
002598;MALATOX CEREALI;SIAPA S.R.L.;CENTRO UFFICI SAN SIRO FAB. D ALA 1 VIA CALDERA 21;20153;MILANO;MILANO;CENTRO UFFICI SAN SIRO FAB. D ALA 1 VIA CALDERA 21;20153;MILANO;MILANO;21/06/1977;-;(N) PERICOLOSO PER L'AMBIENTE;INSETTICIDA;DP;POLVERE;MALATHION;1.0 g;NO;NO;NO;Revocato;-;-;06/12/2007
002599;GRANURON;CORTEVA AGRISCIENCE ITALIA S.R.L.;VIA DEI COMIZI AGRARI, 10;26100;CREMONA;CREMONA;VIA DEI COMIZI AGRARI, 10;26100;CREMONA;CREMONA;02/07/1977;-;-;-;-;-;NEBURON;-;NO;NO;NO;Revocato;-;-;27/11/1990
002600;SILFOS 25 P.B.;SIAPA S.R.L.;CENTRO UFFICI SAN SIRO FAB. D ALA 1 VIA CALDERA 21;20153;MILANO;MILANO;CENTRO UFFICI SAN SIRO FAB. D ALA 1 VIA CALDERA 21;20153;MILANO;MILANO;07/09/1977;-;-;-;WP;POLVERE BAGNABILE;PARATHION-METHYL;20.0 g;NO;NO;NO;Revocato;-;-;11/09/2003
002601;PARAMITOIL;CAFFARO S.P.A.;VIA BORGONOVO, 14;20121;MILANO;MILANO;VIA FRIULI, 55;20031;CESANO MADERNO;MONZA E DELLA BRIANZA;04/07/1977;-;-;-;-;-;PARAFFIN OIL/(CAS 8012-95-1)|PARATHION|CHLORBENSIDE;-;NO;NO;NO;Revocato;-;-;25/10/1991
002602;ROBIN FLOW;CHEMIA S.P.A.;VIA STATALE N. 327;44047;FERRARA;FERRARA;VIA STATALE, 327;44040;SANT'AGOSTINO;FERRARA;02/07/1977;-;(XN) NOCIVO;DISERBANTE;SC;SOSPENSIONE CONCENTRATA;PROPANIL;35.0 g;NO;NO;NO;Revocato;-;-;30/03/2009
002603;ESCACIDE;INDUPHARMA S.R.L.;VIA SORGAGLIA, 40;35020;ARRE;PADOVA;VIA SORGAGLIA, 40;35020;ARRE;PADOVA;02/07/1977;31/08/2026;-;MOLLUSCHICIDA;GR;GRANULARE;METALDEHYDE;5.0 g;NO;NO;NO;Ri-registrato;-;-;-
002604;PARAMITOIL E;CAFFARO S.P.A.;VIA BORGONOVO, 14;20121;MILANO;MILANO;VIA FRIULI, 55;20031;CESANO MADERNO;MONZA E DELLA BRIANZA;04/07/1977;-;-;-;-;-;PARAFFIN OIL/(CAS 8012-95-1)|PARATHION|CHLORBENSIDE;-;NO;NO;NO;Revocato;-;-;25/10/1991
002605;BENGRAN;CHEMIA S.P.A.;VIA STATALE N. 327;44047;FERRARA;FERRARA;VIA STATALE, 327;44040;SANT'AGOSTINO;FERRARA;02/07/1977;-;-;-;DP;POLVERE;METABENZTIAZURON;64.0 g;NO;NO;NO;Revocato;REVOCA LISTA C RICLASSIFICAZIONE;31/12/2003;30/07/2004
002606;BELGRANO;CHEMIA S.P.A.;VIA STATALE N. 327;44047;FERRARA;FERRARA;VIA STATALE, 327;44040;SANT'AGOSTINO;FERRARA;02/07/1977;-;-;-;-;-;TERBUTRYN;-;NO;NO;NO;Revocato;-;-;11/07/1985
002607;SILZIN BLU;SIAPA S.R.L.;CENTRO UFFICI SAN SIRO FAB. D ALA 1 VIA CALDERA 21;20153;MILANO;MILANO;CENTRO UFFICI SAN SIRO FAB. D ALA 1 VIA CALDERA 21;20153;MILANO;MILANO;04/07/1977;-;-;-;WP;POLVERE BAGNABILE;ZINEB|SULPHUR (ZOLFO);52.0 g|20.0 g;NO;NO;NO;Revocato;-;-;12/07/2001
002608;BORDIL M;CORTEVA AGRISCIENCE ITALIA S.R.L.;VIA DEI COMIZI AGRARI, 10;26100;CREMONA;CREMONA;VIA DEI COMIZI AGRARI, 10;26100;CREMONA;CREMONA;02/07/1977;-;-;-;-;-;MANEB|COPPER SULFATE;-;NO;NO;NO;Revocato;-;-;26/02/1986
002609;BORDIL;CORTEVA AGRISCIENCE ITALIA S.R.L.;VIA DEI COMIZI AGRARI, 10;26100;CREMONA;CREMONA;VIA DEI COMIZI AGRARI, 10;26100;CREMONA;CREMONA;02/07/1977;-;-;-;-;-;MANCOZEB|COPPER SULFATE;-;NO;NO;NO;Revocato;-;-;26/02/1986
002610;ZITAL;AVENTIS CROPSCIENCE ITALIA S.P.A.;P.LE STEFANO TURR, 5;20149;MILANO;MILANO;P.LE STEFANO TURR, 5;20149;MILANO;MILANO;02/07/1977;-;-;-;-;-;MANEB|COPPER OXYCHLORIDE|ZINEB;-;NO;NO;NO;Revocato;-;-;25/07/1991
002611;TOP 90;BAYER CROPSCIENCE S.R.L.;VIALE CERTOSA, 130;20156;MILANO;MILANO;VIALE CERTOSA, 130;20156;MILANO;MILANO;02/07/1977;-;(XI) IRRITANTE;FUNGICIDA;DP;POLVERE;SULPHUR (ZOLFO);90.0 g;NO;NO;NO;Revocato;-;-;13/03/2006
002612;VERSAN;CAFFARO S.P.A.;VIA BORGONOVO, 14;20121;MILANO;MILANO;VIA FRIULI, 55;20031;CESANO MADERNO;MONZA E DELLA BRIANZA;02/07/1977;-;-;-;-;-;MANEB|CALCIUM COPPER OXYCHLORIDE|THIRAM;-;NO;NO;NO;Revocato;-;-;09/03/1988
002613;ZINEB HI 70;AVENTIS CROPSCIENCE ITALIA S.P.A.;P.LE STEFANO TURR, 5;20149;MILANO;MILANO;P.LE STEFANO TURR, 5;20149;MILANO;MILANO;02/07/1977;-;-;-;-;-;ZINEB;-;NO;NO;NO;Revocato;-;-;04/05/1991
002614;TOXINODORO 3G;ISAGRO S.P.A.;CENTRO UFFICI S.SIRO FABB. D ALA 3 VIA CALDERA 21;20153;MILANO;MILANO;CENTRO UFFICI S.SIRO FABB. D ALA 3 VIA CALDERA 21;20153;MILANO;MILANO;01/02/1977;-;-;-;-;-;LINDANE (LINDANO);3.0 g;NO;NO;NO;Revocato;-;-;26/06/1997
002615;VITAVAX 30 T;CHEMTURA ITALY S.R.L.;VIA PICO DELLA MIRANDOLA, 8;04013;LATINA SCALO;LATINA;VIA PICO DELLA MIRANDOLA, 8;04013;LATINA SCALO;LATINA;02/07/1977;-;-;-;WP;POLVERE BAGNABILE;CARBOXIN|THIRAM;30.0 g|30.0 g;NO;NO;NO;Revocato;-;-;30/07/2004
002616;SIVAMWARF;SIVAM S.P.A.;VIA XXV APRILE, 4;26841;CASALPUSTERLENGO;LODI;VIA XXV APRILE, 4;26841;CASALPUSTERLENGO;LODI;02/07/1977;-;-;-;DP;POLVERE;COUMACHLOR;1.0 g;NO;NO;NO;Revocato;"REVOCATO PER NON INSERIMENTO CUMACLORO ALL. I; INSERITO ANCHE IN DD 31.12.2003 (REVOCA LISTA C RICLASSIFICAZIONE)";18/03/2004;01/04/2004
002617;TRODAN EC;AVENTIS CROPSCIENCE ITALIA S.P.A.;P.LE STEFANO TURR, 5;20149;MILANO;MILANO;P.LE STEFANO TURR, 5;20149;MILANO;MILANO;02/07/1977;-;-;-;-;-;ENDOSULFAN|FENITROTHION;-;NO;NO;NO;Revocato;-;-;25/07/1991
002618;DACONIL 75;BAYER CROPSCIENCE S.R.L.;VIALE CERTOSA, 130;20156;MILANO;MILANO;VIALE CERTOSA, 130;20156;MILANO;MILANO;02/07/1977;-;-;-;GR;GRANULARE;CHLOROTHALONIL;75.0 g;NO;NO;NO;Revocato;-;-;30/07/2004
002619;SUTAZIN;CAFFARO S.P.A.;VIA BORGONOVO, 14;20121;MILANO;MILANO;VIA FRIULI, 55;20031;CESANO MADERNO;MONZA E DELLA BRIANZA;04/07/1977;-;-;-;-;-;ATRAZINE|BUTYLATE;-;NO;NO;NO;Revocato;-;-;19/03/2003
002620;CONTROCARIE;CAFFARO S.P.A.;VIA BORGONOVO, 14;20121;MILANO;MILANO;VIA FRIULI, 55;20031;CESANO MADERNO;MONZA E DELLA BRIANZA;07/09/1977;-;-;-;-;-;LINDANE (LINDANO)|COPPER OXYCHLORIDE;-;NO;NO;NO;Revocato;REVOCATO PER MANCATA DICHIARAZIONE SUL CONTENUTO DI PIOMBO;-;18/10/1989
002621;LIQUIFOS 20;CAFFARO S.P.A.;VIA BORGONOVO, 14;20121;MILANO;MILANO;VIA FRIULI, 55;20031;CESANO MADERNO;MONZA E DELLA BRIANZA;02/07/1977;-;-;-;EC;CONCENTRATO EMULSIONABILE;PARATHION;-;NO;NO;NO;Revocato;-;-;10/02/1997
002622;TELVAR;DU PONT DE NEMOURS ITALIANA S.R.L.;VIA PONTACCIO, 10;20121;MILANO;MILANO;VIA DEI COMIZI AGRARI, 10;26100;CREMONA;CREMONA;02/07/1977;-;-;-;-;-;MONURON;-;NO;NO;NO;Revocato;-;-;25/05/1981
002623;MALTEN P.S.;AZF AGRICOLTURA S.R.L.;VIA LISBONA, 7;35100;PADOVA;PADOVA;VIA C. COLOMBO, 7-7/A;30030;VIGONOVO;VENEZIA;02/07/1977;-;(N) PERICOLOSO PER L'AMBIENTE;INSETTICIDA;DP;POLVERE;MALATHION;1.0 g;NO;NO;NO;Revocato;-;-;06/12/2007
002624;POLVOSOL F-5;SIVAM S.P.A.;VIA XXV APRILE, 4;26841;CASALPUSTERLENGO;LODI;VIA XXV APRILE, 4;26841;CASALPUSTERLENGO;LODI;02/07/1977;-;-;-;DP;POLVERE;FOLPET|SULPHUR (ZOLFO);5.0 g|93.0 g;NO;NO;NO;Revocato;REVOCA LISTA C RICLASSIFICAZIONE;31/12/2003;30/07/2004
002625;TORBIN;SIAPA S.R.L.;CENTRO UFFICI SAN SIRO FAB. D ALA 1 VIA CALDERA 21;20153;MILANO;MILANO;CENTRO UFFICI SAN SIRO FAB. D ALA 1 VIA CALDERA 21;20153;MILANO;MILANO;03/08/1977;-;-;-;GR;GRANULARE;EPTC;8.0 g;NO;NO;NO;Revocato;-;-;26/07/2003
002626;CIPCOL;AGRONOVA S.R.L.;VIA MASSARENTI, 221/6;40138;BOLOGNA;BOLOGNA;VIA MASSARENTI, 221/6;40138;BOLOGNA;BOLOGNA;02/07/1977;-;-;-;EC;CONCENTRATO EMULSIONABILE;CHLORPROPHAM;-;NO;NO;NO;Revocato;-;-;10/02/1997
002627;ZOLFO HI 80;AVENTIS CROPSCIENCE ITALIA S.P.A.;P.LE STEFANO TURR, 5;20149;MILANO;MILANO;P.LE STEFANO TURR, 5;20149;MILANO;MILANO;02/07/1977;-;-;-;WP;POLVERE BAGNABILE;SULPHUR (ZOLFO);79.0 g;NO;NO;NO;Revocato;-;-;19/05/1998
002628;ZOLFO HI 50;AVENTIS CROPSCIENCE ITALIA S.P.A.;P.LE STEFANO TURR, 5;20149;MILANO;MILANO;P.LE STEFANO TURR, 5;20149;MILANO;MILANO;02/07/1977;-;-;-;-;-;SULPHUR (ZOLFO);-;NO;NO;NO;Revocato;-;-;04/05/1991
002629;GAMMA TECNITERRA INODORO;TECNITERRA S.R.L.;VIA BRONZINO, 19;20133;MILANO;MILANO;VIA BRONZINO, 19;20133;MILANO;MILANO;04/07/1977;-;-;-;DP;POLVERE;LINDANE (LINDANO);-;NO;NO;NO;Revocato;-;-;25/10/1991
002630;MAZEB RAMATO;CORTEVA AGRISCIENCE ITALIA S.R.L.;VIA DEI COMIZI AGRARI, 10;26100;CREMONA;CREMONA;VIA DEI COMIZI AGRARI, 10;26100;CREMONA;CREMONA;25/05/1979;-;(XN) NOCIVO;FUNGICIDA;WP;POLVERE BAGNABILE;MANCOZEB|COPPER OXYCHLORIDE;30.0 g|15.0 g;NO;NO;NO;Revocato;-;-;01/12/2009
002631;MORKIT P.B.;BAYER CROPSCIENCE S.R.L.;VIALE CERTOSA, 130;20156;MILANO;MILANO;VIALE CERTOSA, 130;20156;MILANO;MILANO;02/07/1977;-;(XI) IRRITANTE;REPELLENTE;WP;POLVERE BAGNABILE;ANTRACHINONE;80.0 g;NO;NO;NO;Revocato;-;-;15/06/2009
002632;MORESTAN;BAYER CROPSCIENCE S.R.L.;VIALE CERTOSA, 130;20156;MILANO;MILANO;VIALE CERTOSA, 130;20156;MILANO;MILANO;02/07/1977;-;-;-;WP;POLVERE BAGNABILE;CHINOMETHIONATE;25.0 g;NO;NO;NO;Revocato;-;-;31/10/2002
002633;ACATION MT;ISAGRO S.P.A.;CENTRO UFFICI S.SIRO FABB. D ALA 3 VIA CALDERA 21;20153;MILANO;MILANO;CENTRO UFFICI S.SIRO FABB. D ALA 3 VIA CALDERA 21;20153;MILANO;MILANO;07/07/1977;-;-;-;-;-;ETHION;-;NO;NO;NO;Revocato;-;-;25/10/1991
002634;BUGGY;SIPCAM ITALIA S.P.A.;VIA MASCHERONI, 5;20123;-;MILANO;VIA SEMPIONE, 195;20016;PERO;MILANO;02/07/1977;31/12/2017;(N) PERICOLOSO PER L'AMBIENTE|(XI) IRRITANTE;DISERBANTE;AL;LIQUIDO (SENZA DILUIZIONE);GLYPHOSATE;30.7 g;NO;NO;NO;Revocato;-;-;22/08/2016
002635;ROUNDUP RAVIT;AVENTIS CROPSCIENCE ITALIA S.P.A.;P.LE STEFANO TURR, 5;20149;MILANO;MILANO;P.LE STEFANO TURR, 5;20149;MILANO;MILANO;02/07/1977;-;-;-;SL;CONCENTRATO SOLUBILE;GLYPHOSATE;30.0 g;NO;NO;NO;Revocato;-;-;06/11/2000
002636;CLORESENE GRANULARE;CAFFARO S.P.A.;VIA BORGONOVO, 14;20121;MILANO;MILANO;VIA FRIULI, 55;20031;CESANO MADERNO;MONZA E DELLA BRIANZA;02/07/1977;-;-;-;GR;GRANULARE;LINDANE (LINDANO);3.0 g;NO;NO;NO;Revocato;REVOCA PER NON ISCRIZIONE LINDANO ALL. 1 DIR. 91/414 (REVOCA ENTRO 20.6.01);20/06/2001;20/06/2001
002637;FOLIMAT;BAYER CROPSCIENCE S.R.L.;VIALE CERTOSA, 130;20156;MILANO;MILANO;VIALE CERTOSA, 130;20156;MILANO;MILANO;05/08/1977;-;-;-;SL;CONCENTRATO SOLUBILE;OMETHOATE;50.0 g;NO;NO;NO;Revocato;-;-;31/10/2002
002638;CHEMIFOS;CHEMIA S.P.A.;VIA STATALE N. 327;44047;FERRARA;FERRARA;VIA STATALE, 327;44040;SANT'AGOSTINO;FERRARA;05/08/1977;-;-;-;EC;CONCENTRATO EMULSIONABILE;PARATHION-METHYL;16.0 g;NO;NO;NO;Revocato;REVOCA NON ISCRIZIONE ALL. I PARATION METILE;-;11/09/2003
002639;RESITHION;SIPCAM S.P.A.;VIA CARROCCIO, 8;20123;MILANO;MILANO;VIA SEMPIONE, 195;20016;PERO;MILANO;05/08/1977;-;-;-;EC;CONCENTRATO EMULSIONABILE;CHLORFENVINPHOS;23.0 g;NO;NO;NO;Revocato;REVOCA ADEMPIMENTO REG. 2076 (NON ISCRIZIONE ALL. I);04/06/2003;26/07/2003
