Prodotti fitosanitari venduti nell'anno 2017 (fonte dati: Autorità regionale competente, dichiarazioni di vendita p.f. 2017, art. 16 D.Lgs. 150/2012);;;
Provincia;N. Reg. ; Prodotto fitosanitario venduto;"Quantità 
(Kg o litri)"
VE;9286;OHAYO x 1 lt;9
VE;9298;METHAM NA 51 TANICA LT 210;630
VE;9298;METHAM NA 51 x 210 lt;1.470,00
VE;9306;;6,25
VE;9306;PROPLANT x 1 lt;33
VE;9311;CUPROSS.IDRO 25WP KG1;21
VE;9322;;205
VE;9322;GOLTIX STAR *1KG;3
VE;9322;GOLTIX STAR x 5;60
VE;9332;;3,5
VE;9332;OPEN;3,5
VE;9332;OPEN *100gr;9,2
VE;9332;OPEN GR 500;1
VE;9339;;2.108,00
VE;9339;BETANAL EXPERT;1.134,00
VE;9339;BETANAL EXPERT *1lt;3
VE;9339;BETANAL EXPERT DA LT 5;110
VE;9339;BETANAL EXPERT LT 1;8
VE;9339;BETANAL EXPERT x 1 lt;6
VE;9342;DELTRIN;4
VE;9342;DETRIN ML 50;10,05
VE;9371;PEAK x 40 gr;0,04
VE;9373;;37
VE;9373;CHORUS;17
VE;9374;;14
VE;9374;MATCH TOP;5
VE;9374;MATCH TOP LT 1;2
VE;9374;MATCH TOP x 1 lt;13
VE;9399;MEDAL 25;3,58
VE;9399;MEDAL 25 ML50;0,3
VE;9411;RADIP ORMON;1,7
VE;9411;RADIP ORMON 100 GR;0,3
VE;9422;;828,25
VE;9422;DISERBANTE EVADE 250;1,75
VE;9422;ERBICIDA EVADE DA LT 1;4
VE;9422;EVADE;323,95
VE;9422;EVADE 100 ML;0,1
VE;9422;EVADE 500 ML;2,5
VE;9422;EVADE DA LT. 1;25
VE;9422;EVADE DISERBANTE *500ml;10
VE;9422;EVADE ERB. ERBUSTICIDA LT  1;10
VE;9422;EVADE LT. 5  -9422-;10
VE;9422;EVADE ml 250;1
VE;9422;EVADE ML. 250;2,75
VE;9422;EVADE x 0,25 lt;31
VE;9422;EVADE x 1 lt;170
VE;9422;ZAPI DISERBO EVADE 100 ML NR 9422;0,1
VE;9422;ZAPI DISERBO EVADE 500 ML NR 9422;0,5
VE;9443;;9,9
VE;9443;ENDOGERME;23,5
VE;9443;ENDOGERME 200 GR;0,6
VE;9443;ENDOGERME ANTIGERMOGL. GR200;1,8
VE;9443;ENDOGERME ANTIGERMOGLIO GR 500;2,5
VE;9443;ENDOGERME PATATE GR 200;1,4
VE;9443;KOL ENDOGERME GR.100;0,4
VE;9443;KOL ENDOGERME GR.500;3
VE;9449;EMERALD COMBI;153
VE;9463;;4
VE;9463;KLARO KIT;143,25
VE;9509;;15
VE;9509;PROMALIN NT x 0,5 lt;5
VE;9531;;43
VE;9531;SEQURA WG;20
VE;9575;;11
VE;9575;DRIBBLING 240 EC;4
VE;9578;;663,8
VE;9578;SWITCH;564,3
VE;9578;SWITCH   GR. 250;2,25
VE;9578;SWITCH  KG 1;91
VE;9578;SWITCH *1KG;11
VE;9578;SWITCH 10 DA KG 1;16
VE;9578;SWITCH DA 250 GR;1,25
VE;9578;SWITCH GR 250;2,5
VE;9578;SWITCH GR 300;1,5
VE;9578;SWITCH KG 1;18
VE;9578;SWITCH KG. 1;14
VE;9578;SWITCH x 0,25 kg;4,2
VE;9578;SWITCH x 1 kg;300
VE;9612;OSSICLOR 30 KG 1;40
VE;9631;METRIN EC;9
VE;9634;;38
VE;9634;CARNIVAL DA LT 1;1
VE;9634;CARNIVAL RIO;21
VE;9636;OSSIRAM COMBI x 1;3
VE;9655;;125
VE;9655;PRIMIAL WG;14
VE;9668;;17
VE;9668;RUFAST E-FLO;9,3
VE;9668;RUFAST E-FLO *10 ML.;0,04
VE;9668;RUFAST E-FLO 10 ML;0,08
VE;9668;RUFAST E-FLO ML. 250;4,5
VE;9668;RUFAST E-FLO ML50;0,38
VE;9668;RUFAST E-FLO x 1 lt;4
VE;9670;;10
VE;9675;PANTOX 360;1,25
VE;9678;;6.150,00
VE;9678;M70 DF;413
VE;9679;;91
VE;9679;KRISTAL 32 WG;4
VE;9693;;4
VE;9693;SPORTAK 45 EW;61
VE;9695;PERLAN;22,5
VE;9696;;6
VE;9705;;104,8
VE;9705;PREVITER;62,2
VE;9705;PREVITER *100 ML.;1,5
VE;9705;PREVITER 50 ML;0,1
VE;9705;PREVITER FUNGICIDINA MARCIUMI RADIC;24
VE;9705;PREVITER LT 0,5;6,75
VE;9705;PREVITER LT 1;2
VE;9705;PREVITER LT.1;15
VE;9705;PREVITER ML.100;1,1
VE;9723;DE-SPROUT N;340
VE;9723;DE-SPROUT N x 10 lt;130
VE;9724;TIOWETTING DF;63
VE;9724;TIOWETTING DF KG 1;40
VE;9726;GLIFOSAN;42
VE;9730;CUPROSS.IDRO 25WP BLU KG1;33
VE;9730;CUPROSSIL IDRO 25 WP BLU;44
VE;9744;;148
VE;9744;SCORE 10 WG;20
VE;9747;;2,45
VE;9747;FURY;71,19
VE;9747;FURY 10 ML;10
VE;9747;FURY 10ML;0,4
VE;9747;FURY 50 ML;10,45
VE;9747;FURY INSETTICIDA *10 ML;0,06
VE;9747;FURY LT. 1;37
VE;9757;;719
VE;9757;SPYRALE;368
VE;9757;SPYRALE x 1 lt;158
VE;9758;;57
VE;9758;COPRANTOL WG;527
VE;9758;COPRANTOL WG KG 10;224
VE;9767;;258
VE;9767;NUFOS 5 G;287
VE;9767;NUFOS 5 G DA KG. 1;1
VE;9767;NUFOS 7,5G DA KG.1 CLORPIRIFOS;23
VE;9787;MICROBAGNABILE 80WG 1KG;25
VE;9787;MICROBAGNABILE WG;601
VE;9790;CONTATTO 320;8
VE;9790;CONTATTO 320  ERBICIDA  LT 1;1
VE;9790;CONTATTO 320 x 1 lt;56
VE;9798;CLIOPHAR 100 x 1 lt;15
VE;9800;;62,6
VE;9800;MAVRIK 20 EW;28,95
VE;9800;MAVRIK 20 EW *25ml;0,1
VE;9800;MAVRIK 20 EW DA LT 1;8
VE;9800;MAVRIK 20 EW x 0,150 lt;5,25
VE;9800;MAVRIK 20 EW x 1 lt;45
VE;9802;;20
VE;9802;COPREN HI BIO;22
VE;9813;DICLOPYR;24
VE;9832;;105
VE;9832;TREK P;394
VE;9832;TREK P x 1 lt;121
VE;9832;TREK P x 5 lt;15
VE;9843;;1.386,00
VE;9843;BASAGRAN SG;1.656,00
VE;9843;BASAGRAN SG *3 Kg.;60
VE;9843;BASAGRAN SG KG. 3;6
VE;9843;BASAGRAN SG X 3 KG;450
VE;9843;DISERBANTE BASAGRAN SG3KG;150
VE;9872;;2.140,00
VE;9872;AKRIS;405
VE;9938;MASTER;1,1
VE;9940;;10
VE;9940;ADAMA ESSENTIALS ZELIG;9
VE;9940;ZELIG GR;749
VE;9940;ZELIG GR 7,5 CLORPIRIFOS PURO 1 KG;36
VE;9940;ZELIG GR x 10;840
VE;9940;ZELIG GR x 10 kg;400
VE;9941;BUMPER P;1
VE;9941;BUMPER P x 1 lt;845
VE;9954;;1.376,00
VE;9954;DISERBANTE JOKER LT1;109
VE;9954;JOKER;2.717,00
VE;9954;JOKER DA LT 5;160
VE;9954;JOKER LT 1 BP+CT;129
VE;9954;JOKER LT. 1;169
VE;9963;METIDANE 22;1
VE;9963;METIDANE 22 x 0,250 lt;8
VE;9963;METIDANE 22 x 1 lt;100
VE;9963;METIDANE 22 x 5 lt;5
VE;9995;;45,25
VE;9995;ARIUS;96
VE;9995;ARIUS x 1 lt;64
VE;10005;;4
VE;10005;DISERBANTE SCOTTS WEEDCONTROL;1
VE;10005;SCOTTS WEEDCONTROL 1 KG;3
VE;10029;;3,26
VE;10029;KING;1
VE;10048;;9.850,00
VE;10048;KUMULUS TECNO;9.400,00
VE;10048;KUMULUS TECNO KG 25;1.975,00
VE;10048;KUMULUS TECNO x 25 kg;2.400,00
VE;10049;;728
VE;10049;DURSBAN 75 WG;242
VE;10049;DURSBAN 75 WG  KG 1  2X0,500;4
VE;10049;DURSBAN 75 WG DA KG. 1;9
VE;10049;DURSBAN 75 WG x 1 kg;149
VE;10049;DURSBAN 75WG KG 1;53
VE;10057;;1.360,00
VE;10057;ARPEL WDG;94
VE;10057;ARPEL WDG KG 1;31
VE;10105;;2
VE;10105;RIDOMIL GOLD SL;0,25
VE;10105;RIDOMIL GOLD SL 20 x 0,25 lt;7,5
VE;10105;RIDOMIL GOLD SL ML. 250;0,5
VE;10106;;35
VE;10117;;10.532,00
VE;10117;DISERBANTE STRATOS ULTRA LT1;486
VE;10117;STRATOS ULTRA;6.479,00
VE;10117;STRATOS ULTRA  XN   II LT 1;31
VE;10117;STRATOS ULTRA *5Lt;80
VE;10117;STRATOS ULTRA DA LT 1;446
VE;10117;STRATOS ULTRA DA LT 5;2.465,00
VE;10117;STRATOS ULTRA LT 1;89
VE;10117;STRATOS ULTRA LT 5 XN  II;40
VE;10117;STRATOS ULTRA LT.5;95
VE;10117;STRATOS ULTRA x 1 lt;126
VE;10117;STRATOS ULTRA x 5 lt;4.200,00
VE;10118;;49
VE;10118;AMISTAR;256
VE;10118;AMISTAR x 1 lt;6
VE;10119;EQUATION PRO;8
VE;10119;"EQUATION PRO ""N.E.XN""  x 0,400";0,8
VE;10127;;59,85
VE;10127;BAYER DECIS JET 250 ML;8,25
VE;10127;BAYER DECIS JET ML 10 NR 10127 Xi;0,16
VE;10127;BAYER DECIS JET ML 50 NR 10127 Xi;1,65
VE;10127;DECIS JET;241,61
VE;10127;DECIS JET *100cc;2,4
VE;10127;DECIS JET *10cc;0,33
VE;10127;DECIS JET *250cc;6,5
VE;10127;DECIS JET *50cc;1,5
VE;10127;DECIS JET ML  10;4,92
VE;10127;DECIS JET ml 10;0,59
VE;10127;DECIS JET ML 250;3,75
VE;10127;DECIS JET ml 50;0,9
VE;10127;DECIS JET ML. 10;2,59
VE;10127;DECIS JET ML. 250;9
VE;10127;DECIS JET ML. 50;11,55
VE;10127;DECIS JET x 5 lt;10
VE;10154;;81
VE;10158;PIREFLOR;0,94
VE;10161;;79
VE;10161;ORTIVA;25,72
VE;10161;ORTIVA   fungicida  LT 1;297
VE;10161;ORTIVA LT. 1;24
VE;10161;ORTIVA LT.1;33
VE;10161;ORTIVA LT1;6
VE;10161;ORTIVA x 1 lt;242
VE;10183;;73,7
VE;10183;DISERBANTE GARLON EV  LT 05;17
VE;10183;GARLON EV;8,9
VE;10183;GARLON EV 100 ML.;3,7
VE;10183;GARLON EV 500 ML;30
VE;10184;;1,3
VE;10185;ZERGAN EV ML 250;2,25
VE;10187;;60
VE;10187;NAUTILE DG x 10 kg;270
VE;10209;;4.140,00
VE;10209;GLYFOS ULTRA;4.410,00
VE;10209;GLYFOS ULTRA DA LT 20;1.280,00
VE;10209;GLYFOS ULTRA LT 1;78
VE;10220;DICOPUR COMBI;3
VE;10230;LUMACHICIDA 1 KG LUMAPLUS;180
VE;10230;LUMAPLUS;773
VE;10233;;3
VE;10233;BORDOSEP;33
VE;10263;DISERBANTE DRIVER ML 100;0,2
VE;10263;DRIVER;26,45
VE;10263;DRIVER ERBICIDA LT 1 X TAPPETI ERB.;7
VE;10272;;40
VE;10272;CEREXIL M DG x 1 kg;3
VE;10275;;33
VE;10275;STELLA EC;0,5
VE;10296;IPERION x 1 kg;868
VE;10296;IPERION x 10 kg;1.080,00
VE;10296;IPERION x 20 kg;2.380,00
VE;10305;;29,1
VE;10305;OIKOS;8,53
VE;10305;OIKOS 40ML;0,56
VE;10305;OIKOS EC btl *50ml;0,2
VE;10305;OIKOS x 1 lt;5
VE;10306;MISTRAL;57
VE;10306;MISTRAL DA LT. 5;5
VE;10306;MISTRAL LT. 1;73
VE;10317;;0,05
VE;10324;NEMATHORIN 10 G;60
VE;10324;NEMATHORIN 10 G x 10 kg;10
VE;10329;;3.086,00
VE;10329;FORUM MZ WG;2.167,00
VE;10329;FORUM MZ WG  KG 1;40
VE;10329;FORUM MZ WG *10Kg;10
VE;10329;FORUM MZ WG x 10 kg;470
VE;10350;;294
VE;10350;BLAST SG;33
VE;10357;;459
VE;10357;RIGRON SG;647
VE;10357;RIGRON SG DA KG 3;6
VE;10373;;837
VE;10373;CONTEST;489
VE;10373;CONTEST KG 1;109
VE;10373;CONTEST x 1 kg;66
VE;10373;CONTEST X KG 1;32
VE;10381;CONCORDE 40 EW;0,7
VE;10396;LIZOCIN;1,3
VE;10398;STIKER x 0,5 kg;0,5
VE;10404;CLINIC 360 SL;12
VE;10415;ARIC 480 LS;13
VE;10415;ARIC 480 LS x 0,5 lt;182,5
VE;10423;;1.363,00
VE;10423;LUMACHICIDA KG.1 VEBI;6
VE;10423;LUMACHICIDA KG.5 VEBI (NEW);185
VE;10423;LUMACHICIDA VEBI;1.049,50
VE;10423;LUMACHICIDA VEBI  KG. 1;84
VE;10423;LUMACHICIDA VEBI *1KG;41
VE;10423;LUMACHICIDA VEBI *5KG;5
VE;10423;LUMACHICIDA VEBI 500 GR;2,5
VE;10423;LUMACHICIDA VEBI GR 500;0,5
VE;10423;LUMACHICIDA VEBI GR. 250;3,5
VE;10423;LUMACHICIDA VEBI KG 1;760,25
VE;10423;LUMACHICIDA VEBI KG.5;30
VE;10423;NEW LUMACHICIDA KG.1VEBI(BUSTA ZIP);187
VE;10425;SCUDEX *1LT;24
VE;10426;;5,5
VE;10426;PROTIL EC;87
VE;10426;PROTIL EC ML. 500;2,5
VE;10439;SPRAY DUNGER GLOBAL x 1 lt;7
VE;10447;;192
VE;10447;NOVEL DUO;531
VE;10447;NOVEL DUO *1LT;113
VE;10447;NOVEL DUO DA LT. 1;20
VE;10447;NOVEL DUO LT 1;18
VE;10447;NOVEL DUO x 1 lt;6
VE;10456;KLARO ULTRA;1.105,75
VE;10456;ZAPI DISERBO KLARO ULTRA 1 LT;105
VE;10461;DICOTURF;17,25
VE;10465;;200
VE;10465;ROUNDUP MAX;30
VE;10479;;1
VE;10479;NATURALIS;5
VE;10493;;780
VE;10493;RUNNER LO;126
VE;10493;RUNNER LO LT. 1 - 10493;40
VE;10493;RUNNER LO x 1 lt;10
VE;10494;KOL PREMIUM TOP-DISERBANTE TOT. 500;18
VE;10494;PREMIUM TOP;3.917,75
VE;10494;PREMIUM TOP 1 LT;103
VE;10494;PREMIUM TOP DISERBANTE LT 1;54
VE;10494;PREMIUM TOP DISERBANTE LT 5;125
VE;10494;PREMIUM TOP FLACONE DA LT 1;280
VE;10504;KELLY WG x 1 kg;78
VE;10504;KELLY WG x 10 kg;130
VE;10509;;440
VE;10509;DISERBANTE 1 LT MASTIFF ULTRA;36
VE;10509;MASTIFF ULTRA;798
VE;10509;MASTIFF ULTRA x 1 lt;650
VE;10509;MASTIFF ULTRA x 20 lt;9.200,00
VE;10540;;583
VE;10540;TERIAL 75 WG;318
VE;10560;;7
VE;10560;PIRETRO NATURA;18
VE;10565;;94
VE;10565;DICOTIL EXTRA;97,4
VE;10565;DICOTIL EXTRA 100 ML;2,5
VE;10565;DICOTIL EXTRA GREEN;12,75
VE;10565;DICOTIL EXTRA ML. 100;1,6
VE;10565;DICOTIL EXTRA ML. 500;4
VE;10565;DISERBANTE DICOTIL EX. LT 1;6
VE;10568;;283
VE;10568;ZOOMER;508
VE;10568;ZOOMER x 1 lt;10
VE;10573;;405
VE;10573;KOCIDE 2000 KG. 10;50
VE;10573;KOCIDE 2000 x 10 kg;300
VE;10585;;160
VE;10585;SULCOTREK x 1 lt;4
VE;10588;;3
VE;10588;BIOPIREN PLUS;4
VE;10588;BIOPIREN PLUS DA LT. 1;1
VE;10589;FLORA VERDE;2,75
VE;10604;;2,59
VE;10604;BAYER EMERALD  50 ML;21
VE;10604;BAYER EMERALD 100 ML;1
VE;10604;EMERALD 40 EW;69,87
VE;10604;EMERALD 40 EW ml 100;0,3
VE;10604;EMERALD 40 EW ml 50;0,75
VE;10604;EMERALD 40 EW ML. 50;1,05
VE;10604;EMERALD 40EW ML50;3,1
VE;10627;;95
VE;10628;;30
VE;10632;;18,8
VE;10641;;50
VE;10701;;14
VE;10701;CUMETA FLOW;19
VE;10710;;40
VE;10734;;2.872,00
VE;10734;DISERBANTE DUAL GOLD LT  5;740
VE;10734;DUAL GOLD;5.656,00
VE;10734;DUAL GOLD *1Lt;68
VE;10734;DUAL GOLD *5Lt;105
VE;10734;DUAL GOLD DA LT 1;28
VE;10734;DUAL GOLD DA LT 5;10
VE;10734;DUAL GOLD LT. 1;294
VE;10734;DUAL GOLD LT. 20;140
VE;10734;DUAL GOLD LT. 5;370
VE;10734;DUAL GOLD x 1 lt;427
VE;10734;DUAL GOLD x 5 lt;450
VE;10735;;1.967,00
VE;10735;DISERBANTE PRIMAGRAM GO LT 1;960
VE;10735;PRIMAGRAM GOLD;1.815,00
VE;10735;PRIMAGRAM GOLD *1Lt;17
VE;10735;PRIMAGRAM GOLD DA LT 1;4
VE;10735;PRIMAGRAM GOLD da LT.5;35
VE;10735;PRIMAGRAM GOLD LT. 1;68
VE;10735;PRIMAGRAM GOLD LT. 5;35
VE;10735;PRIMAGRAM GOLD x 1 lt;103
VE;10735;PRIMAGRAM GOLD x 20 lt;80
VE;10735;PRIMAGRAM GOLD x 5 lt;45
VE;10741;METACINQUE;339,5
VE;10741;METACINQUE 1 KG;63
VE;10741;METACINQUE 500 GR;6
VE;10752;;196,25
VE;10752;STEWARD;54,25
VE;10752;STEWARD   gr. 250   insetticid;2,25
VE;10752;STEWARD  250GR;1,25
VE;10752;STEWARD 30 WG GR. 250;1,25
VE;10752;STEWARD 30WG 10X250G;12,25
VE;10752;STEWARD x 0,250 kg;5
VE;10752;STEWARD x 0,500 kg;15,75
VE;10753;FOLICUR SE;15,2
VE;10758;BEETUP TRIO;206
VE;10758;BEETUP TRIO *1Lt;2
VE;10758;BETASANA TRIO SC;608
VE;10771;;526,6
VE;10771;MOST MICRO;1.070,40
VE;10771;MOST MICRO DA LT 1;64
VE;10771;MOST MICRO DA LT 5;60
VE;10771;MOST MICRO LT 1   XI;49
VE;10771;MOST MICRO LT 5    XI;215
VE;10771;MOST MICRO LT. 1;284
VE;10771;MOST MICRO LT. 5;680
VE;10771;MOST MICRO ML. 100;0,4
VE;10771;MOST MICRO ML.100;0,4
VE;10771;MOST MICRO x 1 lt;50
VE;10771;MOST MICRO x 5 lt;310
VE;10780;LUMABLOC;9
VE;10802;;2,4
VE;10890;;230
VE;10890;FLIPPER;4,35
VE;10890;FLIPPER tanica LT 10;10
VE;10890;FLIPPER x 10 lt (NUOVA ETICHETTA);60
VE;10897;DISERBO TOT. AMEGA PLUS;5
VE;10926;;1
VE;10926;ALTOREX;3
VE;10926;ALTOREX   LT 1;15
VE;10926;ALTOREX LT. 1;24
VE;10926;ALTOREX x 1 lt;28
VE;10929;;8,4
VE;10929;CHIKARA 25 WG;0,8
VE;10929;CHIKARA DA GR 50;0,05
VE;10936;NAAK 480 x 1 lt;26
VE;10939;;15
VE;10939;CP 40 AGRO;1
VE;10939;CP 40 AGRO LT 1;3
VE;10939;CP 40 LT. 1;8
VE;10939;CP40 AGRO LT.1 (2°XN);6
VE;10939;DISERBANTE CP40 AGRO LT 1;5
VE;10944;;396,75
VE;10944;KARATE ZEON;300,25
VE;10944;KARATE ZEON 250 ML;23,75
VE;10944;KARATE ZEON DA LT 1;2
VE;10944;KARATE ZEON DA LT1;46
VE;10944;KARATE ZEON DA ML 250;2,75
VE;10944;KARATE ZEON DA ML. 250;3
VE;10944;KARATE ZEON LT. 1;49
VE;10944;KARATE ZEON x 1 lt;6
VE;10970;NECOLIM;4
VE;10976;;14
VE;10976;KOL METEOR 200 ML;5,4
VE;10976;KOL METEOR ML.60;10,86
VE;10976;METEOR;429,55
VE;10976;METEOR  ML 200;2,2
VE;10976;METEOR 30 ML;0,72
VE;10976;METEOR 60 ML;0,36
VE;10976;METEOR ML 30;2,16
VE;10976;METEOR x 0,25 lt;239
VE;10976;METEOR x 1 lt;334
VE;10999;;377
VE;10999;BETANAL SE;158
VE;10999;BETANAL SE *1lt;5
VE;10999;BETANAL SE DA LT 1;15
VE;11005;PIRECO ML 50;0,05
VE;11011;;4.957,00
VE;11011;DASH HC;4.914,00
VE;11011;DASH HC  LT 1;6
VE;11011;DASH HC *1Lt;33
VE;11011;DASH HC *5Lt;80
VE;11011;DASH HC DA LT 5;40
VE;11011;DASH HC DA LT. 1;49
VE;11011;DASH HC DA LT. 5;20
VE;11011;DASH HC LT 1;1.172,00
VE;11011;DASH HC x 1 lt;949
VE;11011;DASH HC x 5 lt;1.025,00
VE;11012;;20
VE;11012;AURA x 5 lt;90
VE;11013;;2
VE;11029;;295
VE;11029;PYRINEX M 22 x 1 lt;176
VE;11029;PYRINEX M 22 x 5 lt;165
VE;11040;;30
VE;11045;DODIPREV 35;89,75
VE;11045;DODIPREV 35  LT 1;20
VE;11045;DODIPREV 35  ML 250;8,25
VE;11045;KOL DODIPREV 35 ML.250;54,75
VE;11059;;360
VE;11059;BIOPOWER;255
VE;11059;BIOPOWER DA LT 1 -OMAGGIO -;89
VE;11059;BIOPOWER x 1 lt;54
VE;11059;BIOPOWER x 2 lt;4
VE;11059;BIOPOWER x 4 lt;40
VE;11062;;2,5
VE;11062;BION 50 WG DA GR. 500;1
VE;11070;TIOGOLD DISPERSS x 25 kg;15.350,00
VE;11072;;1
VE;11098;CADDY;0,75
VE;11102;;295
VE;11102;AMBIENTA HELIOSOUFRE S GR.100;1
VE;11102;HELIOSOUFRE S;51,6
VE;11102;ZAPI HELIOSOUFRE S 100ML;1,4
VE;11104;CUPROFIX 30 DISPERSS non col.x 10;200
VE;11106;MANFIL 75 WG;16
VE;11119;;65,78
VE;11119;FLINT;7,39
VE;11119;FLINT 15 GR.;0,07
VE;11119;FLINT 50 WG GR. 500;0,5
VE;11119;FLINT x 0,5 kg;2
VE;11157;PROPYDOR;7,75
VE;11160;SUGARBETA PLUS SE;2
VE;11173;;217
VE;11173;AVAUNT EC;731,25
VE;11173;AVAUNT EC DA LT 1;5
VE;11173;AVAUNT EC DA LT. 1;121
VE;11173;AVAUNT EC x 1 (+CORAGEN) TW.P.MAIS;125
VE;11173;AVAUNT EC x 1 lt;51
VE;11173;AVAUNT EC x 1,25 lt;2,5
VE;11173;AVAUNT LT 1 DA TWIN PACK;177
VE;11173;TWIN PACK MAIS  AVAUNT EC LT 1;28
VE;11173;TWIN PACK MAIS coragen+avaunt;35
VE;11183;;0,5
VE;11190;PENCOR 10 EC;10,75
VE;11206;;255
VE;11206;BAGNANTE CODACIDE x 10 lt;220
VE;11206;BAGNANTE CODACIDE x 2,5 lt;160
VE;11206;CODACIDE;101
VE;11206;CODACIDE DA 10 LITRI;330
VE;11206;CODACIDE DA 10 LT;40
VE;11206;CODACIDE DA LT. 2,50;62,5
VE;11206;CODACIDE DA LT.2,5;35
VE;11223;;0,5
VE;11231;;20
VE;11243;;1.529,00
VE;11243;DISERBANTE LEOPARD 5EC LT1;565
VE;11243;LEOPARD *1LT;67
VE;11243;LEOPARD 5 EC;2.207,50
VE;11243;LEOPARD 5 EC x 1 lt;2.013,00
VE;11243;LEOPARD 5 EC x 5 lt;1.365,00
VE;11252;;0,4
VE;11253;;1.039,00
VE;11253;CALLISTO;563
VE;11253;CALLISTO *1LT;11
VE;11253;CALLISTO LT. 1;57
VE;11253;CALLISTO x 1 lt;206
VE;11253;CALLISTO x 5 lt;160
VE;11253;DISERBANTE CALLISTO LT 1;60
VE;11257;;7,5
VE;11257;COSTAR WG;1,5
VE;11257;COSTAR WG IT 750 GR;3
VE;11284;;240
VE;11284;CIMOTER MZ;20
VE;11301;;108
VE;11301;SPHERE;27
VE;11301;SPHERE SC LT. 1 (2° XN);10
VE;11303;;1.990,00
VE;11303;CHAMP DP;10
VE;11313;PROXAN SL;21
VE;11341;;430
VE;11341;DISERBANTE STARANE GOLD LT1;272
VE;11341;STARANE GOLD;658
VE;11341;STARANE GOLD da LT.1;30
VE;11341;STARANE GOLD LT 1;1
VE;11341;STARANE GOLD x 1;42
VE;11341;STARANE GOLD x 1 lt;226
VE;11344;;1,5
VE;11353;;348
VE;11353;DISERBANTE FUSILADE MAX 1 XN;52
VE;11353;FUSILADE MAX;610
VE;11353;FUSILADE MAX *5Lt;15
VE;11353;FUSILADE MAX DA LT 1;49
VE;11353;FUSILADE MAX DA LT 10;20
VE;11353;FUSILADE MAX DA LT 5;30
VE;11355;TAMIFUM;5.000,00
VE;11359;;55
VE;11360;;13,85
VE;11360;GRIP 25;15,55
VE;11360;GRIP 25 ML 50;1,8
VE;11360;GRIP 25 ML 500;12
VE;11360;GRIP ML. 500;20
VE;11390;;84
VE;11390;VITENE TRIPLO BLU;16
VE;11393;BEETLE;64,75
VE;11396;WIRK;12
VE;11400;ADINA 10;0,8
VE;11402;;75
VE;11402;MELODY COMBI;1
VE;11402;MELODY COMBI WG *5Kg;25
VE;11403;MELODY COMPACT;2
VE;11403;MELODY COMPACT KG 1;16
VE;11416;;1.929,00
VE;11416;OVIPRON TOP;571
VE;11416;OVIPRON TOP x 1 lt (Nuova Etich.);9
VE;11416;OVIPRON TOP x 20 lt;780
VE;11416;OVIPRON TOP x 5 lt;735
VE;11435;FLORANET;7
VE;11448;;127
VE;11448;KICKER;137
VE;11449;GARDOPRIM GOLD;95
VE;11449;GARDOPRIM GOLD x 20 lt;1.300,00
VE;11449;GARDOPRIM GOLD x 5 lt;495
VE;11449;GARDOPRIM GOLD x 7 lt;8.757,00
VE;11479;;81
VE;11479;BRANCHER DIRADO;4
VE;11495;;7
VE;11497;CRITTOVIT WG x 1 kg;927
VE;11497;CRITTOVIT WG x 20 kg;13.100,00
VE;11499;;8,4
VE;11499;BUSTER;15,2
VE;11499;BUSTER GR.500 ESAU.;1
VE;11523;;68,35
VE;11523;SEPRADINA SC;220,35
VE;11523;SEPRADINA SC ML 500;27,25
VE;11523;SEPRANDINA SC DA LT 1;1
VE;11525;FUNGICIDA AMPIO SPETTRO FUNGIDINA 1;24
VE;11525;FUNGIDINA;56,4
VE;11526;;66
VE;11526;SULTAN;96
VE;11526;SULTAN *1lt;2
VE;11526;SULTAN DA LT. 1;5
VE;11526;SULTAN LT. 1  erbicida;16
VE;11526;SULTAN x 1;48
VE;11526;SULTAN x 1 lt;76
VE;11527;;52,31
VE;11527;KOL PYRINEX QUICK ML.250;50,5
VE;11527;KOL PYRINEX QUICK ML.50;5,8
VE;11527;PIRINEX QUICK;4,02
VE;11527;PYRINEX QUICK;250,11
VE;11527;PYRINEX QUICK  LT 1;6
VE;11527;PYRINEX QUICK *100 cc.;2,7
VE;11527;PYRINEX QUICK *20 cc.;0,46
VE;11527;PYRINEX QUICK 100 ML;2,4
VE;11527;PYRINEX QUICK 100 ML FLACONE +;1,8
VE;11527;PYRINEX QUICK 20 ML;0,48
VE;11527;PYRINEX QUICK x 5 lt;10
VE;11533;TOP-GUN;36
VE;11560;REGALIS x 1 kg;3
VE;11561;;34,88
VE;11561;NEEM AZAL T/S 75 ML;1,8
VE;11561;NEEMAZAL T/S;18,08
VE;11561;NEEMAZAL T/S ML 50;1,1
VE;11561;NEEMAZAL T-S DA ML. 15;0,34
VE;11561;NEEMAZAL-T/S x 1 lt;1
VE;11566;ZOLFO 80 WP;35
VE;11569;;3.264,00
VE;11569;CUPROXAT LIQUIDO  S.D.I. LT 1;65
VE;11569;CUPROXAT S.D.I.;604
VE;11569;CUPROXAT S.D.I.  LT  10;360
VE;11569;CUPROXAT S.D.I. DA LT 10;30
VE;11569;CUPROXAT S.D.I. LT 1;125
VE;11569;CUPROXAT S.D.I. LT. 1;32
VE;11569;CUPROXAT S.D.I. LT. 10;40
VE;11569;CUPROXAT SDI LT 1;247
VE;11587;;14
VE;11587;CAMBEL S;382
VE;11596;;60,5
VE;11596;CALYPSO;51
VE;11596;CALYPSO 500 ML;0,5
