crop_code,crop_it,area_code,area_it,year,superficie_totale_ha,superficie_in_produzione_ha,produzione_raccolta_q,produzione_totale_q,resa_calculada_t_ha,dataflow,source_url
OFTTOT,pomodoro da consumo fresco o da mensa,ITDA,Trentino Alto Adige / Südtirol,2024,5,,1600,1600,32.0,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
OFTTOT,pomodoro da consumo fresco o da mensa,ITDA,Trentino Alto Adige / Südtirol,2025,6,,1600,1600,26.67,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
OFTTOT,pomodoro da consumo fresco o da mensa,ITDA,Trentino Alto Adige / Südtirol,2026,7,,1750,1750,25.0,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
OFTTOT,pomodoro da consumo fresco o da mensa,ITE1,Toscana,2024,553,,202690,204790,36.65,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
OFTTOT,pomodoro da consumo fresco o da mensa,ITE1,Toscana,2025,462,,176750,176950,38.26,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
OFTTOT,pomodoro da consumo fresco o da mensa,ITE1,Toscana,2026,543,,274260,274400,50.51,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
OFTTOT,pomodoro da consumo fresco o da mensa,ITE2,Umbria,2024,73,,36500,36500,50.0,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
OFTTOT,pomodoro da consumo fresco o da mensa,ITE2,Umbria,2025,72,,36000,36000,50.0,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
OFTTOT,pomodoro da consumo fresco o da mensa,ITE2,Umbria,2026,72,,36000,36000,50.0,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
OFTTOT,pomodoro da consumo fresco o da mensa,ITE3,Marche,2024,109,,54753,54753,50.23,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
OFTTOT,pomodoro da consumo fresco o da mensa,ITE3,Marche,2025,122,,64806,64806,53.12,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
OFTTOT,pomodoro da consumo fresco o da mensa,ITE3,Marche,2026,113,,61735,61735,54.63,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
OFTTOT,pomodoro da consumo fresco o da mensa,ITE4,Lazio,2024,1116,,444170,465000,39.8,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
OFTTOT,pomodoro da consumo fresco o da mensa,ITE4,Lazio,2025,1118,,429960,458800,38.46,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
OFTTOT,pomodoro da consumo fresco o da mensa,ITE4,Lazio,2026,1106,,431120,452000,38.98,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
OFTTOT,pomodoro da consumo fresco o da mensa,ITF1,Abruzzo,2024,1240,,537000,537000,43.31,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
OFTTOT,pomodoro da consumo fresco o da mensa,ITF1,Abruzzo,2025,1240,,537000,537000,43.31,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
OFTTOT,pomodoro da consumo fresco o da mensa,ITF1,Abruzzo,2026,1376,,555000,555000,40.33,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
OFTTOT,pomodoro da consumo fresco o da mensa,ITF2,Molise,2024,30,,5800,5800,19.33,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
OFTTOT,pomodoro da consumo fresco o da mensa,ITF2,Molise,2025,30,,6400,6400,21.33,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
OFTTOT,pomodoro da consumo fresco o da mensa,ITF2,Molise,2026,30,,6600,6600,22.0,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
OFTTOT,pomodoro da consumo fresco o da mensa,ITF3,Campania,2024,1085,,533000,546000,49.12,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
OFTTOT,pomodoro da consumo fresco o da mensa,ITF3,Campania,2025,1075,,539500,547500,50.19,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
OFTTOT,pomodoro da consumo fresco o da mensa,ITF3,Campania,2026,1005,,574500,574500,57.16,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
OFTTOT,pomodoro da consumo fresco o da mensa,ITF4,Puglia,2024,1405,,660950,745050,47.04,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
OFTTOT,pomodoro da consumo fresco o da mensa,ITF4,Puglia,2025,1405,,681050,760150,48.47,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
OFTTOT,pomodoro da consumo fresco o da mensa,ITF4,Puglia,2026,1890,,984700,994000,52.1,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
OFTTOT,pomodoro da consumo fresco o da mensa,ITF5,Basilicata,2024,884,,365454,366001,41.34,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
OFTTOT,pomodoro da consumo fresco o da mensa,ITF5,Basilicata,2025,884,,365454,366001,41.34,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
OFTTOT,pomodoro da consumo fresco o da mensa,ITF5,Basilicata,2026,667,,270505,272049,40.56,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
OFTTOT,pomodoro da consumo fresco o da mensa,ITF6,Calabria,2024,1939,,421966,475060,21.76,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
OFTTOT,pomodoro da consumo fresco o da mensa,ITF6,Calabria,2025,1939,,422211,475320,21.77,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
OFTTOT,pomodoro da consumo fresco o da mensa,ITF6,Calabria,2026,1955,,467616,484975,23.92,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
OFTTOT,pomodoro da consumo fresco o da mensa,ITG1,Sicilia,2024,7880,,1499215,1546030,19.03,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
OFTTOT,pomodoro da consumo fresco o da mensa,ITG1,Sicilia,2025,7907,,1552636,1585646,19.64,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
OFTTOT,pomodoro da consumo fresco o da mensa,ITG1,Sicilia,2026,7493,,1523143,1551450,20.33,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
OFTTOT,pomodoro da consumo fresco o da mensa,ITG2,Sardegna,2024,173,,68922,68922,39.84,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
OFTTOT,pomodoro da consumo fresco o da mensa,ITG2,Sardegna,2025,185,,103090,103090,55.72,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
OFTTOT,pomodoro da consumo fresco o da mensa,ITG2,Sardegna,2026,179,,66492,66492,37.15,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
OLIVTAB_OIL,olive da tavola e da olio,IT,Italia,2024,1113664,,22996772,25824161,2.06,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
OLIVTAB_OIL,olive da tavola e da olio,IT,Italia,2025,1107789,,24357826,27354611,2.2,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
OLIVTAB_OIL,olive da tavola e da olio,IT,Italia,2026,1109392,,24883536,27601314,2.24,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
OLIVTAB_OIL,olive da tavola e da olio,ITC1,Piemonte,2024,205,,1141,1141,0.56,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
OLIVTAB_OIL,olive da tavola e da olio,ITC1,Piemonte,2025,269,,1601,1601,0.6,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
OLIVTAB_OIL,olive da tavola e da olio,ITC1,Piemonte,2026,282,,6254,6254,2.22,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
OLIVTAB_OIL,olive da tavola e da olio,ITC2,Valle d'Aosta / Vallée d'Aoste,2024,1,,40,40,4.0,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
OLIVTAB_OIL,olive da tavola e da olio,ITC2,Valle d'Aosta / Vallée d'Aoste,2025,1,,40,40,4.0,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
OLIVTAB_OIL,olive da tavola e da olio,ITC2,Valle d'Aosta / Vallée d'Aoste,2026,1,,40,40,4.0,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
OLIVTAB_OIL,olive da tavola e da olio,ITC3,Liguria,2024,19230,,310150,317650,1.61,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
OLIVTAB_OIL,olive da tavola e da olio,ITC3,Liguria,2025,19231,,201613,209613,1.05,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
OLIVTAB_OIL,olive da tavola e da olio,ITC3,Liguria,2026,16248,,253000,275000,1.56,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
OLIVTAB_OIL,olive da tavola e da olio,ITC4,Lombardia,2024,2382,,71084,71084,2.98,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
OLIVTAB_OIL,olive da tavola e da olio,ITC4,Lombardia,2025,2390,,22057,22057,0.92,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
OLIVTAB_OIL,olive da tavola e da olio,ITC4,Lombardia,2026,2390,,22057,22057,0.92,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
OLIVTAB_OIL,olive da tavola e da olio,ITD1,Provincia Autonoma Bolzano / Bozen,2024,3,,54,54,1.8,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
OLIVTAB_OIL,olive da tavola e da olio,ITD1,Provincia Autonoma Bolzano / Bozen,2025,3,,60,60,2.0,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
OLIVTAB_OIL,olive da tavola e da olio,ITD2,Provincia Autonoma Trento,2024,390,,34540,34540,8.86,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
OLIVTAB_OIL,olive da tavola e da olio,ITD2,Provincia Autonoma Trento,2025,400,,12160,12160,3.04,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
OLIVTAB_OIL,olive da tavola e da olio,ITD2,Provincia Autonoma Trento,2026,400,,12160,12160,3.04,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
OLIVTAB_OIL,olive da tavola e da olio,ITD3,Veneto,2024,5294,,160480,168505,3.03,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
OLIVTAB_OIL,olive da tavola e da olio,ITD3,Veneto,2025,5506,,70244,73758,1.28,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
OLIVTAB_OIL,olive da tavola e da olio,ITD3,Veneto,2026,5506,,70250,73762,1.28,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
OLIVTAB_OIL,olive da tavola e da olio,ITD4,Friuli-Venezia Giulia,2024,350,,6084,6146,1.74,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
OLIVTAB_OIL,olive da tavola e da olio,ITD4,Friuli-Venezia Giulia,2025,416,,8521,8609,2.05,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
OLIVTAB_OIL,olive da tavola e da olio,ITD4,Friuli-Venezia Giulia,2026,416,,7770,7848,1.87,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
OLIVTAB_OIL,olive da tavola e da olio,ITD5,Emilia-Romagna,2024,4573,,136908,136908,2.99,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
OLIVTAB_OIL,olive da tavola e da olio,ITD5,Emilia-Romagna,2025,4679,,41609,41609,0.89,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
OLIVTAB_OIL,olive da tavola e da olio,ITD5,Emilia-Romagna,2026,4693,,77202,77202,1.65,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
OLIVTAB_OIL,olive da tavola e da olio,ITDA,Trentino Alto Adige / Südtirol,2024,393,,34594,34594,8.8,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
OLIVTAB_OIL,olive da tavola e da olio,ITDA,Trentino Alto Adige / Südtirol,2025,403,,12220,12220,3.03,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
OLIVTAB_OIL,olive da tavola e da olio,ITDA,Trentino Alto Adige / Südtirol,2026,400,,12160,12160,3.04,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
OLIVTAB_OIL,olive da tavola e da olio,ITE1,Toscana,2024,81944,,1051375,1055984,1.28,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
OLIVTAB_OIL,olive da tavola e da olio,ITE1,Toscana,2025,81729,,895369,897775,1.1,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
OLIVTAB_OIL,olive da tavola e da olio,ITE1,Toscana,2026,86997,,1233525,1234145,1.42,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
OLIVTAB_OIL,olive da tavola e da olio,ITE2,Umbria,2024,27191,,538510,538510,1.98,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
OLIVTAB_OIL,olive da tavola e da olio,ITE2,Umbria,2025,27391,,420010,420010,1.53,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
OLIVTAB_OIL,olive da tavola e da olio,ITE2,Umbria,2026,27390,,475000,475000,1.73,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
OLIVTAB_OIL,olive da tavola e da olio,ITE3,Marche,2024,6867,,261946,261946,3.81,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
OLIVTAB_OIL,olive da tavola e da olio,ITE3,Marche,2025,7352,,139146,139146,1.89,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
OLIVTAB_OIL,olive da tavola e da olio,ITE3,Marche,2026,8370,,333703,333703,3.99,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
OLIVTAB_OIL,olive da tavola e da olio,ITE4,Lazio,2024,82917,,1091370,1142040,1.32,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
OLIVTAB_OIL,olive da tavola e da olio,ITE4,Lazio,2025,78991,,974710,1065540,1.23,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
OLIVTAB_OIL,olive da tavola e da olio,ITE4,Lazio,2026,78803,,1632188,1745760,2.07,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
OLIVTAB_OIL,olive da tavola e da olio,ITF1,Abruzzo,2024,38860,,1104520,1124520,2.84,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
OLIVTAB_OIL,olive da tavola e da olio,ITF1,Abruzzo,2025,38830,,1325520,1345520,3.41,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
OLIVTAB_OIL,olive da tavola e da olio,ITF1,Abruzzo,2026,38734,,1339700,1339700,3.46,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
OLIVTAB_OIL,olive da tavola e da olio,ITF2,Molise,2024,14325,,596740,596740,4.17,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
OLIVTAB_OIL,olive da tavola e da olio,ITF2,Molise,2025,14325,,584910,584910,4.08,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
OLIVTAB_OIL,olive da tavola e da olio,ITF2,Molise,2026,14325,,596420,596420,4.16,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
OLIVTAB_OIL,olive da tavola e da olio,ITF3,Campania,2024,68171,,1244275,1250275,1.83,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
OLIVTAB_OIL,olive da tavola e da olio,ITF3,Campania,2025,68171,,1258875,1259825,1.85,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
OLIVTAB_OIL,olive da tavola e da olio,ITF3,Campania,2026,67910,,1745000,1745000,2.57,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
OLIVTAB_OIL,olive da tavola e da olio,ITF4,Puglia,2024,347800,,6780200,8993100,1.95,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
OLIVTAB_OIL,olive da tavola e da olio,ITF4,Puglia,2025,347350,,9048900,11471040,2.61,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
OLIVTAB_OIL,olive da tavola e da olio,ITF4,Puglia,2026,344850,,6554200,8945000,1.9,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
OLIVTAB_OIL,olive da tavola e da olio,ITF5,Basilicata,2024,26086,,290794,307357,1.11,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
OLIVTAB_OIL,olive da tavola e da olio,ITF5,Basilicata,2025,26086,,290794,307357,1.11,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
OLIVTAB_OIL,olive da tavola e da olio,ITF5,Basilicata,2026,26593,,304976,307076,1.15,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
OLIVTAB_OIL,olive da tavola e da olio,ITF6,Calabria,2024,184682,,5440306,5901554,2.95,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
OLIVTAB_OIL,olive da tavola e da olio,ITF6,Calabria,2025,184682,,5462806,5829979,2.96,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
OLIVTAB_OIL,olive da tavola e da olio,ITF6,Calabria,2026,184394,,6464362,6529281,3.51,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
OLIVTAB_OIL,olive da tavola e da olio,ITG1,Sicilia,2024,161747,,3171322,3192171,1.96,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
OLIVTAB_OIL,olive da tavola e da olio,ITG1,Sicilia,2025,161751,,3067369,3132490,1.9,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
OLIVTAB_OIL,olive da tavola e da olio,ITG1,Sicilia,2026,162826,,3226419,3327924,1.98,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
OLIVTAB_OIL,olive da tavola e da olio,ITG2,Sardegna,2024,40646,,704933,723896,1.73,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
OLIVTAB_OIL,olive da tavola e da olio,ITG2,Sardegna,2025,38236,,531512,531512,1.39,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
OLIVTAB_OIL,olive da tavola e da olio,ITG2,Sardegna,2026,38264,,529310,547982,1.38,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
PEACH,pesca,IT,Italia,2024,36962,,7332229,7444525,19.84,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
PEACH,pesca,IT,Italia,2025,36152,,7182168,7300100,19.87,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
PEACH,pesca,IT,Italia,2026,36744,,7375209,7511355,20.07,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
PEACH,pesca,ITC1,Piemonte,2024,1267,,220913,220913,17.44,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
PEACH,pesca,ITC1,Piemonte,2025,1195,,197332,197332,16.51,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
PEACH,pesca,ITC1,Piemonte,2026,1213,,252940,252940,20.85,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
PEACH,pesca,ITC3,Liguria,2024,103,,5540,5550,5.38,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
PEACH,pesca,ITC3,Liguria,2025,103,,5460,5480,5.3,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
PEACH,pesca,ITC3,Liguria,2026,73,,4070,4170,5.58,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
PEACH,pesca,ITC4,Lombardia,2024,221,,29246,29246,13.23,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
PEACH,pesca,ITC4,Lombardia,2025,206,,24827,24827,12.05,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
PEACH,pesca,ITC4,Lombardia,2026,206,,24827,24827,12.05,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
PEACH,pesca,ITD2,Provincia Autonoma Trento,2024,6,,500,500,8.33,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
PEACH,pesca,ITD2,Provincia Autonoma Trento,2025,6,,500,500,8.33,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
PEACH,pesca,ITD2,Provincia Autonoma Trento,2026,5,,580,580,11.6,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
PEACH,pesca,ITD3,Veneto,2024,711,,144815,158625,20.37,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
PEACH,pesca,ITD3,Veneto,2025,611,,121001,132519,19.8,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
PEACH,pesca,ITD3,Veneto,2026,611,,161007,176342,26.35,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
PEACH,pesca,ITD4,Friuli-Venezia Giulia,2024,101,,9954,10055,9.86,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
PEACH,pesca,ITD4,Friuli-Venezia Giulia,2025,92,,9122,9215,9.92,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
PEACH,pesca,ITD4,Friuli-Venezia Giulia,2026,92,,22860,23092,24.85,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
PEACH,pesca,ITD5,Emilia-Romagna,2024,2437,,528882,528882,21.7,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
PEACH,pesca,ITD5,Emilia-Romagna,2025,2218,,467302,467302,21.07,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
PEACH,pesca,ITD5,Emilia-Romagna,2026,2104,,480275,480275,22.83,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
PEACH,pesca,ITDA,Trentino Alto Adige / Südtirol,2024,6,,500,500,8.33,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
PEACH,pesca,ITDA,Trentino Alto Adige / Südtirol,2025,6,,500,500,8.33,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
PEACH,pesca,ITDA,Trentino Alto Adige / Südtirol,2026,5,,580,580,11.6,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
PEACH,pesca,ITE1,Toscana,2024,373,,70365,71695,18.86,IT1:101_1015(1.0),"https://esploradati.istat.it/SDMXWS/rest/data/IT1,101_1015,1.0/"
