Prodotti fitosanitari venduti nell'anno 2019 (fonte dati: Autorità regionale competente, dichiarazioni di vendita p.f. 2017, art. 16 D.Lgs. 150/2012);;;
Provincia;N. Reg. ; Prodotto fitosanitario venduto;"Quantità 
(Kg o litri)"
TV;14837;;1.037,00
TV;14837;GLIFOSAR FLASH;9.079,00
TV;14837;GLIFOSAR FLASH DA 1 LT;15,00
TV;14837;GLIFOSAR FLASH PFnPE;565,00
TV;14837;GLIFOSAR FLASH PFnPE da 500 ml;40,00
TV;14838;BARCLAY GALLUP BIOGRADE 360;1.769,00
TV;14845;MYSTIC PLUS S;30,00
TV;14846;AVALON 250 EW;302,00
TV;14854;KARAMAT M;47,00
TV;14872;BELLIS DRUPACEE;70,00
TV;14876;GRANDSTAND;90,00
TV;14879;;3,45
TV;14879;LONTREL 72 SG;3,75
TV;14884;;1.227,00
TV;14884;CORUM;3.277,00
TV;14884;CORUM LT 1;5,00
TV;14884;CORUM LT 5;15,00
TV;14885;ROUNDUP RAPIDO;29,00
TV;14891;;3,00
TV;14891;TRICO;271,00
TV;14891;TRICO PFnPE;21,50
TV;14895;;6,00
TV;14895;LANNATE 20 SL;14,00
TV;14897;FLUROSTAR 200;102,00
TV;14898;;9,00
TV;14900;KENKIO;1.905,00
TV;14901;CONCORDE 125;3,50
TV;14919;;0,25
TV;14919;EMERALD 125;13,15
TV;14919;EMERALD 125 PFnPE;8,48
TV;14919;EMERALD 125 PFnPE ML 50;0,30
TV;14920;ZOLFO 80 WP ZOLFINDUSTRIA;7.610,00
TV;14925;SWING EX-TRA;10,50
TV;14935;TIMELINE TRIO;95,00
TV;14936;;17,00
TV;14936;AMPLIGO;217,00
TV;14938;DEDICATE;784,25
TV;14938;DEDICATE ML 250;4,75
TV;14940;TAKUMI;0,75
TV;14947;;11,00
TV;14947;TRUSTEE 450;898,50
TV;14947;TRUSTEE 450 LQ ML 500;90,00
TV;14947;TRUSTEE 450 PFnPE;1.624,00
TV;14947;TRUSTEE 450 PFnPE DA 0,500 LITRI;132,00
TV;14951;BOTECTOR;25,20
TV;14967;;25,00
TV;14967;TIPTOR ULTRA;17,00
TV;14969;HOPPER 480;640,00
TV;14970;POLYSECT ULTRA SL;6,90
TV;14972;;2,00
TV;14972;DICARZOL 50 SP;90,00
TV;14980;AFFINITY PLUS;1,00
TV;14983;EXEMPTOR;3.131,00
TV;15005;;9,00
TV;15005;FONTELIS;26,00
TV;15008;;12,00
TV;15008;LBG - 01F34;4.438,00
TV;15013;;3,00
TV;15013;NATRIA LUMACHICIDA;124,50
TV;15013;NATRIA LUMACHICIDA PFnPE;188,80
TV;15019;RIVIERA;1.185,00
TV;15023;DERREX;400,00
TV;15024;;1,00
TV;15024;MESUROL 200 SC;404,00
TV;15034;DICOPHAR;18,10
TV;15034;DICOPHAR PFnPE;8,30
TV;15034;DICOPHAR X0,5;2,50
TV;15037;;63,00
TV;15037;BREZZA;1.090,00
TV;15037;BREZZA LT 1;13,00
TV;15041;;1,00
TV;15041;OPINION ECNA;89,50
TV;15047;;10,00
TV;15047;R6 ERRESEI BORDEAUX WG;12.199,00
TV;15047;R6 ERRESEI BORDEAUX WG PFnPE;18,00
TV;15048;MOXYL 45 WG;1.718,00
TV;15049;;6,00
TV;15049;MODDUS;2,00
TV;15050;VERTIMEC PRO;427,00
TV;15051;;20,00
TV;15051;KYLEO;85,00
TV;15052;;4,00
TV;15057;;7,00
TV;15057;DICOTEX RTU;24,00
TV;15058;;13,64
TV;15058;PRINCIPAL MAIS;335,88
TV;15058;PRINCIPAL MAIS DA 440 GR;4,40
TV;15058;PRINCIPAL MAIS GR 440;1,32
TV;15059;;185,75
TV;15059;DECIS EVO;1.042,25
TV;15059;DECIS EVO DA 1 LT;1,00
TV;15059;DECIS EVO LT 5;20,00
TV;15062;;15,00
TV;15062;PIRAMAX  EC;114,00
TV;15063;;1,70
TV;15064;MAESTRO WG ADVANCE;15,00
TV;15070;OS-169;68,00
TV;15071;;958,00
TV;15071;EVOLUTION;1.799,00
TV;15079;JUVINAL ECHO;10,00
TV;15084;;308,50
TV;15084;DRUM;148,00
TV;15085;VITISAN 45 WG;9,00
TV;15093;;55,50
TV;15093;CENTURIO;366,40
TV;15093;CENTURIO PFnPE;13,50
TV;15094;FOSBEL 80 WG;1,00
TV;15096;;2.111,00
TV;15096;GLIPHOGAN TOP CL;1.027,70
TV;15096;GLIPHOGAN TOP CL PFnPE;6.104,50
TV;15096;GLIPHOGAN TOP CL PFnPE DA 0,500 LIT;96,00
TV;15096;GLIPHOSAN TOP CL 500;48,00
TV;15101;CIMORAM ULTRA WG;115,00
TV;15102;VITENE R WG;180,00
TV;15111;MIRADOR SC;40,00
TV;15115;;30,00
TV;15115;PROSPER 500 EC;348,00
TV;15115;PROSPER 500 EC DA 1 LT;3,00
TV;15115;PROSPER 500EC X1;135,00
TV;15116;ELIOS R;64,00
TV;15120;;3.630,00
TV;15123;ALTAIR 2,5 EC;352,00
TV;15124;ZANTARA;207,00
TV;15125;;85,00
TV;15125;PROLECTUS;27,00
TV;15127;;820,00
TV;15127;SANVINO;2.435,00
TV;15130;;371,00
TV;15130;INTREPID;1.931,00
TV;15130;INTREPID DA 1 LT;1,00
TV;15135;OLEOSAN PLUS;13,50
TV;15138;BAROCCO 80 WG;4.475,00
TV;15142;;105,00
TV;15142;ALCANCE SYNC TEC;2.220,00
TV;15142;ALCANCE SYNC TEC DA 5 LT;75,00
TV;15149;;2.000,00
TV;15149;CONSAVET DF EDGE;11.340,00
TV;15149;CONSAVET DF EDGE KG 10;10,00
TV;15149;CONSAVET DF EDGE X KG.;200,00
TV;15149;COSAVET DF EDGE;172.720,00
TV;15168;;46,00
TV;15168;ZORO 1.9 EW;48,00
TV;15181;;2,00
TV;15181;CIRRUS CS;218,10
TV;15184;SATEL GEO;209,00
TV;15193;;5,00
TV;15193;CONTATTO PI' EXTRA;5,00
TV;15193;CONTATTO PIU' EXTRA;200,00
TV;15196;FOSBEL EXTRA;2.059,00
TV;15199;;2,00
TV;15199;SAKURA;13,00
TV;15200;QUALY;1.815,00
TV;15201;FLOXY 400 SC;254,00
TV;15213;;25,36
TV;15213;DEMETRINA FLOW;69,58
TV;15213;DEMETRINA FLOW pfnpe;3,12
TV;15221;;1.954,00
TV;15221;ZETARAM PLUS;1.160,00
TV;15222;;1.100,00
TV;15222;FOLICUR COMBI WG;2.722,00
TV;15223;;20,00
TV;15223;PANTANI;80,00
TV;15227;MESUROL EVOLUTION PFnPE;3,45
TV;15232;AMISTAR ULTRA;50,00
TV;15233;DALET TRIO;340,00
TV;15234;MOMENTUM F;10,00
TV;15235;;7,50
TV;15235;MOMENTUM;4.033,00
TV;15235;MOMENTUM KG 1;2,00
TV;15235;MOMENTUM KG 5;10,00
TV;15235;MOMENTUM PFnPE;73,50
TV;15237;CHIKARA DUO;185,80
TV;15250;COPRANTOL DUO;13.520,00
TV;15251;AIRONE LIQUIDO;3.623,00
TV;15251;AIRONE LIQUIDO DA 1 LT;65,00
TV;15252;VITIPEC R;82,00
TV;15252;VITIPEC R DA 1 KG;52,00
TV;15253;FALCON MK;865,00
TV;15260;PRORADIX;0,96
TV;15263;;101,00
TV;15263;DYNALI;735,00
TV;15264;;31,50
TV;15264;ENERVIN SC;4.940,50
TV;15265;;1,00
TV;15265;PROMAN FLOW;20,00
TV;15266;;390,00
TV;15266;QUARTET;11.540,00
TV;15267;KUSABI;351,00
TV;15274;ALIAL SYSTEM;8,00
TV;15285;PRIMMA STAR;0,69
TV;15289;;0,10
TV;15289;SERENADE NATRIA;0,40
TV;15289;SERENADE NATRIA PFnPE;2,10
TV;15290;AXIDOR;100,00
TV;15291;;6,00
TV;15291;TURFENE PLUS;226,80
TV;15293;MAVITA 250 EC;63,00
TV;15296;HERBISTOP GIARDINO;0,10
TV;15302;;868,00
TV;15302;AMYLO-X;1.440,00
TV;15302;AMYLO-X KG 1;16,00
TV;15303;MET52 GRANULARE;5.060,00
TV;15307;DEDALUS 25 WDG;0,50
TV;15310;;106,00
TV;15310;NISSHIN EXTRA 6 OD;403,00
TV;15311;;370,00
TV;15311;TIZCA;123,00
TV;15313;ZOLFO SC;113,00
TV;15315;ALEF;50,00
TV;15317;SESTO GOLD;15.485,00
TV;15325;;20,00
TV;15325;CORNER MZ WG;1.460,00
TV;15325;CORNER MZ WG 10KG;30,00
TV;15326;CUPROTEK DISPERSS;52.990,00
TV;15327;METAMAN 8-64 WG;110,00
TV;15330;PINDARUS 25 WDG;21,50
TV;15331;ZEFIR 25 WDG;126,50
TV;15333;APPLAUD PLUS;42,40
TV;15333;APPLAUD PLUS PFnPE DA 20 GR;0,44
TV;15333;APPLAUD PLUS PFnPE DA 50 GR;1,20
TV;15335;;5,00
TV;15337;EXPRESS;5,20
TV;15340;;2,00
TV;15340;FEUDO 50 WP;184,60
TV;15344;;17,00
TV;15344;FILAN WG;649,00
TV;15344;FILAN WG DA 1 KG;2,00
TV;15346;FLEXITY;1.523,00
TV;15348;;146,00
TV;15348;RIDOMIL GOLD R LIQUIDO;8.339,00
TV;15349;;14,00
TV;15349;ARES 430 SC;145,00
TV;15351;POWERSHUT;3,00
TV;15356;;1,00
TV;15356;SPHINX SC;2.097,00
TV;15356;SPHINX SC X1;90,00
TV;15358;ZOLFO FLOW MCT;11.720,00
TV;15358;ZOLFO FLOW MCT PFnPE;36,50
TV;15358;ZOLFO FLOW MCT X0,5;38,00
TV;15359;VITIL 8-64 WG;1.640,00
TV;15361;LIETO;87,00
TV;15363;MEDEIRO 80 WG ADVANCE;7.564,00
TV;15365;;2,00
TV;15370;;10,00
TV;15370;FURY GEO;330,00
TV;15370;FURY GEO KG10;140,00
TV;15378;;3,00
TV;15378;TRAXOS PRONTO 60;107,00
TV;15379;;22,50
TV;15379;AXIAL PRONTO 60;131,00
TV;15384;;16,00
TV;15384;LUNA EXPERIENCE;37,00
TV;15389;FLARE GOLD R WG;14.780,00
TV;15392;QUANTUM MZ WDG KG 10;10,00
TV;15401;;87,50
TV;15401;TAIFUN MK CL;9.656,00
TV;15401;TAIFUN MK CL PFnPE;3.397,50
TV;15401;TAIFUN MK CL PFnPE ML 500;1.170,50
TV;15402;DELTASAP;28,00
TV;15405;;5,00
TV;15405;SHAMAL MK PLUS CL;3.679,50
TV;15405;SHAMAL MK PLUS CL PFnPE;613,50
TV;15407;;10,00
TV;15416;DIZOLE;39,00
TV;15419;;200,00
TV;15419;ELECTIS R FLOW;8.207,00
TV;15427;RIFOS 550 EC;10,00
TV;15433;ATLAS;138,00
TV;15448;;241,00
TV;15448;REBEL TOP;705,00
TV;15448;REBEL TOP PFnPE;4,00
TV;15449;;85,00
TV;15449;CIDELY;4.589,00
TV;15449;CIDELY DA 1 LT;40,00
TV;15449;CIDELY LT 1;1,00
TV;15451;;515,00
TV;15451;ELIOS WG TOP;1.495,00
TV;15455;TELDOR PLUS ORTO PFnPE;3,10
TV;15493;;20,00
TV;15493;SIMUN 40 OD;64,00
TV;15497;KESHET 25 EC;4,00
TV;15498;ARPEL DUO;38,00
TV;15499;;5,25
TV;15499;SONG 70 WDG;305,75
TV;15505;SILBOT 500 SC;3.905,00
TV;15507;;284,00
TV;15507;CREW SUPERB;9,00
TV;15513;;300,00
TV;15513;OSSICLOR 35 WG GREEN;253,00
TV;15514;CUPRAVIT BLU 35 WG;824,90
TV;15514;CUPRAVIT BLU 35 WG GR 500;24,50
TV;15514;CUPRAVIT BLU 35 WG PFnPE;15,00
TV;15514;CUPRAVIT BLU 35 WG PFnPE DA 100 GR;4,80
TV;15515;POLTIGLIA 20 PB GREEN;25,00
TV;15524;INTERCEPT;14.950,00
TV;15534;PREVINT DUO;217,00
TV;15537;DELTAGRI;69,00
TV;15542;ANTILUMACHE FER;2,00
TV;15543;LUMACHICIDA FER PFnPE;16,00
TV;15546;;25,00
TV;15546;BIATHLON 4D;57,00
TV;15549;;2,00
TV;15549;PROLECTUS 50 WG;143,00
TV;15550;;12,00
TV;15550;MERLIN FLEXX XTRA;42,00
TV;15550;MERLIN FLEXX XTRA (MERLIN PLATINUM ;20,00
TV;15553;REGALIS PLUS;16,50
TV;15566;;15,00
TV;15566;VISION PLUS;46,00
TV;15572;ZOMINEX;3,00
TV;15573;;4,00
TV;15573;PROMESS SL;2,00
TV;15574;;415,00
TV;15574;KARMA 85;1.632,00
TV;15580;;10,00
TV;15581;BARKAN;48,00
TV;15581;BARKAN DA 1 LT;15,00
TV;15583;PIRAT;377,00
TV;15588;SAMSON;45,00
TV;15591;;2.064,00
TV;15591;PREVINT TOP;18.502,00
TV;15591;PREVINT TOP DA 1 KG;96,00
TV;15591;PREVINT TOP DA 5 KG;65,00
TV;15591;PREVINT TOP X5;420,00
TV;15596;;29,00
TV;15596;LASCAR;8,00
TV;15596;LASCAR DA 1 LT;2,00
TV;15610;CYPERKILL 50 EC;146,00
TV;15621;;2,52
TV;15621;BOTTO 50 EC;326,95
TV;15621;BOTTO 50 EC ML 250;0,75
TV;15621;BOTTO 50 EC PFnPE;33,95
TV;15623;COSMOS 550 EC;6,00
TV;15626;ORBIT 440 EC;71,00
TV;15630;PALMAS 45% WG;15,00
TV;15633;REVUS TOP;12,00
TV;15635;;165,00
TV;15635;ADENGO XTRA;2.011,00
TV;15635;ADENGO XTRA DA LT 0,5;3,00
TV;15640;PROLINE STAR;240,00
TV;15642;HYDRA PLUS;105,00
TV;15651;FLANKER;296,00
TV;15654;;3,00
TV;15654;ACCORD;4,00
TV;15661;SENEGO;3,00
TV;15668;;17,75
TV;15668;GHIBLI 240 OD;405,75
TV;15674;AMADEUS TOP;5,80
TV;15674;AMADEUS TOP GR 250;0,75
TV;15677;KARDON 100;14,00
TV;15687;MICLOCUR;165,00
TV;15690;ALIAL RAMATO;50,00
TV;15693;LISTEGO;6,00
TV;15711;ALSYSTIN;6,50
TV;15713;;8,40
TV;15713;DIABLO SC;41,40
TV;15722;;450,00
TV;15722;ARMICARB 85;1.482,00
TV;15722;ARMICARB 85 PFnPE;245,00
TV;15725;DUAXO;5,00
TV;15725;DUAXO PFnPE;105,60
TV;15736;;500,00
TV;15741;AVADEX FACTOR;80,00
TV;15743;TWINGO;4.000,00
TV;15744;REBOOT;40,50
TV;15748;;38,00
TV;15748;SYLLIT 544 SC;286,00
TV;15748;SYLLIT 544 SC LT 5;20,00
TV;15751;VITENE TRIPLO R;1.337,00
TV;15751;VITENE TRIPLO R PFnPE;243,50
TV;15751;VITENE TRIPLO R PFnPE GR 500;13,00
TV;15753;PYXIDES DUO;9,00
TV;15779;ABANTO;8,37
TV;15779;ABANTO ML 50;0,50
TV;15780;OSSICLOR 50 PB GREEN;240,00
TV;15793;FUTURECO NOFLY WP;0,50
TV;15806;ONYX;47,00
TV;15817;;39,00
TV;15817;GLADIATOR;2.164,00
TV;15830;FUNGUSCLEAR ULTRA GUN;5,00
TV;15831;VACCIPLANT;6,00
TV;15834;TRACER 120;5,00
TV;15838;ROUNDUP ULTRAMAX;40,00
TV;15839;MAXCEL 2 SL;24,00
TV;15842;AFICIONADO;18,00
TV;15844;;1.225,00
TV;15844;SLOGAN TOP;4.758,00
TV;15844;SLOGAN TOP 5KG;475,00
TV;15844;SLOGAN TOP DA 1 KG;253,00
TV;15844;SLOGAN TOP DA 5 KG;185,00
TV;15845;ARAGON;15,00
TV;15856;;11,00
TV;15856;AZAKA;270,00
TV;15858;FUNGUSCLEAR ULTRA ML 100;0,30
TV;15859;KATANGA EXPRESS;1.258,00
TV;15859;KATANGA EXPRESS DA 1 KG;3,00
TV;15886;METAREX INOV;25,00
TV;15894;;280,00
TV;15894;DUO-CAR20 EW;7,00
TV;15894;DUOKAR 20 EW;213,00
TV;15895;ALTAIR 20 EW;506,00
TV;15897;ALFIL WG;3.740,00
TV;15900;;3.340,00
TV;15900;TRIKA EXPERT;7.380,00
TV;15900;TRIKA EXPERT PFnPE;740,00
TV;15901;;80,00
TV;15901;ERCOLE;7.047,00
TV;15901;ERCOLE PFnPE;367,50
TV;15907;;1.213,00
TV;15907;PRESIDIUM ONE;5.252,40
TV;15907;PRESIDIUM ONE DA 1 LT;89,00
TV;15907;PRESIDIUM ONE LT 1;20,00
TV;15907;PRESIDIUM ONE LT 5;10,00
TV;15907;PRESIDIUM ONE PFnPE;80,80
TV;15907;PRESIDIUM ONE PFnPE DA 200 ML;38,60
TV;15910;KARAKAS;6,00
TV;15911;;38,00
TV;15911;SPIROX;3.840,00
TV;15912;CUPRO ISAGRO WG;40,00
TV;15912;CUPRO ISAGRO WG DA 1 KG.;28,00
TV;15912;CUPRO ISAGRO WG DA 10 KG.;70,00
TV;15915;;17,00
TV;15915;STARANE HD;10,00
TV;15917;ZENITH GOLD;23,00
TV;15924;RUSTLER;9,00
TV;15926;MOJANG 600;65,00
TV;15927;MOJANG T;45,00
TV;15929;JALISCO GR 500;2,50
TV;15932;AXIENDO CONCENTRATO;11,90
TV;15933;AXIENDO PRONTO USO;76,80
TV;15949;PROMEX;82,00
TV;15961;RETENGO NEW;139,00
TV;15962;LECTRA MZ WG;8.560,00
TV;15965;BORDER;58,00
TV;15983;KUKAR;89,00
TV;15990;;1,70
TV;15990;SCIROCCO 125 EW;260,50
TV;15990;SCIROCCO 125 EW PFnPE;14,90
TV;15996;;42,00
TV;15996;PATRIOT DRY;319,00
TV;15996;PATRIOT DRY PFnPE;5,00
TV;16000;;27,00
TV;16000;MINUET GR;218,25
TV;16010;ACRUX 10 WP;1,00
TV;16030;;91,00
TV;16030;CONTENDER WG;290,00
TV;16030;CONTENDER WG KG 10;20,00
TV;16032;RADAR 10 EC;4,00
TV;16033;;11,00
TV;16033;HEREU SC;118,00
TV;16034;DOURO 100 EC;499,00
TV;16035;THEOREM;1.152,00
TV;16037;MOJANG TX;750,00
TV;16037;MOJANG TX 5L;25,00
TV;16042;;1,65
TV;16042;TOSCANA;22,65
TV;16050;;5,75
TV;16050;RADIANT SC;95,50
TV;16050;RADIANT SC X0,250L;0,75
TV;16051;;410,00
TV;16051;LENNS;616,00
TV;16051;LENNS PFnPE;84,00
TV;16054;SINSTAR;1.336,00
TV;16055;KENPYR;5,00
TV;16063;ARIGO;68,97
TV;16064;CREDIT 540;1.305,00
TV;16068;;877,00
TV;16068;FOLDER 80 WG;5.150,00
TV;16068;FOLDER 80WG KG 10;410,00
TV;16071;;5,75
TV;16071;MESOZIN 70 WG;316,50
TV;16071;MESOZIN 70 WG DA 250 GR;7,00
TV;16071;MESOZIN 70 WG GR 250;125,00
TV;16074;GLORIAL 25 EC;60,00
TV;16074;GLORIAL 25 EC DA 1 LT;2,00
TV;16076;MITIGREEN FULL;16,00
TV;16076;STARSHIP;6,00
TV;16083;STIKER FLOW;3,50
TV;16083;STIKER FLOW ML 100;0,10
TV;16084;;0,50
TV;16084;BREVIS;3,50
TV;16086;NEMGUARD GRANULES;10,00
TV;16086;NEMGUARD GRANULES PFnPE;2,00
TV;16092;CICLOPE;23,00
TV;16098;NIBER 70 DF;456,75
TV;16099;SINIS 70 DF;111,50
TV;16101;TOPAS COMBI LIQUIDO;151,00
TV;16104;;282,00
TV;16104;ELECTIS TRIO WDG;6.372,00
TV;16104;ELECTIS TRIO WDG 10KG;120,00
TV;16104;ELECTIS TRIO WDG DA 1 KG;147,00
TV;16104;ELECTIS TRIO WDG DA 4 KG;128,00
TV;16104;ELECTIS TRIO WDG KG 10;10,00
TV;16104;ELECTIS TRIO WDG KG 4;16,00
TV;16104;ELECTIS TRIO WDG PFnPE;375,50
TV;16104;ELECTIS TRIO WDG PFnPE DA 500 GR;75,00
TV;16110;CABRIO OLIVO;2,00
TV;16114;;171,00
TV;16114;SIMITAR   EVO;4.868,00
TV;16114;SIMITAR   EVO DA 3 LT;18,00
TV;16117;SERBY;0,50
TV;16126;;7,20
TV;16126;FLANCO SC;4,00
TV;16130;;67,00
TV;16136;LUMA-GOLD;61,50
TV;16136;LUMA-GOLD PFnPE;57,60
TV;16137;;20,00
TV;16149;BABEL;1.308,00
TV;16149;BABEL DA 1 LT;5,00
TV;16157;ATLANTIS FLEX;15,84
TV;16161;;1.710,00
TV;16161;CENTURY SL;38.885,00
TV;16161;CENTURY SL 5L;40,00
TV;16161;CENTURY SL DA 5 LT;40,00
TV;16161;CENTURY SL LT 5;10,00
TV;16166;;7,50
TV;16166;POKER MAX;253,50
TV;16166;POKER MAX PFnPE;50,50
TV;16166;POKER MAX PFnPE DA 500 GR;20,00
TV;16167;MARACANA;18,00
TV;16171;;3,00
TV;16172;CAL-EX 1,9 EW;271,00
TV;16178;FOLIANE 80 WG;15.060,00
TV;16182;CLICK PRO;21,00
TV;16187;TANGO R PLUS;20,00
TV;16188;MEDIATOR PLUS;8,95
TV;16188;MEDIATOR PLUS ML 50;1,40
TV;16191;;52,00
TV;16191;TRIMAXX;123,00
TV;16194;;214,00
TV;16194;ETRAVON PRO;79,00
TV;16194;ETRAVON PRO DA 1 LT;5,00
TV;16198;EVORAM 15;10.480,00
TV;16204;ALMADA TRIO;360,00
TV;16205;;900,00
TV;16205;IDROX 20;10.900,00
TV;16210;;720,00
TV;16210;ZETARAM HI TECH;2.571,00
TV;16213;UNICORN PLUS DF;459,00
TV;16221;;1,50
TV;16221;MADEX TOP;20,60
TV;16223;CUSTOM;110,00
TV;16224;CUPRORAM 37,5 WG;470,00
TV;16225;POLTIGLIA BLU 20 WG;32,00
TV;16226;CIMOTER RAME WG;51,00
TV;16227;FOLPAN COMBI;5,00
TV;16229;RAM CYM 44 WG;150,00
TV;16229;RAM CYM 44 WG DA 10 KG;30,00
TV;16247;OXYRAM EVO;3.470,00
TV;16250;SPYRIT MZ;4.025,00
TV;16251;AFFIRM OPTI;21,00
TV;16252;;5,00
TV;16252;AMISTAR GOLD;35,00
TV;16254;;160,00
TV;16259;LABEL 70 DF;12,00
TV;16260;;200,00
TV;16261;;400,00
TV;16261;BELOUKHA;1.703,60
TV;16263;SUNJET FLORA;96,00
TV;16273;;1.980,00
TV;16273;SIVANTO PRIME;6.813,00
TV;16273;SIVANTO PRIME DA 1 LT;2,00
TV;16273;SIVANTO PRIME SL200 LT 1;1,00
TV;16273;SIVANTO PRIME X1;16,00
TV;16279;;8.650,00
TV;16279;ERCOLE GR;25.786,00
TV;16279;ERCOLE GR DA 10 KG;40,00
TV;16279;ERCOLE GR KG 10;20,00
TV;16282;;7,00
TV;16282;DIMIX;65,00
TV;16283;;862,00
TV;16283;QUANTUM R-OK;2.605,50
TV;16283;QUANTUM R-OK DA 1 KG;10,00
TV;16285;;164,00
TV;16285;KALIMBA;71,00
TV;16287;;81,00
TV;16288;;397,00
TV;16288;AMPEXIO;1.983,25
TV;16288;AMPEXIO DA 750 GR.;4,50
TV;16293;;4,00
TV;16293;PACLOT NEW;45,00
TV;16295;;10,00
TV;16295;RAPAX AS;147,75
TV;16295;RAPAX AS PFnPE;3,25
TV;16296;;437,00
TV;16296;PERGADO D;3.163,00
TV;16297;SUPPORT 100 EC;7,00
TV;16299;PASSAT SL;2.401,00
TV;16305;BONZI;191,00
TV;16315;RADAR HP;297,00
TV;16321;PENDIPHAR;140,00
TV;16323;;4,00
TV;16325;;6.121,15
TV;16325;EPIK SL;31.868,35
TV;16325;EPIK SL DA 1 LT;91,00
TV;16325;EPIK SL DA 5 LT;60,00
TV;16325;EPIK SL LT 1;69,00
TV;16325;EPIK SL LT 5;25,00
TV;16325;EPIK SL LT1;42,00
TV;16325;EPIK SL LT5;55,00
TV;16325;EPIK SL ML 100;0,80
TV;16325;EPIK SL PFnPE;1,51
TV;16325;EPIK SL PFnPE DA 15 ML;1,44
TV;16335;;13.991,00
TV;16335;LIETO SC;49.508,00
TV;16335;LIETO SC 1L;3,00
TV;16335;LIETO SC LT 1;30,00
TV;16335;LIETO SC X10;20,00
TV;16336;DELAN SC;245,00
TV;16363;;55,50
TV;16363;SIRTAKI;982,60
TV;16363;SIRTAKI ML 300;9,00
TV;16364;;409,00
TV;16364;BISMARK;3.657,00
TV;16364;BISMARK LT 10;60,00
TV;16364;BISMARK LT 5;65,00
TV;16369;ORTIVA TOP SC;11,00
TV;16370;CORELLO;5,00
TV;16379;;614,00
TV;16379;PREV-AM PLUS;5.780,00
TV;16379;PREV-AM PLUS LT 1;2,00
TV;16379;PREV-AM PLUS X1L;48,00
TV;16379;PREV-AM PLUS X5;140,00
TV;16381;CALLICORE;409,00
TV;16384;ELATUS ERA;38,00
TV;16384;ELATUS ERA LT 5;10,00
TV;16387;SILGLIF CL PLUS;670,00
TV;16395;;2,00
TV;16395;MOHICAN 500 SC;48,00
TV;16396;;93,00
TV;16396;TEMSA 100;349,00
TV;16396;TEMSA 100 DA 1 LT;9,00
TV;16396;TEMSA 100 LT 1;7,00
TV;16399;;21,40
TV;16399;DECIS 15 EW HOBBY;101,09
TV;16399;DECIS 15 EW HOBBY PFnPE;1.645,56
TV;16399;DECIS 15 EW HOBBY PFnPE DA 10 ML;1,91
TV;16399;DECIS 15 EW HOBBY PFnPE DA 50 ML;1,80
TV;16399;DECIS 15EW;3,13
TV;16416;FENOTRIX 300 SC;106,00
TV;16417;ADMIRAL ECHO PLUS;3,00
TV;16431;PREVICUR ENERGY ORTO PFnPE;2,20
TV;16431;PREVICUR ENERGY ORTO PFnPE PFnPE;1,00
TV;16432;VOLARE ORTO;0,55
TV;16434;OLIOCIN NATRIA;31,00
TV;16434;OLIOCIN NATRIA PFnPE;448,00
TV;16438;VELUM PRIME;18,00
TV;16443;;249,00
TV;16443;DOPPLER;22,00
TV;16444;DIXIE MAIS;13,80
TV;16457;POLTIGLIA 20 WG GREEN;979,50
TV;16459;;1.142,00
TV;16459;SOLEIL 50 WG;5.052,50
TV;16459;SOLEIL 50 WG KG 0,5;5,00
TV;16460;VELIERO 500 EC;695,00
TV;16462;R6 ERRESEI ALBIS ORTO;5,50
TV;16465;;2,93
TV;16465;HARASS;5,34
TV;16465;HARASS 75%;0,52
TV;16465;HARRAS;0,78
TV;16474;MATSUDA 25 WG;6,50
TV;16477;RIVAL;2,00
TV;16480;;2.976,00
TV;16480;3LOGY;11.125,00
TV;16480;3LOGY LT 4;8,00
TV;16480;3LOGY PFnPE;91,00
TV;16480;3LOGY TRILOGY X4;16,00
TV;16483;TEMIDE 50 WG;300,50
TV;16484;CIRCUIT ACCESS 36 CS;18,00
TV;16485;ROMULAN;6,00
TV;16492;VASCO;234,00
TV;16494;GULP MAX;9,00
TV;16495;FLINT ORTO;0,45
TV;16495;FLINT ORTO PFnPE;2,05
TV;16497;;8,00
TV;16497;DECIS PROTECT EW;58,00
TV;16497;DECIS PROTECT EW ML 500;1,50
TV;16497;DECIS PROTECT EW PFnPE;184,00
TV;16497;DECIS PROTECT EW PFnPE DA 500 ML;10,00
TV;16497;DECIS PROTECT EW PFnPE ML 500;34,50
TV;16498;CETUS 360 CS;93,00
TV;16503;BINARY;95,00
TV;16509;IBISCO;350,00
TV;16514;;12,00
TV;16527;;168,00
TV;16527;TELLUS WP;42,00
TV;16535;TEMIDE MZ;141,00
TV;16538;KITAMBA;50,00
TV;16545;;966,00
TV;16545;COPRANTOL HI BIO 2.0;2.720,00
TV;16545;COPRANTOL HI BIO 2.0 DA 1 KG;244,00
TV;16545;COPRANTOL HI BIO 2.0 DA 10 KG.;590,00
TV;16545;COPRANTOL HI BIO 2.0 KG 1;12,00
TV;16549;TIOGEL WG;3.342,00
TV;16561;RIKALI;206,00
TV;16562;;3.705,00
TV;16562;DELAN PRO;48.950,00
TV;16562;DELAN PRO X10;40,00
TV;16562;DELAN PRO X5;40,00
TV;16565;EXECUTIVE GOLD;3,20
TV;16566;;1.460,00
TV;16566;KUPPER 20 WG;1.590,00
TV;16566;KUPPER 20WG X10;940,00
TV;16570;SENCOR 600 SC;36,00
