"Prodotti fitosanitari venduti nell'anno 2021 
(fonte dati: Autorità regionale competente, dichiarazioni di vendita p.f. 2021, art. 16 D.Lgs 150/2012)";;;
Provincia;N. Reg. ; Prodotto fitosanitario venduto;"Quantità 
(Kg o litri)"
RO;17332;HANUKYS;105,00
RO;17337;;21,00
RO;17338;BURAN;97,00
RO;17340;APHOX 50;38,00
RO;17343;ALTER 80;1,00
RO;17345;ARPEL WG;10,00
RO;17346;EXOSET 240 EC;2.139,00
RO;17355;;2,10
RO;17358;BLAISE ULTRA;1.382,00
RO;17360;MAGO;2.076,00
RO;17366;LOYANT 25 Neo EC;402,00
RO;17369;ECOMIX;81,00
RO;17371;;120,00
RO;17372;COPRANTOL 30 WG;12,00
RO;17375;MOXYL COMBI WG;100,00
RO;17377;;0,45
RO;17377;REFINE SX;530,64
RO;17378;;556,20
RO;17378;GACHINKO;82,80
RO;17387;WARDEN C;44,00
RO;17398;DOMITREL 400 CS;520,00
RO;17403;BLOSSOM PROTECT NEW;24,00
RO;17409;XINTECH 50;38,00
RO;17411;ATONIK;19,00
RO;17412;KANTIK;539,00
RO;17421;AGRIZOLE 250;42,00
RO;17432;;10,00
RO;17434;CARNIVAL FOUR;344,00
RO;17451;TEKKEN;228,00
RO;17452;TARCAN;80,00
RO;17453;GALILEO DUO;278,00
RO;17454;ENCARIT;129,00
RO;17462;ORONDIS VEG;29,75
RO;17470;LIMOCIDE;160,00
RO;17472;;1.210,00
RO;17472;JADE;4.633,00
RO;17472;JADE LT. 1;16,00
RO;17472;JADE LT. 5;5,00
RO;17478;EMPIRE;32,00
RO;17490;;6,00
RO;17496;;456,00
RO;17497;CALDERA;95,00
RO;17498;PULSAR EVO;125,00
RO;17503;BORDOLESE 20;310,00
RO;17505;KAMILLAC;0,50
RO;17508;POLYCOM 70 DF;2.155,00
RO;17513;METREX;29,50
RO;17531;MEXIL R FLOW;117,00
RO;17537;XADION;5,00
RO;17548;ENELSE;8,00
RO;17551;CYPERFOR 100 EW;136,00
RO;17551;CYPERFOR 100EW Conf. Da1Lt CLP;3,00
RO;17560;MARACAS F;146,00
RO;17598;;25,42
RO;17598;AFINTO;7,00
RO;17601;ANDROMEDA;466,00
RO;17605;BACK 100 SC;10,00
RO;17612;;124,50
RO;17612;RABONA;54,00
RO;17634;;851,00
RO;17655;;428,00
RO;17674;;78,00
RO;17675;TUTATEC;1,07
RO;17680;GALILEO;239,00
RO;17693;HATTRICK 30 WG;20,00
RO;17705;SUPERBO 18 EC;12,00
RO;17739;PLAYER DUO;15,00
RO;17744;CHOUCAS;31,00
RO;17745;PREDILECTO;66,00
RO;17746;CLEMATIS;357,00
RO;17749;;1.192,00
RO;17749;DRONE;1,00
RO;17754;REVYCARE;860,00
RO;17760;;15,84
RO;17760;NIRVANA;60,00
RO;17798;BOX;5,00
RO;17827;PLANTIVAX;40,00
RO;17828;;16.875,00
RO;17828;AF-X1 2021;6.362,50
RO;17833;;8.400,00
RO;17833;TELONE II 17520CLP;120,00
RO;17833;TELONE II 2021;8.100,00
RO;17833;TELONE II 2021 60LT;120,00
RO;17836;;40.590,00
RO;17836;D-D SOIL XIII;10.120,00
RO;17854;;586,00
RO;17854;SUNDEK CIMICE 2021;1.673,00
RO;17860;BENEVIA 2021;4,00
RO;17861;;10,00
RO;17861;VERIMARK 2021;30,00
RO;17866;REVYSION PERO;283,00
TV;13;;8.680,00
TV;13;THIOPRON;110.030,00
TV;17;U 46 COMBI FLUID;1,00
TV;133;U 46 D-FLUID;80,00
TV;206;ALBENE;1,00
TV;298;CUPRIN;80,00
TV;599;;2,00
TV;599;ACUPRICO 76 WG;1.495,00
TV;909;;475,00
TV;909;POLISOLFURO DI CALCIO POLISENIO;125,00
TV;1155;;54,00
TV;1155;CHEMOL 90 EL;12,00
TV;1156;;10,00
TV;1156;CHEMOL;3.383,00
TV;1156;CHEMOL LT 1;23,00
TV;1156;CHEMOL LT 25;75,00
TV;1156;CHEMOL LT 5;85,00
TV;1156;CHEMOL PFnPE;2,50
TV;1573;BASAMID GRANULAT;440,00
TV;1583;;18.698,00
TV;1583;MICROTHIOL DISPERSS;134.749,00
TV;1583;MICROTHIOL DISPERSS KG. 15;15,00
TV;1583;MICROTHIOL DISPERSS KG. 25;75,00
TV;1714;;16,00
TV;1714;KERB 80 EDF;133,00
TV;1850;IDRORAME FLOW;965,00
TV;1850;IDRORAME FLOW PFnPE;38,50
TV;1903;SULFURENE;25,00
TV;1936;;10.740,00
TV;2191;WETTING PLUS;40,00
TV;2259;PASTA LUMACHICIDA IN GRANI PFnPE;294,00
TV;2272;SILLIM;46,00
TV;2272;SILLIM PFnPE;109,00
TV;2307;;6,00
TV;2307;VECTOR;4.885,00
TV;2353;;22,00
TV;2353;BONALAN;1.676,00
TV;2353;BONALAN LT 1;28,00
TV;2353;BONALAN LT 5;50,00
TV;2732;;5,00
TV;2732;GOLTIX;3,00
TV;2923;;1.475,00
TV;2923;TIOVIT JET;55.614,00
TV;2923;TIOVIT JET DA 1 KG;363,00
TV;2923;TIOVIT JET DA 10 KG;1.030,00
TV;2923;TIOVIT JET DA 25 KG;1.025,00
TV;2934;MICROSOL 90;29,00
TV;2934;MICROSOL 90 PFnPE;46,00
TV;2940;;48,00
TV;2940;LIMACIDE PELLETS PFnPE;34,00
TV;2995;;140,00
TV;2995;ESCARTOX;208,00
TV;2995;ESCARTOX PFnPE;442,00
TV;3065;OLIOCIN;225,25
TV;3065;OLIOCIN PFnPE;378,00
TV;3102;;194,00
TV;3102;OLEOTER;366,00
TV;3102;OLEOTER LT 25;25,00
TV;3102;OLEOTER PFnPE;309,50
TV;3102;OLEOTER PFnPE DA ML.250;6,00
TV;3102;OLEOTER PFnPE DA ML.500;36,00
TV;3102;OLEOTER PFnPE ML 500;64,00
TV;3126;CUPRIZOL;11,25
TV;3132;;10,00
TV;3132;SEPR-OIL;34,25
TV;3132;SEPR-OIL PFnPE;119,25
TV;3219;CARAKOL AGRO;595,00
TV;3219;CARAKOL AGRO PFnPE;85,00
TV;3343;U46 M CLASS;142,00
TV;3411;AMADENE PFnPE;2,50
TV;3412;SYLLIT 65;13,00
TV;3486;TRISCABOL DG;39,00
TV;3503;;20,00
TV;3503;AGRUMIN;1.597,00
TV;3553;;53,00
TV;3553;CURZATE;222,00
TV;3555;CURZATE M;120,00
TV;3555;CURZATE M DA 1 KG;4,00
TV;3658;SIPCAMOL E;0,50
TV;3754;;7,00
TV;3754;BAGNANTE SARIAF;30,00
TV;3767;FENOXILENE 200;565,00
TV;3793;DITHANE M-45;22,00
TV;4199;;6.880,00
TV;4199;PENNCOZEB DG;11.109,00
TV;4199;PENNCOZEB DG KG 10;20,00
TV;4426;DECIS;1,50
TV;4552;;180,00
TV;4552;DITHANE DG NEOTEC;3.068,00
TV;4613;INDOFIL MZ 3 WP;150,00
TV;4613;MANFIL PRO 80 WP;220,00
TV;4701;PIRIMOR 50;1.089,00
TV;4710;;5,50
TV;4710;ALIETTE;1.103,00
TV;4710;ALIETTE PFnPE;80,15
TV;4896;RIGENAL P PFnPE;9,60
TV;5152;TIOSPOR WG;31.089,00
TV;5282;GIBAIFAR;0,50
TV;5299;;3,00
TV;5299;MIBIOL;16,00
TV;5414;RADICANTE POLVERE TALEE LEGNOSE;0,10
TV;5414;RADICANTE POLVERE TALEE LEGNOSE PFn;7,10
TV;5467;METADENE;15,00
TV;5467;METADENE PFnPE;10,00
TV;5574;;258,00
TV;5574;LUMAKIDIN 5G;30,00
TV;5574;LUMAKIDIN 5G PFnPE;1.549,00
TV;5574;LUMAKIDIN 5G PFnPE  DA 1 KG;48,00
TV;5574;LUMAKIDIN 5G PFnPE KG 5;135,00
TV;6001;;2,00
TV;6001;BETAFIL FL;45,00
TV;6136;GERMON L;10,00
TV;6321;STIMOLANTE 66F;4,00
TV;6321;STIMOLANTE 66F PFnPE;0,02
TV;6322;OBSTHORMON 24A;3,00
TV;6389;DUECI-FITO RADICANTE;1,40
TV;6389;DUECI-FITO RADICANTE PFnPE;0,20
TV;6401;MONDAK 21 S;5,00
TV;6437;ETHREL;1,00
TV;6438;BI-FEN;48,00
TV;6556;;5,00
TV;6556;K-OBIOL DP2;121,00
TV;6751;RASEN FLORANID PFnPE;64,50
TV;6834;TEPETA COMBI FLOW;3.740,00
TV;6873;IDRORAME 193;465,00
TV;6945;TOPAS 10 EC;154,75
TV;7020;;584,00
TV;7020;BAGNANTE CIFO;2.872,50
TV;7053;PASTA CAFFARO NC;1.943,00
TV;7055;PASTA CAFFARO BLU;35,50
TV;7055;PASTA CAFFARO BLU PFnPE;59,00
TV;7101;LIMAVAL PFnPE;80,00
TV;7368;;13,00
TV;7368;TURFENE L;541,00
TV;7368;TURFENE L PFnPE;86,00
TV;7369;SYLLIT FLO;0,20
TV;7379;;1,00
TV;7379;VENZAR;18,00
TV;7401;;51,00
TV;7401;POLTIGLIA CAFFARO 20 DF NEW;232,00
TV;7411;DIRAGER;0,50
TV;7483;DEURINOL F.;3,00
TV;7541;;7,00
TV;7541;APOLLO SC;8,30
TV;7541;APOLLO SC PFnPE;1,00
TV;7555;KLARTAN 20 EW;13,06
TV;7555;KLARTAN 20 EW DA 1 LT;19,00
TV;7611;;14,00
TV;7611;ENOVIT METIL FL;1.839,00
TV;7611;ENOVIT METIL FL LT 1;10,00
TV;7611;ENOVIT METIL FL LT 5;20,00
TV;7700;;21,20
TV;7700;MATACAR FL;169,60
TV;7736;ZOLFO SCORREVOLE TRIVENTILATO 95% S;3.400,00
TV;7764;;1.599,00
TV;7764;TIOLENE;17.914,00
TV;7764;TIOLENE PFnPE;27,50
TV;7876;PIRIMOR 17,5;5,00
TV;7911;;164,00
TV;7911;AIRONE EXTRA;15.144,00
TV;7916;;13.982,00
TV;7916;POLYRAM DF;100.849,00
TV;7916;POLYRAM DF (FORUM TOP PACK);1,00
TV;7916;POLYRAM DF DA 10 KG;100,00
TV;7916;POLYRAM DF DA 2 KG;114,00
TV;7916;POLYRAM DF DA 25 KG;75,00
TV;7916;POLYRAM DF KG. 10;110,00
TV;7916;POLYRAM DF KG. 2;86,00
TV;7919;;570,00
TV;7919;TOUCHDOWN;2.715,00
TV;7922;;229,00
TV;7922;OPALENE;3.878,50
TV;7922;OPALENE LT 5;40,00
TV;7922;OPALENE PFnPE;258,50
TV;7930;;12,00
TV;7930;KERB FLO;1.458,00
TV;7961;RIZOLEX  GOLD;35,00
TV;7984;STRATOS;2,00
TV;8001;AGRO-PYR PFnPE;6,18
TV;8023;SUMIALFA ECHO;13,00
TV;8028;CALARIS;9,00
TV;8064;IMPACT;30,00
TV;8102;;12,00
TV;8102;MERPAN 80 WDG;1.142,00
TV;8102;MERPAN 80 WDG KG 5;25,00
TV;8130;TITUS;0,40
TV;8139;MANTA GOLD;9,00
TV;8146;;4,00
TV;8146;GALLERY;309,00
TV;8159;CLICK COMBI;20,00
TV;8184;CHALLENGE;591,00
TV;8189;LEBRON 0,5 G;90,00
TV;8225;BLUE SHIELD HI BIO;8.820,00
TV;8259;LAMDEX EXTRA;54,00
TV;8320;DELFIN;13,00
TV;8340;TOPAS 2,5 WG;62,00
TV;8351;Z.M. 75 DG;840,00
TV;8376;ARIANE II;103,00
TV;8376;ARIANE II LT 1;56,00
TV;8376;ARIANE II LT 5;75,00
TV;8382;ROUNDUP BIOFLOW PFnPE;38,40
TV;8401;;520,00
TV;8401;FALTEX FLOW;135,00
TV;8498;;3,00
TV;8498;FOLICUR WG;107,50
TV;8542;;356,00
TV;8542;FORUM 50 WP;1.571,00
TV;8542;FORUM 50 WP (FORUM TOP PACK);1,00
TV;8546;DANITRON;8,00
TV;8558;PIRETRO VERDE;3,00
TV;8558;PIRETRO VERDE PFnPE;9,95
TV;8581;FOLIANE SC;3.700,00
TV;8599;GOLD BEET;595,00
TV;8601;;18.130,00
TV;8601;FOLPAN 80 WDG;52.826,00
TV;8601;FOLPAN 80 WDG DA 5 KG;30,00
TV;8601;FOLPAN 80 WDG KG. 1;3,00
TV;8601;FOLPAN 80 WDG KG. 5;15,00
TV;8656;;160,00
TV;8656;GLIFENE HP;660,00
TV;8656;GLIFENE HP PFnPE;20,00
TV;8661;KENTAN DF;40,00
TV;8706;AMID THIN W;3,00
TV;8715;DIRAMID;5,00
TV;8735;;955,50
TV;8735;TREBON UP;2.555,50
TV;8742;INDAR 5 EW;601,00
TV;8743;GREENEX;4,80
TV;8795;;0,25
TV;8795;VERTIMEC EC;558,75
TV;8797;BINAL PRO;195,00
TV;8801;;64,50
TV;8801;SCORE 25 EC;1.295,50
TV;8836;MIMIC;7,00
TV;8837;GERMON BEWURZELUNGSPUDER PER TALEE ;3,35
TV;8838;GERMON BEWURZELUNGSPUDER PER TALEE ;8,15
TV;8874;ETOFUM - FL;61,00
TV;8882;;186,00
TV;8882;ULTRA FINE OIL;365,00
TV;8886;;0,24
TV;8886;SAFARI;3,00
TV;8888;PRIDE ULTRA;3,00
TV;8899;;3.675,00
TV;8899;ZOLFO VENTILATO RAMATO 5%;3.025,00
TV;8909;FUNGIMAN COMBI;510,00
TV;8931;;15,00
TV;8933;SOLEAS;23,00
TV;8934;;37,00
TV;8934;SCALA;304,00
TV;8937;;33,00
TV;8937;MASAI 20 WP;105,00
TV;8937;SHIRUDO;215,70
TV;9005;;185,00
TV;9005;AGIL;1.715,00
TV;9005;AGIL LT 1;99,00
TV;9005;AGIL LT 5;265,00
TV;9010;;2,00
TV;9010;RAMEZIN COMBI WG;200,00
TV;9012;CUPROCAFFARO MICRO;4.358,00
TV;9126;CONCORDE COMBI;1.330,00
TV;9126;CONCORDE COMBI PFnPE;175,00
TV;9148;SYLLIT 400 SC;25,00
TV;9210;;506,00
TV;9210;QUADRIS;14.036,00
TV;9210;QUADRIS DA 1 LT;6,00
TV;9244;ZIRAMIT 76 WG;260,00
TV;9267;ROYALTAC N;80,00
TV;9280;TOPAS 200 EW;40,00
TV;9286;OHAYO;11,00
TV;9342;DELTRIN;113,00
TV;9342;DELTRIN PFnPE;53,50
TV;9371;PEAK GR 40;0,12
TV;9373;CHORUS;15,00
TV;9411;;0,40
TV;9411;RADIP ORMON;5,30
TV;9411;RADIP ORMON PFnPE;5,70
TV;9420;OSSIRAM 70 FLOW;61,00
TV;9422;;96,60
TV;9422;EVADE;1.101,25
TV;9422;EVADE LT 1;64,00
TV;9422;EVADE LT 5;130,00
TV;9448;RIFLE 3-18 R BLU;885,00
TV;9449;EMERALD COMBI PFnPE;26,25
TV;9509;PROMALIN NT;9,00
TV;9569;;1.007,00
TV;9569;ZETARAM 3B FL;3.330,00
TV;9575;;7,00
TV;9575;DRIBBLING 240 EC;92,00
TV;9578;;776,00
TV;9578;SWITCH;6.076,00
TV;9578;SWITCH DA GR.250;3,00
TV;9578;SWITCH GR 250;0,25
TV;9578;SWITCH KG 1;22,00
TV;9634;CARNIVAL RIO;11,00
TV;9655;PRIMIAL WG;2,00
TV;9668;;16,06
TV;9668;RUFAST E-FLO;232,55
TV;9679;;18,00
TV;9679;KRISTAL 32 WG;4,00
TV;9693;SPORTAK 45 EW;30,00
TV;9695;PERLAN;4,00
TV;9705;;3,00
TV;9705;PREVITER;1.125,10
TV;9724;;15.845,00
TV;9724;TIOWETTING DF;77.930,00
TV;9744;;156,00
TV;9744;SCORE 10 WG;3.257,00
TV;9757;;3,00
TV;9757;SPYRALE;214,00
TV;9787;MICROBAGNABILE WG;115,00
TV;9787;MICROBAGNABILE WG KG 10;270,00
TV;9787;MICROBAGNABILE WG KG 25;575,00
TV;9790;CONTATTO 320;162,00
TV;9794;PLANET C;260,00
TV;9800;;425,85
TV;9800;MAVRIK 20 EW;2,02
TV;9800;MAVRIK SMART;2.602,70
TV;9843;;36,00
TV;9843;BASAGRAN SG;422,00
TV;9872;AKRIS;530,00
TV;9905;THIOCUR 20 EW;22,50
TV;9954;;41,00
TV;9954;JOKER;3.513,70
TV;9954;JOKER DA 1 LT;18,00
TV;9954;JOKER LT 1;76,00
TV;9954;JOKER LT 5;35,00
TV;10029;KING;23,50
TV;10029;KING PFnPE;4,36
TV;10048;;42.350,00
TV;10048;KUMULUS TECNO;60.075,00
TV;10105;RIDOMIL GOLD SL;63,75
TV;10109;APRON XL;5,00
TV;10117;;556,00
TV;10117;STRATOS ULTRA;8.664,00
TV;10117;STRATOS ULTRA LT. 1;12,00
TV;10117;STRATOS ULTRA LT. 5;5,00
TV;10118;;4,00
TV;10118;AMISTAR;56,00
TV;10119;EQUATION PRO;11,10
TV;10127;DECIS JET 10 ML;0,30
TV;10127;DECIS JET 100ML;0,90
TV;10127;DECIS JET 50 ML;4,50
TV;10127;DECIS JET PFnPE;4,06
TV;10142;VERNOIL;660,00
TV;10161;;17,15
TV;10161;ORTIVA;258,00
TV;10161;ORTIVA PFnPE;1,60
TV;10175;SPORAMIL R FLOW;1.584,00
TV;10183;GARLON EV;7,00
TV;10184;TIMBREL EV;0,60
TV;10209;GLYFOS ULTRA;85,00
TV;10230;;67,00
TV;10230;LUMAPLUS;459,00
TV;10230;LUMAPLUS PFnPE;523,00
TV;10263;DRIVER;11,50
TV;10272;CEREXIL M DG;480,00
TV;10296;IPERION;190,00
TV;10305;;79,16
TV;10305;OIKOS;1.151,00
TV;10305;OIKOS PFnPE;2,30
TV;10305;OIKOS PFnPE ML 50;0,10
TV;10306;;3,00
TV;10306;MISTRAL;203,00
TV;10329;;590,00
TV;10329;FORUM MZ WG;670,00
TV;10350;BLAST SG;66,00
TV;10357;RIGRON SG;105,00
TV;10381;CONCORDE 40 EW;1.062,30
TV;10381;CONCORDE 40 EW PFnPE;33,13
TV;10415;;4,00
TV;10423;;13,00
TV;10423;LUMACHICIDA VEBI;254,00
TV;10423;LUMACHICIDA VEBI PFnPE;1.951,75
TV;10425;SCUDEX;30,75
TV;10439;;75,00
TV;10439;SPRAY DUNGER GLOBAL;682,00
TV;10461;;50,50
TV;10461;DICOTURF;0,50
TV;10461;DICOTURF PFnPE;151,50
TV;10461;DICOTURF PFnPE ML 500;134,00
TV;10477;LAS VEGAS;30,00
TV;10479;;212,00
TV;10479;NATURALIS;257,00
TV;10560;PIRETRO NATURA;12,00
TV;10573;;1.590,00
TV;10573;KOCIDE 2000;8.244,00
TV;10577;METRIPHAR 70 WG;20,00
TV;10585;;150,00
TV;10585;SULCOTREK;4.440,00
TV;10587;;5,00
TV;10588;;48,00
TV;10588;BIOPIREN PLUS;153,00
TV;10589;FLORA VERDE PFnPE;67,83
TV;10589;FLORA VERDE PFnPE PFnPE;0,87
TV;10595;CUPRO ISAGRO BLU KG 10;20,00
TV;10604;;136,53
TV;10604;EMERALD 40 EW;955,48
TV;10604;EMERALD 40 EW PFnPE;313,70
TV;10627;FRUPICA;13,00
TV;10628;;670,00
TV;10632;;75,00
TV;10632;COBRE NORDOX SUPER 75 WG;528,00
TV;10632;COBRE NORDOX SUPER 75 WG PFnPE;1,00
TV;10701;;305,50
TV;10701;CUMETA FLOW;19.530,50
TV;10701;CUMETA FLOW PFnPE;108,00
TV;10734;;48,00
TV;10734;DUAL GOLD;5.554,00
TV;10734;DUAL GOLD DA 1 LT;2,00
TV;10735;;189,00
TV;10735;PRIMAGRAM GOLD;8.900,00
TV;10735;PRIMAGRAM GOLD DA 5 LT;10,00
TV;10735;PRIMAGRAM GOLD LT 1;84,00
TV;10735;PRIMAGRAM GOLD LT 20;100,00
TV;10735;PRIMAGRAM GOLD LT 5;70,00
TV;10735;PRIMAGRAM GOLD LT. 1;13,00
TV;10735;PRIMAGRAM GOLD LT. 5;30,00
TV;10741;;15,00
TV;10741;METACINQUE;2.101,00
TV;10741;METACINQUE PFnPE;4.254,00
TV;10741;METACINQUE PFnPE DA 1 KG;84,00
TV;10752;;18,75
TV;10752;STEWARD;352,75
TV;10752;STEWARD GR 250;1,00
TV;10771;;152,20
TV;10771;MOST MICRO;1.844,50
TV;10802;DIEFESAN TBZ;0,30
TV;10839;LUMAKIDIN ESCA PFnPO;39,00
TV;10864;KOLFLOR GIARDINO LUMACHICIDA PFnPO;120,00
TV;10865;;72,00
TV;10878;PANESCA PFnPO;263,00
TV;10882;MESUROL LUMACHE PLUS PFnPO;0,50
TV;10890;;5,00
TV;10890;FLiPPER;1.345,00
TV;10890;FLiPPER PFnPE;0,15
TV;10926;;13,00
TV;10926;ALTOREX;406,00
TV;10929;;18,80
TV;10929;CHIKARA 25 WG;47,25
TV;10944;;0,50
TV;10944;KARATE ZEON;229,50
TV;10948;VITISAN WG;350,50
TV;10976;;8,76
TV;10976;METEOR;1.473,08
TV;10976;METEOR PFnPE;217,09
TV;10999;;7,00
TV;10999;BETANAL SE;62,00
TV;11005;PIRECO;0,95
TV;11011;;46,00
TV;11011;DASH HC;1.614,00
TV;11013;CiOPPER;2,00
TV;11027;MET-BLOC PFnPE;14,00
TV;11041;METIX  COMBI;140,00
TV;11041;VITIL COMBI;330,00
TV;11044;TUREX;10,00
TV;11059;BIOPOWER;104,00
TV;11062;BION 50 WG;45,00
TV;11070;TIOGOLD DISPERSS;244.705,00
TV;11102;;17.100,00
TV;11102;HELIOSOUFRE S;11.430,00
TV;11106;MANFIL 75 WG;32,00
TV;11107;ECO-TRAP;2,00
TV;11119;;155,00
TV;11119;FLINT;2.452,30
TV;11133;shelter;3.941,50
TV;11173;;132,00
TV;11173;AVAUNT EC;716,00
TV;11173;AVAUNT EC (TWIN PACK MAIS);6,00
TV;11183;PROGERBALIN LG;1,00
TV;11190;LITAR 10 EC;70,00
TV;11196;SULFAR;10,00
TV;11206;;117,50
TV;11206;CODACIDE;3.760,30
TV;11206;CODACIDE DA 2,5 LT;45,00
TV;11206;CODACIDE LT 10;150,00
TV;11206;CODACIDE LT 2,5;52,50
TV;11212;BATKUR;9,00
TV;11243;;71,00
TV;11243;LEOPARD 5 EC;3.217,50
TV;11252;;4,00
TV;11252;CONTANS WG;16,00
TV;11253;;6,00
TV;11253;CALLISTO;44,00
TV;11257;COSTAR WG;324,00
TV;11257;COSTAR WG GR 750;9,00
TV;11258;FAZOR STAR;60,00
TV;11284;CIMOTER MZ;20,00
TV;11303;;120,00
TV;11303;CHAMP DP;1.320,00
TV;11341;;48,00
TV;11341;STARANE GOLD;2.458,50
TV;11341;STARANE GOLD DA 1 LT;11,00
TV;11353;;4,00
TV;11353;FUSILADE MAX;525,00
TV;11359;SARCAP 800;79,00
TV;11382;GARDENE PLUS PFnPE;25,00
TV;11390;VITENE TRIPLO BLU;27,00
TV;11393;BEETLE;41,00
TV;11400;ADINA 10;0,20
TV;11402;MELODY COMBI;5,00
TV;11416;OVIPRON TOP;103,00
TV;11448;;12,00
TV;11449;GARDOPRIM GOLD;1.540,00
TV;11479;BRANCHER DIRADO;5,00
TV;11497;CRITTOVIT WG;44.290,00
TV;11505;;14,00
TV;11505;READY GERMIPLUS;1.735,00
TV;11523;SEPRADINA 400 SC;0,50
TV;11525;FUNGIDINA 400 SC;44,00
TV;11526;;3,00
TV;11526;SULTAN;451,00
TV;11534;BIOTIOL;4,00
TV;11550;;4,20
TV;11561;;34,00
TV;11561;NEEMAZAL T/S;154,79
TV;11561;NEEMAZAL T/S PFnPE;4,48
TV;11569;CUPROXAT S.D.I.;5.293,00
TV;11611;;5,00
TV;11619;TIOFLOR WDG;44.671,00
TV;11619;TIOFLOR WDG PFnPE;4,50
TV;11637;;3.360,00
TV;11637;CUPROFIX C DISPERSS;720,00
TV;11642;PIKAR;2,00
TV;11648;;0,25
TV;11648;AZACTIVA PFnPE;3,00
TV;11649;COMMAND 36 CS;147,40
TV;11654;GRIZZLY EC;70,00
TV;11660;SHOGUN;3,00
TV;11678;ACTELLIC 2/P NEWPHARM;9,00
TV;11687;;10,00
TV;11693;;8,00
TV;11693;LASER;252,25
TV;11694;CONSERVE SC;4,33
TV;11694;CONSERVE SC PFnPE;1,83
TV;11711;;5.370,00
TV;11711;MEXIRAM HI BIO;58.111,00
TV;11730;COSMOTRIN;1,60
TV;11730;COSMOTRIN PFnPE;10,00
TV;11735;DELICIA CONTRA-LUMACHE;10,50
TV;11760;;3.940,00
TV;11760;POLITHIOL;31.360,00
TV;11762;FORUM STAR;3.475,00
TV;11767;BIG MAIS;16,00
TV;11779;;1.500,00
TV;11779;KOP-TWIN;2.145,00
TV;11786;;1,71
TV;11786;AQ 10 WG;40,62
TV;11786;AQ 10 WG DA GR.30;0,09
TV;11789;MANAGER;3.256,00
TV;11802;TETRACAP 80 DG;2,00
TV;11814;;12,00
TV;11814;SPADA 200 EC;560,00
TV;11852;SEVEN;110,50
TV;11854;;12,00
TV;11854;BUGGY TF;275,00
TV;11857;;295,00
TV;11857;MIDAURIL COMBI;675,00
TV;11862;LOBBY;7,00
TV;11866;AGRO-OIL PFnPE;3,00
TV;11870;CUPRITAL S.D.I.;15,00
TV;11872;RIFLE 3-18-R;820,00
TV;11917;HOPPER GREEN;82,00
TV;11944;;770,00
TV;11944;ASPECT;625,00
TV;11944;ASPECT (MERLIN PLATINUM XTRA);100,00
TV;11964;POLTIGLIA CAFFARO 20 GD;350,00
TV;11967;MICLOTOP EC;6,00
TV;11979;BORDO 20 MICRO PFnPE;13,00
TV;11991;;17,00
TV;11991;NEEMIK TEN;18,00
TV;11997;;22,00
TV;11997;MAVRIK CASA GIARDINO PFnPO;1,24
TV;12010;;62,00
TV;12010;TUAREG;370,00
TV;12020;;1,29
TV;12020;SUCCESS;4,27
TV;12020;SUCCESS PFnPE;103,10
TV;12020;SUCCESS PFnPE ML 50;1,15
TV;12025;GERBATHIN 2 LG;4,00
TV;12037;CAMIX;5,00
TV;12043;;1,00
TV;12043;PREVICUR ENERGY;220,55
TV;12043;PREVICUR ENERGY LT 1;17,00
TV;12043;PREVICUR ENERGY LT 5;30,00
TV;12043;PREVICUR ENERGY PFnPE;11,30
TV;12043;PREVICUR ENERGY PFnPE ML 50;0,40
TV;12044;;937,50
TV;12044;CURZATE SYSTEM;3.705,00
TV;12044;CURZATE SYSTEM DA 2,5 KG;30,00
TV;12048;;19.435,50
TV;12048;TIOSOL 80 WG;89.917,00
TV;12048;TIOSOL 80 WG PFnPE;1.555,70
TV;12066;FLORBAC WG PFnPE;4,00
TV;12067;CIPER;2,00
TV;12068;TEFLUSTAR;50,00
TV;12069;;327,00
TV;12069;EPIK;7,28
TV;12096;;14.440,00
TV;12096;POLTIGLIA DISPERSS;58.891,00
TV;12096;POLTIGLIA DISPERSS KG 15;420,00
TV;12100;;49,00
TV;12100;ASSET DUO;110,00
TV;12106;;103,00
TV;12106;TALENDO;497,50
TV;12114;AUXIGER LG;51,00
TV;12114;AUXIGER LG PFnPE;1,60
TV;12133;JUVINAL GOLD;183,00
TV;12156;MAKE UP 80 WDG;38,00
TV;12170;;6.245,00
TV;12170;HELIOCUIVRE;5.140,00
TV;12172;FERRAMOL;119,50
TV;12172;FERRAMOL PFnPE;265,75
TV;12202;ZEMIX R WG;53,00
TV;12208;KEEPER TRIPLO NC;48,00
TV;12225;;13,24
TV;12225;TEPPEKI;42,74
TV;12225;TEPPEKI PFnPE;4,64
TV;12235;FERRAMOL ESCA LUMACHICIDA (PFnPO);19,50
TV;12243;;188,00
TV;12243;MANTIR DG;22.240,00
TV;12243;MANTIR DG KG 1;3,00
TV;12243;MANTIR DG KG 10;60,00
TV;12243;MANTIR DG KG 25;50,00
TV;12263;;1.420,00
TV;12263;VONDOZEB DG;26.670,00
TV;12285;;603,00
TV;12285;FORUM GOLD;5.128,00
TV;12296;GAIO SX;3,70
TV;12315;ORTIVA HOBBY;6,52
TV;12315;ORTIVA HOBBY PFnPE;2,24
TV;12319;KRONOS;296,00
TV;12323;;0,50
TV;12323;VEBIZOLFO WG PFnPE;298,50
TV;12325;;324,00
TV;12325;MESUROL M PLUS PFnPE;556,50
TV;12344;;2,50
