Prodotti fitosanitari venduti nell'anno 2016 (fonte dati: Autorità regionale competente, dichiarazioni di vendita p.f. 2016, art. 16 D.Lgs. 150/2012).;;;;;
Provincia;N. Reg. ; Prodotto fitosanitario venduto;Quantità (Kg o litri);;
VE;12868;BELLIS;49,00;;
VE;12868;BELLIS X KG 1 # CLP;35,00;;
VE;12868;BELLIS x 1 kg;21,00;;
VE;12868;;1,00;;
VE;12869;SIGNUM;610,00;;
VE;12869;SIGNUM x 1 kg;397,00;;
VE;12869;SIGNUM DA KG 1;127,00;;
VE;12869;SIGNUM KG. 1;118,00;;
VE;12869;SIGNUM X 1KG  # CLP;65,00;;
VE;12869;SIGNUM  KG 1;21,00;;
VE;12869;SIGNUM KG 1;1,00;;
VE;12878;RIDOMIL GOLD COMBI PEP X 5KG # CLP;5.870,00;;
VE;12878;RIDOMIL GOLD COMBI PEPITE;5.805,00;;
VE;12878;;310,00;;
VE;12878;RIDOMIL GOLD COMBI PEP X 1KG # CLP;257,00;;
VE;12878;RIDOMIL GOLD COMBI PEPITE x 5 kg;220,00;;
VE;12878;RIDOMIL GOLD COMBI pepite *5KG;40,00;;
VE;12878;RIDOMIL GOLD COMBI PEPITE DA;25,00;;
VE;12878;RIDOMIL GOLD COMBI PEPITE KG 1;8,00;;
VE;12878;RIDOMIL GOLD COMBI PEPITE x 1 kg;8,00;;
VE;12878;RIDOMIL GOLD COMBI PEP X 5KG;5,00;;
VE;12880;ATLANTIS WG;146,50;;
VE;12880;ATLANTIS WG X 2KG;74,00;;
VE;12880;;45,00;;
VE;12880;ATLANTIS WG  DA GR 500;33,00;;
VE;12880;ATLANTIS WG x 0,5 kg;12,50;;
VE;12880;ATLANTIS WG X 0,5KG;6,50;;
VE;12881;HUSSAR MAXX;34,80;;
VE;12881;HUSSAR MAXX GR.600;20,40;;
VE;12881;;2,40;;
VE;12881;HUSSAR MAXX   X 0,600;2,40;;
VE;12883;PROSPER 300 CS;1.530,00;;
VE;12883;PROSPER 300CS X 5LT # CLP;115,00;;
VE;12883;PROSPER 300 CS x 1 lt;114,00;;
VE;12883;PROSPER 300CS X 1LT  # CLP;77,00;;
VE;12883;;13,00;;
VE;12884;BATAM;91,00;;
VE;12886;KARATHANE STAR;369,00;;
VE;12886;KARATHANE STAR X 1LT  # CLP;60,00;;
VE;12886;;23,00;;
VE;12886;KARATHANE STAR x 1 lt;12,00;;
VE;12886;KARATHANE STAR LT1;11,00;;
VE;12888;LEPINOX PLUS x 1 kg;30,00;;
VE;12888;LEPINOX PLUS DA KG. 1;4,00;;
VE;12888;LEPINOX PLUS;2,00;;
VE;12889;PICKER SC ML.200;2,00;;
VE;12903;DOLESE WG;105,00;;
VE;12916;CYMONE 25 WP  X  1;15,00;;
VE;12916;CYMONE 25 WP;1,00;;
VE;12918;CALYPSO GIARDINI SE ML 100;0,30;;
VE;12920;AGORA SC x 1 lt;25,00;;
VE;12924;JUPITER WG;190,00;;
VE;12924;JUPITER WG KG 1;36,00;;
VE;12924;JUPITER WG *1Kg;31,00;;
VE;12924;JUPITER WG DA KG.1;20,00;;
VE;12933;MOXYL 20 WP x 1 kg;108,00;;
VE;12933;MOXYL 20 WP;14,00;;
VE;12940;KARATE ZEON 1.5;415,19;;
VE;12940;KARATE ZEON 1.5 DA LT. 1;120,00;;
VE;12940;KARATE ZEON 1.5  LT0,5;97,00;;
VE;12940;KARATE ZEON 1.5 x 1 lt;75,00;;
VE;12940;KARATE ZEON 1.5 DA ML.500;54,50;;
VE;12940;;28,00;;
VE;12940;KARATE WITH ZEON TECH 1,5 X 0,5LT #;14,00;;
VE;12940;KARATE ZEON 1,5  500 ML;13,00;;
VE;12940;KARATE ZEON TECH 1,5 LT 0,5;6,00;;
VE;12940;KARATE WITH ZEON TECH 1,5 X 1LT # C;2,00;;
VE;12949;AZUPEC 80 WG;225,00;;
VE;12972;GLYFOS DAKAR;30,00;;
VE;12973;GLYFOS RAPID X 20LT # 22-11-2016;4.760,00;;
VE;12973;;110,00;;
VE;12973;GLYFOS RAPID;60,00;;
VE;13005;PROMAG;2,20;;
VE;13012;FOLVIT 80 WDG x 5 kg;6.120,00;;
VE;13020;MICRORAM 35 WG;497,85;;
VE;13020;;5,35;;
VE;13020;MICRORAM 35 WG GR 200;4,80;;
VE;13025;MYSTIC 250 EW x 1 lt;10,00;;
VE;13039;POTCLEAN 2G;18,00;;
VE;13042;MICRORAM 20 FLOW LT 1;2,00;;
VE;13042;MICRORAM 20 FLOW;0,50;;
VE;13055;MACHO X 5LT CLP;730,00;;
VE;13055;MACHO LT 5;170,00;;
VE;13055;MACHO X 5LT;160,00;;
VE;13055;MACHO X 1LT CLP;141,00;;
VE;13055;;26,00;;
VE;13055;MACHO;22,00;;
VE;13055;MACHO x 5 lt;10,00;;
VE;13055;MACHO DA LT. 1 -13055-;2,00;;
VE;13055;MACHO X 1LT;1,00;;
VE;13058;OSSIRAM 20 FLOW;131,50;;
VE;13058;OSSIRAM 20 SC;20,25;;
VE;13058;;8,75;;
VE;13058;OSSIRAM XXFLOW;7,75;;
VE;13061;BIOBIT DF X 1KG;19,00;;
VE;13061;BIOBIT DF;17,00;;
VE;13062;DIPEL DF x 1 kg;31,00;;
VE;13063;REGULEX 10SG X 100GR;1,30;;
VE;13063;REGULEX 10 SG;0,17;;
VE;13064;VITENE ULTRA SC X 1LT #;1.075,00;;
VE;13064;;136,00;;
VE;13064;VITENE ULTRA SC;70,00;;
VE;13065;DOMARK 125 x 1 lt;168,00;;
VE;13065;DOMARK 125;74,00;;
VE;13065;DOMARK 125 X 1LT CLP;41,00;;
VE;13065;DOMARK 125 ml 250;33,50;;
VE;13065;DOMARK 125 X 0,250;2,00;;
VE;13065;;0,50;;
VE;13068;NEORAM WG;4,00;;
VE;13071;SIAFEN x 0,5 lt;56,00;;
VE;13071;Siafen;1,00;;
VE;13081;NISSORUN;58,50;;
VE;13083;CURZATE EFFE;110,00;;
VE;13083;CURZATE EFFE X LT 5  #;10,00;;
VE;13084;TELDOR PLUS;200,70;;
VE;13084;TELDOR PLUS x 1 lt;164,00;;
VE;13084;TELDOR PLUS X 5LT CLP;35,00;;
VE;13084;TELDOR PLUS x 5 lt;30,00;;
VE;13084;TELDOR PLUS X 1LT CLP;26,00;;
VE;13084;TELDOR PLUS LT.1;13,00;;
VE;13084;TELDOR PLUS LT 1;11,00;;
VE;13084;;2,20;;
VE;13084;TELDOR PLUS ML 100;1,70;;
VE;13084;TELDOR PLUS DA LT 1;1,00;;
VE;13084;BAYER TELDOR PLUS ML 100;0,90;;
VE;13093;STOMP AQUA;3.176,00;;
VE;13093;STOMP AQUA X 5LT # CLP;985,00;;
VE;13093;STOMP AQUA x 5 lt;550,00;;
VE;13093;STOMP AQUA x 1 lt;519,00;;
VE;13093;STOMP AQUA X 10LT # CLP;180,00;;
VE;13093;STOMP AQUA DA LT. 1;133,00;;
VE;13093;STOMP AQUA X 1LT # CLP;125,00;;
VE;13093;DISERBANTE STOMP AQUA LT 5;111,00;;
VE;13093;STOMP AQUA DA LT 1;81,00;;
VE;13093;;76,00;;
VE;13093;STOMP AQUA DA LT 5;70,00;;
VE;13093;STOMP AQUA x 10 lt;70,00;;
VE;13093;STOMP AQUA DA LT. 5;50,00;;
VE;13093;STOMP AQUA LT 1;2,00;;
VE;13098;ROUNDUP POWER 2.0;7.004,00;;
VE;13098;;479,00;;
VE;13098;ROUNDUP POWER 2.0 X 20LT CLP;140,00;;
VE;13098;ROUNDAP POWER 2.0 LT 1;59,00;;
VE;13098;ROUNDAP POWER 2.0 LT 5;55,00;;
VE;13098;ROUNDUP POWER 2.0 DA LT 20;40,00;;
VE;13106;IKANOS x 1 lt;402,00;;
VE;13106;IKANOS x 5 lt;400,00;;
VE;13106;IKANOS;3,00;;
VE;13108;CURAME BORDEAUX;133,00;;
VE;13108;CURAME BORDEAUX KG 1;90,00;;
VE;13111;THIOCUR FORTE;977,38;;
VE;13111;THIOCUR FORTE X LT 1 CLP NO ADR;48,00;;
VE;13111;THIOCUR FORTE X LT 5 NO ADR CLP;20,00;;
VE;13111;THIOCUR FORTE LT 1;10,00;;
VE;13111;THIOCUR FORTE x 1 lt;8,00;;
VE;13111;KB THIOCUR FORTE 10 ML;0,36;;
VE;13116;;9,00;;
VE;13120;MYSTIC 430 SC x 1 lt;62,00;;
VE;13126;CABRIO DUO;103,00;;
VE;13126;CABRIO DUO X 1LT # CLP;34,00;;
VE;13126;CABRIO DUO LT 1;24,00;;
VE;13126;CABRIO DUO x 5 lt;20,00;;
VE;13126;CABRIO DUO x 1 lt;19,00;;
VE;13126;CABRIO DUO DA LT 1;8,00;;
VE;13126;CABRIO DUO LT. 1;4,00;;
VE;13127;VALIS F KG.5 (2  XN);55,00;;
VE;13128;GOLTIX 50 WG;531,00;;
VE;13128;GOLTIX 50 X 5KG #;440,00;;
VE;13128;GOLTIX 50 X 1KG #;121,00;;
VE;13128;;30,00;;
VE;13128;GOLTIX 50WG DA KG 1;27,00;;
VE;13128;GOLTIX 50 WG *5Kg;15,00;;
VE;13128;GOLTIX 50 WG DA KG 5;15,00;;
VE;13143;MEZENE WG;232,00;;
VE;13149;POLTIGLIA 20% WG X 25KG MANICA(DISP;3.025,00;;
VE;13149;POLTIGLIA MANICA 20 WG;441,00;;
VE;13149;POLTIGLIA BORDOLESE20% WG KG.1;380,00;;
VE;13149;POLTIGLIA 20% WG X 10KG MANICA (DIS;180,00;;
VE;13149;;149,00;;
VE;13149;POLTIGLIA BORDOLESE WG 10 KG.;50,00;;
VE;13149;POLTIGLIA BORDOLESE WG20 KG.25;50,00;;
VE;13149;POLTIGLIA 20% WG KG 1;30,00;;
VE;13153;BANVEL S x 5 lt;1.165,00;;
VE;13153;BANVEL S x 1 lt;674,00;;
VE;13153;BANVEL S;10,00;;
VE;13154;MONDAK 480 S LT.1;330,00;;
VE;13154;MONDAK 480S X 1LT;216,00;;
VE;13154;MONDAK 480 S;133,00;;
VE;13154;DISERBANTE MONDAK 480S LT1;51,00;;
VE;13154;;22,00;;
VE;13158;REMEDIER X 1 KG;73,00;;
VE;13158;REMEDIER;31,00;;
VE;13158;REMEDIER KG1;4,00;;
VE;13160;FORUM TOP;3.763,00;;
VE;13160;FORUM TOP X 10KG #;1.650,00;;
VE;13160;FORUM TOP x 10 kg;630,00;;
VE;13160;FORUM TOP  1 KG;360,00;;
VE;13160;FORUM TOP X 1KG #;155,00;;
VE;13160;;10,00;;
VE;13167;POMARSOL 80WG X 10KG # CLP;1.300,00;;
VE;13167;POMARSOL 80 WG;583,00;;
VE;13167;POMARSOL 80 WG KG10;50,00;;
VE;13167;POMARSOL 80 WG DA KG.10;30,00;;
VE;13167;POMARSOL 80 WG DA KG 1;5,00;;
VE;13167;;1,00;;
VE;13168;LAUDIS;5.120,00;;
VE;13168;LAUDIS x 5 lt;4.220,00;;
VE;13168;LAUDIS DA LT 5;2.905,00;;
VE;13168;LAUDIS X 5LT;705,00;;
VE;13168;;486,00;;
VE;13168;LAUDIS DA LT 1;348,00;;
VE;13168;LAUDIS x 1 lt;337,00;;
VE;13168;LAUDIS X 1LT;134,00;;
VE;13168;LAUDIS *1Lt;21,00;;
VE;13168;DISERBANTE LAUDIS LT 1;2,00;;
VE;13179;PLAYER COMBI SC;42,00;;
VE;13179;PLAYER COMBI SC LT 1;17,00;;
VE;13182;RAMSOL-F2;25,00;;
VE;13186;TITUS MAIS EXTRA x 160 gr;33,12;;
VE;13186;TITUS MAIS EXTRA X 160GR #;19,36;;
VE;13186;TITUS MAIS EXTRA 10X160 GR;14,40;;
VE;13186;TITUS MAIS EXTRA GR.160;7,68;;
VE;13186;TITUS MAIS EXTRA;7,46;;
VE;13205;ZOLFO SEMPLICE SCORREVOLE X 25;1.950,00;;
VE;13205;ZOLFO MANICA SCORREVOLE DOPPIO RAFF;900,00;;
VE;13205;ZOLFO SCORR.DOPP.RAF. x 25 kg;400,00;;
VE;13205;;125,00;;
VE;13205;ZOLFO SEMPLICE SCORREVOLE X 10;30,00;;
VE;13205;ZOLFO VENTILATO KG 1;3,00;;
VE;13212;CONFIDOR 200 O-TEQ;22,97;;
VE;13212;CONFIDOR O-TEQ ML 500;4,00;;
VE;13212;CONFIDOR 200 O-TEQ x 0,5 lt;3,50;;
VE;13212;CONFIDOR 200 O-TEQ ML.75;1,05;;
VE;13212;CONFIDOR 200 O-TEQ x 0,2 lt;0,60;;
VE;13213;R6 ERRESEI ALBIS;2.354,00;;
VE;13213;R6 ALBIS X 10KG # CLP;1.130,00;;
VE;13213;R6 ERRESEI ALBIS x 10 kg;200,00;;
VE;13213;;129,00;;
VE;13213;R6 ALBIS *10Kg;100,00;;
VE;13213;R6 ERRESEI ALBIS x 1 kg;63,00;;
VE;13213;R6 ALBIS *1Kg;43,00;;
VE;13213;R6 ALBIS X 1KG # CLP;32,00;;
VE;13218;FINALSAN PLUS;480,00;;
VE;13218;;20,00;;
VE;13222;DUO-KAR 4,5 EW PRO X 5  NO ADR;1.605,00;;
VE;13222;DUO-KAR 4,5 EW PRO X 1  NO ADR;256,00;;
VE;13222;;129,00;;
VE;13222;DUOKAR 4,5 EW PRO;26,00;;
VE;13222;DUO-KAR 4,5 EW PRO;2,00;;
VE;13236;BULLET;733,00;;
VE;13236;BULLET *1Lt;400,00;;
VE;13236;;151,00;;
VE;13236;BULLET *5Lt;70,00;;
VE;13242;NICOGAN V.O.;98,00;;
VE;13242;NICOGAN V.O. LT. 1 -13242-;9,00;;
VE;13242;NICOGAN VO X 1LT #;1,00;;
VE;13244;ZOLFO VENTILATO STELLA;185,00;;
VE;13249;ZOLFO RAMATO 5% X 25;2.250,00;;
VE;13249;ZOLFO VENT.STELLA RAMATO 5% x 25 kg;1.125,00;;
VE;13249;ZOLFO RAMATO 5% X 10;160,00;;
VE;13249;ZOLFO VENTILATO STELLA RAMATO S;150,00;;
VE;13250;ZOLFO VENTILATO STELLA RAMATO B;140,00;;
VE;13253;PLAYER SC X 20 LT;1.300,00;;
VE;13255;PLAYER GR;131,00;;
VE;13256;BIOLARV;12,00;;
VE;13263;BORDORAM 20 WG;5,00;;
VE;13263;BORDORAM 20 WG GR 500;4,00;;
VE;13267;IMPERO;40,00;;
VE;13290;ZOLFO MANICA DOPPIO RAFFINATO VENTI;100,00;;
VE;13290;ZOLFO RAMATO 3% x 10Kg.;20,00;;
VE;13296;POKER 7,5;1.779,00;;
VE;13298;QUANTUM F;675,00;;
VE;13299;MAGIO';13,00;;
VE;13313;CASPER;224,00;;
VE;13313;CASPER x 1 kg;82,00;;
VE;13313;CASPER X 1  # CLP;53,00;;
VE;13313;CASPER KG 1;21,00;;
VE;13313;DISERBANTE CASPER KG 1;9,00;;
VE;13313;CASPER *1Kg;3,00;;
VE;13313;;2,00;;
VE;13313;CASPER DA KG 1;1,00;;
VE;13323;SULFY 80 WDG;161,30;;
VE;13323;OIDIO ZOLFO SULFY80 WDG 200 GR;24,00;;
VE;13323;SULFY 80 WDG X 200GR;2,40;;
VE;13324;CUPRIZOL S;13,25;;
VE;13324;VEBI CUPRIZOL S 250 ML;11,25;;
VE;13324;CUPRIZIOL S  ML 250;9,50;;
VE;13327;GRANSTAR ULTRA SX;84,36;;
VE;13327;GRANSTAR ULTRA SX X 200GR # CLP;31,39;;
VE;13327;GRANSTAR ULTRA SX x 200 gr;30,20;;
VE;13327;GRANSTAR ULTRA SX x 50 gr;30,15;;
VE;13327;GRANSTAR ULTRA SX10X200G JAR;15,80;;
VE;13327;GRANSTAR ULTRA SX DA 50 GR;7,70;;
VE;13327;GRANSTAR ULTRA SX 10X50G;6,80;;
VE;13327;GRANSTAR ULTRA SX gr 200;5,20;;
VE;13327;;3,25;;
VE;13327;GRANSTAR ULTRA SX X 50GR # CLP;1,90;;
VE;13327;GRANSTAR ULTRA SX gr 50;1,00;;
VE;13327;GRANSTAR ULTRA X 50GR #;0,85;;
VE;13352;DIREX 7,5 GR;1.113,00;;
VE;13352;DIREX 7,5 GR KG 1 ANTIFOR. BAR;220,00;;
VE;13352;DIREX 7,5 G BUSTA KG 1;25,00;;
VE;13361;DECIS ENERGY O-TEQ;46,81;;
VE;13361;DECIS ENERGY O-TEC X 1LT #;31,00;;
VE;13361;DECIS ENERGY DA LT 1;14,00;;
VE;13361;DECIS ENERGY O-TEQ ML.100;9,60;;
VE;13361;DECIS ENERGY O-TEQ x 1 lt;9,00;;
VE;13361;DECIS ENERGY O-TEQ ml 250;3,50;;
VE;13361;BAYER DECIS ENERGY 85 O-TEC 100 ML;2,50;;
VE;13361;;2,30;;
VE;13365;ZOLFO DOPPIO VENTILATO SCORREVOLE 9;17,00;;
VE;13370;WARRANT 200 SL;3,25;;
VE;13375;NUPRID 200 SC;4,09;;
VE;13375;NUPRID 200 SC x 0,25 lt;1,00;;
VE;13375;;0,12;;
VE;13378;ORTIVA TOP x 1 lt;53,00;;
VE;13378;ORTIVA TOP DA LT 1;10,00;;
VE;13378;ORTIVA TOP SC X 1LT #;7,00;;
VE;13378;ORTIVA TOP;1,00;;
VE;13382;PERGADO SC;410,50;;
VE;13382;PERGADO SC X 1LT CLP;33,00;;
VE;13382;;11,00;;
VE;13382;PERGADO SC x 0,5 lt;10,00;;
VE;13382;PERGADO SC X 0,5LT;8,00;;
VE;13382;PERGADO SC 20 DA ML500;3,00;;
VE;13382;PERGADO SC X 0,5 LT CLP;2,00;;
VE;13386;PROSARO;1.218,50;;
VE;13386;PROSARO X 5LT CLP;930,00;;
VE;13386;PROSARO X 1LT CLP;313,00;;
VE;13386;PROSARO DA LT 1;229,00;;
VE;13386;PROSARO DA LT 5;200,00;;
VE;13386;;147,00;;
VE;13386;PROSARO x 5 lt;130,00;;
VE;13386;PROSARO X 1LT;11,00;;
VE;13386;PROSARO X 5LT;10,00;;
VE;13386;PROSARO LT 1;9,00;;
VE;13386;PROSARO *1Lt;8,00;;
VE;13387;FLORAMIX;112,36;;
VE;13387;FLORAMIX X 530GR #;49,82;;
VE;13387;;16,43;;
VE;13387;FLORAMIX x 0,530 kg;14,84;;
VE;13387;DISERBANTE FLORAMIX  530 GR;11,66;;
VE;13387;FLORAMIX gr 530;10,07;;
VE;13387;FLORAMIX DA GR 530;9,01;;
VE;13389;AFFIRM X 10KG  CLP;2.251,00;;
VE;13389;AFFIRM;925,00;;
VE;13389;AFFIRM x 10 kg;340,00;;
VE;13389;AFFIRM X 1KG  CLP;139,00;;
VE;13389;AFFIRM 10 DA KG 1;107,00;;
VE;13389;AFFIRM x 5 kg;95,00;;
VE;13389;AFFIRM x 1 kg;88,00;;
VE;13389;AFFIRM KG. 1;80,00;;
VE;13389;AFFIRM X 5KG;75,00;;
VE;13389;;57,00;;
VE;13389;AFFIRM DA LT 5;40,00;;
VE;13389;AFFIRM KG. 5;25,00;;
VE;13389;AFFIRM DA KG. 10;20,00;;
VE;13389;AFFIRM X 1KG;18,00;;
VE;13389;AFFIRM KG 1;12,00;;
VE;13390;TEBUSIP 46 X 5LT;45,00;;
VE;13390;TEBUSIP 46;18,00;;
VE;13391;CYTHRIN 50 EC;37,89;;
VE;13394;IMIDASECT X 0,25LT;4,75;;
VE;13394;IMIDASECT;1,25;;
VE;13409;SILFUR WG (80%) x 10 kg;150,00;;
VE;13409;SILFUR WG (80%) x 1 kg;32,00;;
VE;13410;FRUTTENE 76WG  KG20;60,00;;
VE;13410;FRUTTENE 76WG X 20KG;60,00;;
VE;13410;FRUTTENE 76WG X 5KG;45,00;;
VE;13410;FRUTTENE 76 WG DA KG 20;20,00;;
VE;13410;FRUTTENE 76 WG DA KG. 1;17,00;;
VE;13410;FRUTTENE 76WG X 1KG;1,00;;
VE;13430;TENOR SC;293,00;;
VE;13440;SATEL 100 ML;4,80;;
VE;13440;SATEL;4,47;;
VE;13440;SATEL *25 cc.;4,00;;
VE;13440;SATEL 25 ML;0,30;;
VE;13443;FUNGIBEN;1,20;;
VE;13451;SPARVIERO X 1LT # CLP;315,00;;
VE;13451;SPARVIERO DA LT 1;62,00;;
VE;13451;SPARVIERO;36,00;;
VE;13451;SPARVIERO X 0,25LT #;27,75;;
VE;13451;;9,00;;
VE;13451;SPARVIERO X 1LT #;8,00;;
VE;13451;SPARVIERO LT 0,25;4,50;;
VE;13455;ANTIGRAM GOLD;79,00;;
VE;13455;ANTIGRAM GOLD x 5 lt;10,00;;
VE;13455;ANTIGRAM GOLD x 1 lt;1,00;;
VE;13466;SPOTLIGHT PLUS;431,00;;
VE;13466;SPOTLIGHT PLUS X 5LT # CLP;210,00;;
VE;13466;SPOTLIGHT PLUS X 1LT # CLP;71,00;;
VE;13466;SPOTLIGHT PLUS X 1 LT #;8,00;;
VE;13466;SPOTLIGHT PLUS x 0,5 lt;3,00;;
VE;13466;SPOT LIGHT PLUS LT.1;2,00;;
VE;13468;CLINER;21,75;;
VE;13468;;12,00;;
VE;13468;CLINER 100 ML;4,20;;
VE;13472;ALIEN  X 5LT CLP;160,00;;
VE;13472;ALIEN X 1LT;61,00;;
VE;13472;;58,00;;
VE;13472;ALIEN;32,00;;
VE;13486;JUDO X 1LT #;88,70;;
VE;13486;JUDO;13,50;;
VE;13489;CYMBAL 45 WG x 0,5 kg;30,50;;
VE;13489;CYMBAL;3,00;;
VE;13489;CYMBALL 45 WG KG 0,5;1,50;;
VE;13505;CLICK DUO X LT 1;35,00;;
VE;13505;CLICK DUO X LT 5;10,00;;
VE;13521;;191,00;;
VE;13521;HELIOCUIVRE S;4,00;;
VE;13522;SPIDER KILL;0,61;;
VE;13540;;234,00;;
VE;13540;QUASAR R FLOW;70,00;;
VE;13540;QUASAR R FLOW LT 1;27,00;;
VE;13540;QUASAR R FLOW X 10LT #;20,00;;
VE;13540;QUASAR R FLOW 250 ML;10,75;;
VE;13540;VEBI QUASAR R FLOW 250 ML;6,25;;
VE;13551;GIOVE;20,00;;
VE;13552;;771,00;;
VE;13552;ZOLVIS 80 SECTOR;184,00;;
VE;13552;ZOLVIS 80 SECTOR KG 1;80,00;;
VE;13552;ZOLVIS 80 SECTOR KG 10;30,00;;
VE;13555;SHUT TWIN;290,00;;
VE;13555;;35,00;;
VE;13560;FORZA;4,00;;
VE;13565;PASTA ISAGRO BLU;43,00;;
VE;13576;RAMEPLANT WG;491,60;;
VE;13578;RAME CAFFARO BLU WG NEW;668,00;;
VE;13578;RAME CAFFARO BLU WG NEW X 1KG;48,00;;
VE;13578;;12,00;;
VE;13579;VEBI COPPER 12 X 1 LT;94,00;;
VE;13579;COPPER 12 *500 ML.;68,00;;
VE;13579;VEBI COPPER 12 500 ML;65,00;;
VE;13579;COPPER 12;54,50;;
VE;13579;COPPER 12 *1 LT.;35,00;;
VE;13579;COPPER 12  ML 250;2,50;;
VE;13581;TIOGEL 80 WDG;313,00;;
VE;13585;SOLOFOL;1.730,00;;
VE;13585;SOLOFOL X 10 KG;1.320,00;;
VE;13585;SOLOFOL X 5 KG;5,00;;
VE;13586;VERDERAME 20 WG;214,40;;
VE;13592;VOLARE x 1 lt;64,00;;
VE;13592;VOLARE;42,25;;
VE;13592;VOLARE X 1LT #;9,00;;
VE;13592;;0,25;;
VE;13592;BAYER VOLARE 50 ML # CLP;0,10;;
VE;13593;TELLUS X 1KG;173,00;;
VE;13600;ZOLFO S.A.I.M. DOPPIO VENT. x 10 kg;70,00;;
VE;13604;ZOLFO S.A.I.M. RAMATO 5% x 25 kg;525,00;;
VE;13604;ZOLFO S.A.I.M. RAMATO 5% KG 10;10,00;;
VE;13607;NOBIL;0,75;;
VE;13610;CLINIC SPECTRUM;1,10;;
VE;13610;CLINIC SPECTRUM 4X25 ML;0,05;;
VE;13635;POLTIGLIA 20 PB MANICA;558,00;;
VE;13635;VEBI POLTIGLIA 20 PB 1 KG;160,00;;
VE;13635;POLTIGLIA MAN.20PB KG 10;70,00;;
VE;13635;;2,00;;
VE;13637;PERGADO F;1.943,00;;
VE;13637;PERGADO F X 5KG  # CLP;550,00;;
VE;13637;PERGADO F X 5KG  #;200,00;;
VE;13637;PERGADO F x 5 kg;170,00;;
VE;13637;PERGADO F X 1KG  #;55,00;;
VE;13637;;16,00;;
VE;13637;PERGADO F DA KG 5;15,00;;
VE;13639;ACRAMITE 480 SC x 0,100 lt;0,40;;
VE;13640;IMPRINT;31,25;;
VE;13640;IMPRINT ML. 100;0,30;;
VE;13648;SIARAM 20 WG x 20 kg;1.800,00;;
VE;13648;SIARAM 20 WG x 10 kg;630,00;;
VE;13648;SIARAM 20 WG x 1 kg;228,00;;
VE;13651;SPECTRO;7,00;;
VE;13667;AFIDANE 200 SL;2,00;;
VE;13683;COMPO DUAXO PRONTO USO;0,75;;
VE;13689;FLINT MAX X 500GR #;14,00;;
VE;13689;;0,50;;
VE;13689;FLINT MAX GR. 500;0,50;;
VE;13691;;114,00;;
VE;13698;VIVANDO;393,75;;
VE;13698;VIVANDO 50 SC X 1 CLP;283,00;;
VE;13698;VIVANDO x 1 lt;55,00;;
VE;13698;VIVANDO LT 1;39,25;;
VE;13698;;10,00;;
VE;13698;VIVANDO x 0,25 lt;6,75;;
VE;13698;VIVANDO X 0,25LT CLP;6,50;;
VE;13698;VIVANDO *1Lt;6,00;;
VE;13698;VIVANDO ML 250;1,50;;
VE;13698;VIVANDO 50 SC X 0,1LT;0,90;;
VE;13702;GEOTOX 7,5 C;1.711,80;;
VE;13702;GEOTOX 7,5C  KG 1;75,00;;
VE;13702;;55,00;;
VE;13707;IMPACT SUPREME;2.363,00;;
VE;13707;IMPACT SUPREME X 5LT # CLP;965,00;;
VE;13707;IMPACT SUPREME X 5LT #;220,00;;
VE;13707;IMPACT SUPREME x 5 lt;40,00;;
VE;13707;IMPACT SUPREME X 1LT # CLP;33,00;;
VE;13707;IMPACT SUPREME X 1LT #;22,00;;
VE;13707;IMPACT SUPREME x 1 lt;2,00;;
VE;13709;U 46 PRATI x 1 lt;36,00;;
VE;13719;THIAMON PLUS X 25KG CLP;13.725,00;;
VE;13719;THIAMON PLUS X 25KG;2.275,00;;
VE;13719;THIAMON 80 PLUS KG.25;75,00;;
VE;13721;AFIDINA QUICK;66,21;;
VE;13721;AFIDINA QUICK X 1LT;9,00;;
VE;13721;AFIDINA QUICK 20ML;0,04;;
VE;13722;CAL-EX 1.9 EC X 5LT#;75,00;;
VE;13722;CAL-EX 1.9 EC X 1LT #;6,00;;
VE;13722;CAL-EX 1.9 EC x 1 lt;3,00;;
VE;13736;TRACE ml 750;21,75;;
VE;13736;TRACE   x 0,750;9,75;;
VE;13736;TRACE;2,25;;
VE;13741;SELECTA DISPERSS X 1 KG # CLP;406,00;;
VE;13741;SELECTA DISPERSS X 4 KG #;8,00;;
VE;13742;PERGADO MZ;493,00;;
VE;13742;PERGADO MZ X 10KG XN #;340,00;;
VE;13742;PERGADO MZ X 1KG  XN #;49,00;;
VE;13742;;21,00;;
VE;13742;PERGADO MZ x 10 kg;10,00;;
VE;13742;PERGADO MZ X 5KG  XN #;5,00;;
VE;13742;PERGADO MZ DA KG 1;3,00;;
VE;13742;PERGADO MZ  KG 1;1,00;;
VE;13743;KUKAR 22;2,00;;
VE;13765;;19,00;;
VE;13771;NIMROD 250EW X 1LT #;568,00;;
VE;13771;NIMROD 250 EW;82,00;;
VE;13771;NIMROD 250 EW x 1 lt;4,00;;
VE;13784;RIVIERA MZ;259,00;;
VE;13785;QUANTUM MZ x 5 kg;440,00;;
VE;13785;QUANTUM MZ (IDRO) x 5 kg;205,00;;
VE;13785;QUANTUM MZ;202,00;;
VE;13785;;70,00;;
VE;13785;QUANTUM MZ X 5KG XN #;30,00;;
VE;13785;QUANTUM MZ IDRO X 1KG #;1,00;;
VE;13786;QUANTUM R;405,00;;
VE;13786;QUANTUM R X 5KG CLP #;10,00;;
