"Prodotti fitosanitari e sostanze attive venduti nell'anno 2015 (fonte dati: Autorità competente per il coordinamento territoriale in materia di prodotti fitosanitari, dichiarazioni di vendita p.f. 2015, art. 16 D.Lgs. 150/2012); le elaborazioni eseguite si riferiscono alle informazioni contenute nella Banca Dati prodotti fitosanitari del Ministero della Salute  al 01/01/2016.";;;;;;;;;
Provincia ULSS;Azienda ULSS;N. Reg. ; Prodotto fitosanitario venduto;Quantità (Kg o litri);;Provincia ULSS;Azienda ULSS;Sostanza attiva venduta;Quantità (Kg)
TV;8;14163;SARMOX 440 WG;202;;;;;
TV;8;14165;NANDO MAXI;37;;;;;
TV;8;14166;ZETOR;49;;;;;
TV;8;14168;SILWET VELONEX;1,5;;;;;
TV;8;14169;PERGADO R;1.570,00;;;;;
TV;8;14178;TRI-BASE;278,3;;;;;
TV;8;14193;SARMOX 45 DG;68;;;;;
TV;8;14208;CLOPIR CE;2;;;;;
TV;8;14214;RAPSAN 500 SC;40;;;;;
TV;8;14240;PYR PRONTO;21,75;;;;;
TV;8;14248;CLOR QUICK;6,15;;;;;
TV;8;14254;BILO 7,5 C;52;;;;;
TV;8;14254;BILO FITOGUARD7,5 KG 1;10;;;;;
TV;8;14290;KOHINOR 200 SL;1.308,75;;;;;
TV;8;14294;EXECUTIVE;0,2;;;;;
TV;8;14294;EXECUTIVE GR 100;0,1;;;;;
TV;8;14333;DIMILIN SC-15;158;;;;;
TV;8;14342;VOLCAN COMBI SC;40;;;;;
TV;8;14348;AGRON;651;;;;;
TV;8;14376;MASTER QUICK;1;;;;;
TV;8;14381;PYRINET;6;;;;;
TV;8;14386;OLIONET;6,75;;;;;
TV;8;14387;NERVURE SUPER;459;;;;;
TV;8;14392;QUID TOP;54;;;;;
TV;8;14405;MERLIN FLEXX;3.486,00;;;;;
TV;8;14405;MERLIN PLATINUM (MERLIN FLEXX-ASPEC;58;;;;;
TV;8;14407;RUNWAY;171,1;;;;;
TV;8;14407;RUNWAY ML 500;25;;;;;
TV;8;14407;RUNWAY LT 5;20;;;;;
TV;8;14409;MOVENTO 48 SC;177,81;;;;;
TV;8;14411;USTINEX AL;3;;;;;
TV;8;14418;PULSAR 40 SL;1.393,00;;;;;
TV;8;14418;PULSAR 40 SL LT 5;20;;;;;
TV;8;14423;PRIMISOL 80 WDG;183;;;;;
TV;8;14431;LENTAGRAN 45 WP;25;;;;;
TV;8;14431;LENTAGRAN 45 WP GR 200;1,2;;;;;
TV;8;14432;METRIC;750;;;;;
TV;8;14441;VALZER SC;80;;;;;
TV;8;14465;TAIFUN MK;336;;;;;
TV;8;14474;TEBUSIP COMBI;164,5;;;;;
TV;8;14488;ANTRACOL 70 WG;1.762,00;;;;;
TV;8;14491;KUBIC MCZ;20;;;;;
TV;8;14510;ELECTIS TRIO;3.116,00;;;;;
TV;8;14517;EMENDO F;5;;;;;
TV;8;14527;SUDOKU TOP;7;;;;;
TV;8;14550;HOOK 480 PLUS;13;;;;;
TV;8;14573;BACTOSPEINE 32 WG;7;;;;;
TV;8;14577;FORUM R 3B;4.051,00;;;;;
TV;8;14579;RAMIN 30 DF KG 10;420;;;;;
TV;8;14579;RAMIN 30 DF;305;;;;;
TV;8;14636;BIOLID UP;497,4;;;;;
TV;8;14636;BIOLID UP LT 5;5;;;;;
TV;8;14638;NETOR;70;;;;;
TV;8;14642;RIDOMIL GOLD R WG;12.807,00;;;;;
TV;8;14643;CENTIUM 36 CS;258;;;;;
TV;8;14647;VIVAL;941;;;;;
TV;8;14655;VIVER WDG;100;;;;;
TV;8;14664;BERELEX 40 SG;34;;;;;
TV;8;14684;SUPERBO;21;;;;;
TV;8;14686;KOCIDE OPTI;570;;;;;
TV;8;14697;ENERVIN DUO;3;;;;;
TV;8;14735;RANMAN TOP;2,55;;;;;
TV;8;14737;ROUNDUP PLATINUM;5.149,00;;;;;
TV;8;14737;ROUNDUP PLATINUM LT 5;105;;;;;
TV;8;14737;ROUNDUP PLATINUM LT 15;90;;;;;
TV;8;14739;DECIS PROTECT;32;;;;;
TV;8;14755;CEREBAS GOLD;14;;;;;
TV;8;14758;KARATE WITH ZEON TECHNOLOGY 1.5 HOB;24,54;;;;;
TV;8;14759;SULC0CAP;22;;;;;
TV;8;14764;SLUXX;30;;;;;
TV;8;14765;ELUMIS;136;;;;;
TV;8;14785;DRISCOLL ML 500;37;;;;;
TV;8;14785;DRISCOLL;8,09;;;;;
TV;8;14785;DRISCOLL ML 200;0,8;;;;;
TV;8;14785;DRISCOLL ML 50;0,2;;;;;
TV;8;14792;MELODY TREVI;18;;;;;
TV;8;14797;SIATTOL 200 SL;13;;;;;
TV;8;14799;AFLOR 200 SL;5,34;;;;;
TV;8;14803;ELECTIS ZR;579;;;;;
TV;8;14804;COPPER - DF;40,5;;;;;
TV;8;14806;LUNA PRIVILEGE;75;;;;;
TV;8;14807;LUZINDO;165,25;;;;;
TV;8;14809;CUPRAVIT BIO EVOLUTION;524;;;;;
TV;8;14812;ENERVIN TOP;5.540,00;;;;;
TV;8;14815;ADENGO;6.318,50;;;;;
TV;8;14815;ADENGO LT 10;230;;;;;
TV;8;14815;ADENGO LT 2;200;;;;;
TV;8;14818;ACANTO;119;;;;;
TV;8;14826;PYREOS EXTRA SL;3;;;;;
TV;8;14828;NUPRID SUPREME SC;42;;;;;
TV;8;14837;GLIFOSAR FLASH;4.517,00;;;;;
TV;8;14844;CLUSTER 500;15;;;;;
TV;8;14845;MYSTIC PLUS S;153;;;;;
TV;8;14868;IDROX 22 NEW;1.689,00;;;;;
TV;8;14869;COPPERFIELD;1.160,00;;;;;
TV;8;14870;COPPERLAND;2.695,00;;;;;
TV;8;14870;ASSORAM ELITE WG;121;;;;;
TV;8;14872;BELLIS DRUPACEE;5;;;;;
TV;8;14876;GRANDSTAND;13,25;;;;;
TV;8;14879;LONTREL 72 SG;0,9;;;;;
TV;8;14884;CORUM;302;;;;;
TV;8;14890;SANBLIGHT;30;;;;;
TV;8;14891;TRICO;49;;;;;
TV;8;14895;LANNATE 20 SL;204,5;;;;;
TV;8;14909;NURELLE 5;1;;;;;
TV;8;14915;REPLAY;309;;;;;
TV;8;14936;AMPLIGO;181;;;;;
TV;8;14942;MAGNET MED;2;;;;;
TV;8;14948;ACTARA HOBBY;0,6;;;;;
TV;8;14969;HOPPER 480;1.424,00;;;;;
TV;8;14972;DICARZOL 50 SP;88;;;;;
TV;8;14973;MONTANA;120;;;;;
TV;8;14974;BELEM 0.8 MG;864;;;;;
TV;8;14980;AFFINITY PLUS;117;;;;;
TV;8;14983;EXEMPTOR;10;;;;;
TV;8;14985;RETENGO PLUS;13;;;;;
TV;8;15005;FONTELIS;9;;;;;
TV;8;15006;TRAXOS PRONTO;8;;;;;
TV;8;15008;LBG - 01F34;92;;;;;
TV;8;15013;NATRIA LUMACHICIDA;257,4;;;;;
TV;8;15014;NATRIA ERBICIDA;0,5;;;;;
TV;8;15019;RIVIERA;263;;;;;
TV;8;15023;DERREX;10;;;;;
TV;8;15024;MESUROL 200 SC;147;;;;;
TV;8;15034;DICOPHAR;1;;;;;
TV;8;15037;BREZZA;208;;;;;
TV;8;15041;OPINION ECNA;2,5;;;;;
TV;8;15047;R6 ERRESEI BORDEAUX WG;407,25;;;;;
TV;8;15049;MODDUS;25;;;;;
TV;8;15050;VERTIMEC PRO;38;;;;;
TV;8;15054;CONTENDER 80 WG;50;;;;;
TV;8;15058;PRINCIPAL MAIS;191,12;;;;;
TV;8;15058;PRINCIPAL MAIS GR 440;27,28;;;;;
TV;8;15059;DECIS EVO;560,75;;;;;
TV;8;15064;MAESTRO WG ADVANCE;145;;;;;
TV;8;15071;EVOLUTION;28;;;;;
TV;8;15084;DRUM;8,5;;;;;
TV;8;15088;CLARIDO;5;;;;;
TV;8;15093;CENTURIO;76;;;;;
TV;8;15094;FOSBEL 80 WG;91;;;;;
TV;8;15094;FOSBEL 80 WG KG 5;40;;;;;
TV;8;15101;CIMORAM ULTRA WG;8;;;;;
TV;8;15102;VITENE R WG;1.195,00;;;;;
TV;8;15107;SAMSON EXTRA 6 OD;21;;;;;
TV;8;15115;VELIERO;48;;;;;
TV;8;15116;ELIOS R;4;;;;;
TV;8;15123;ALTAIR 4,5 EW;1;;;;;
TV;8;15124;ZANTARA;69;;;;;
TV;8;15125;PROLECTUS;95;;;;;
TV;8;15130;INTREPID;114;;;;;
TV;8;15139;INDIPENDENT SC-15;14;;;;;
TV;8;15148;ENVIROMITE 480 SC;12;;;;;
TV;8;15149;CONSAVET DF EDGE;69;;;;;
TV;8;15149;PRIMISOL MK;20;;;;;
TV;8;15168;ZORO 1.9 EW;41;;;;;
TV;8;15181;CIRRUS CS;673,46;;;;;
TV;8;15184;SATEL GEO;27;;;;;
TV;8;15201;FLOXI 355 SC;369;;;;;
TV;8;15201;FLOXI 355 SC LT 5;55;;;;;
TV;8;15221;ZETARAM PLUS;782;;;;;
TV;8;15222;FOLICUR COMBI WG;184;;;;;
TV;8;15230;APPLAUD 25 WP;65;;;;;
TV;8;15232;CUSTODIA;32;;;;;
TV;8;15235;MOMENTUM;582;;;;;
TV;8;15236;ZAMMO;84;;;;;
TV;8;15250;COPRANTOL DUO;945;;;;;
TV;8;15252;VITIPEC R;150;;;;;
TV;8;15253;FALCON MK;208;;;;;
TV;8;15263;DYNALI;193;;;;;
TV;8;15264;ENERVIN SC;80;;;;;
TV;8;15274;ALIAL SYSTEM;15;;;;;
TV;8;15275;KUSTI;3;;;;;
TV;8;15279;VARGAS;15;;;;;
TV;8;15285;PRIMMA STAR;3,84;;;;;
TV;8;15289;SERENADE NATRIA;1,5;;;;;
TV;8;15293;BONECO;4;;;;;
TV;8;15300;ARMETIL FLOW;48;;;;;
TV;8;15302;AMYLO-X;263;;;;;
TV;8;15303;MET52 GRANULARE;60;;;;;
TV;8;15310;NISSHIN EXTRA 6 OD;213,5;;;;;
TV;8;15315;ALEF;7;;;;;
TV;8;15317;FLARE GOLD COMBI PEPITE;1.275,00;;;;;
TV;8;15318;OURAGAN;5;;;;;
TV;8;15333;APPLAUD PLUS;856,32;;;;;
TV;8;15340;FEUDO 50 WP;778,6;;;;;
TV;8;15342;FEUDO MZ WDG;708;;;;;
TV;8;15343;FEUDO RD WP;45;;;;;
TV;8;15344;FILAN WG;157;;;;;
TV;8;15348;RIDOMIL GOLD R LIQUIDO;1.045,00;;;;;
TV;8;15351;POWERSHUT;290;;;;;
TV;8;15356;AVIATOR SC;381;;;;;
TV;8;15361;LIETO;144,7;;;;;
TV;8;15363;MEDEIRO 80 WG ADVANCE;100;;;;;
TV;8;15364;DESIGN WG;6;;;;;
TV;8;15365;RAME ZOLFO FLOW MCT;24;;;;;
TV;8;15368;BALENO 200;6;;;;;
TV;8;15371;BELEM PROTEZIONE;2.760,00;;;;;
TV;8;15378;TRAXOS PRONTO 60;10;;;;;
TV;8;15379;AXIAL PRONTO 60;29,75;;;;;
TV;8;15389;FLARE GOLD R WG;990;;;;;
TV;8;15395;ATHADO 40 SC;39;;;;;
TV;8;15401;TAIFUN MK CL;4.431,00;;;;;
TV;8;15401;TAIFUN MK CL LT 20;1.260,00;;;;;
TV;8;15401;TAIFUN MK CL LT 5;725;;;;;
TV;8;15403;MIDASH;156;;;;;
TV;8;15406;DICUMBA;298;;;;;
TV;8;15423;FORUM TEAM;38;;;;;
TV;8;15436;MYCOTAL;1;;;;;
TV;8;15448;REBEL TOP;61;;;;;
TV;8;15449;CIDELY;321,5;;;;;
TV;8;15451;ELIOS WG TOP;18;;;;;
TV;8;15493;SIMUN 40 OD;320;;;;;
TV;8;15493;SIMUN 40 OD LT5;140;;;;;
TV;8;15499;SONG 70 WDG;153,5;;;;;
TV;8;15505;SILBOT 500 SC;482;;;;;
TV;8;15509;MOSAIKO COMBI;857;;;;;
TV;8;15514;CUPRAVIT BLU 35 WG;394,1;;;;;
TV;8;15524;INTERCEPT;200;;;;;
TV;8;15532;TOBAGO 200 SL;0,15;;;;;
TV;8;15569;LOOP 40;88;;;;;
TV;8;15572;ZOMINEX;19;;;;;
TV;8;15574;KARMA 85;109;;;;;
TV;8;15591;PREVINT TOP;2.738,00;;;;;
TV;8;15601;MOSAIKO;46;;;;;
TV;8;15603;ERBIFEN K;260;;;;;
TV;8;15608;VERSAR;30;;;;;
TV;8;15618;FULLDINA 355 SC;234;;;;;
TV;8;15621;BOTTO 50 EC;487;;;;;
TV;8;15622;CURZATE R WG BIANCO;95;;;;;
TV;8;15630;PALMAS 45% WG;10;;;;;
TV;8;15640;PROLINE STAR;62;;;;;
TV;8;15641;SIATTOL 200 SL;38,75;;;;;
TV;8;15644;LANDMASTER;92;;;;;
TV;8;15661;SENEGO;14,5;;;;;
TV;8;15661;SENEGO ML 250;1,75;;;;;
TV;8;15663;CUPRAVIT 35 WG;0,4;;;;;
TV;8;15668;GHIBLI 240 OD;321;;;;;
TV;8;15668;GHIBLI 240 OD ML.250;0,25;;;;;
TV;8;15681;LUMADRY ESCA;62;;;;;
TV;8;15681;LUMADRY LUMACHICIDA KG 1;22;;;;;
TV;8;15711;ALSYSTIN;0,5;;;;;
TV;8;15722;ARMICARB 85;60;;;;;
TV;8;15741;AVADEX FACTOR COMBI;30;;;;;
TV;8;15751;VITENE TRIPLO R;45;;;;;
TV;8;15758;QUILT XCEL;25;;;;;
TV;8;15779;ABANTO;0,5;;;;;
TV;8;15793;FUTURECO NOFLY WP;2;;;;;
TV;8;15844;SLOGAN TOP;840;;;;;
TV;8;15857;R6 ERRESEI PASADOBLE;810;;;;;
TV;8;15859;KATANGA EXPRESS;51;;;;;
TV;8;15883;MARTO';1;;;;;
TV;8;15900;TRIKA EXPERT;11.450,00;;;;;
TV;8;15901;ERCOLE;37.503,00;;;;;
TV;8;15901;ERCOLE KG 10;3.610,00;;;;;
TV;8;15912;CUPRO ISAGRO WG;228;;;;;
TV;8;15913;BORDO ISAGRO WG BLU;99;;;;;
TV;8;15914;RAME ISAGRO WG BLU;60;;;;;
TV;8;15931;GLORIAL JET;170;;;;;
TV;8;15936;IMAZAMOX 40;85;;;;;
TV;8;15961;RETENGO NEW;62;;;;;
TV;8;15996;PATRIOT DRY;256;;;;;
TV;8;16000;MINUET GR;6,75;;;;;
TV;8;16012;SEPRABAIT;208;;;;;
TV;8;16030;CONTENDER WG;330;;;;;
TV;8;16051;LENNS;35;;;;;
TV;8;16063;ARIGO;63,68;;;;;
TV;8;16063;ARIGO GR 330;6,93;;;;;
TV;8;16068;FOLDER 80 WG;640;;;;;
TV;8;16071;MESOZIN 70 WG;105,75;;;;;
TV;8;16075;AGHERUD M;21;;;;;
TV;8;16083;STIKER FLOW;130;;;;;
TV;8;16086;NEMGUARD GRANULES;10;;;;;
TV;8;16098;NIBER 70 DF;151,5;;;;;
TV;8;16099;SINIS 70 DF;23,25;;;;;
TV;8;16104;ELECTIS TRIO WDG;252;;;;;
TV;8;16117;SERBY;1,25;;;;;
TV;8;16127;PULSAR 40 SL;10;;;;;
TV;8;16161;CENTURY SL;705;;;;;
TV;8;16168;MARKER T;20;;;;;
TV;8;16178;FOLIANE 80 WG;1.000,00;;;;;
TV;8;16206;MARKER 600;220;;;;;
TV;8;16207;KRATER 1,9 EW;3;;;;;
TV;8;16297;SUPPORT 100 EC;54;;;;;
TV;8;16299;PASSAT SL;35;;;;;
TV;8;16325;EPIK SL;972;;;;;
TV;8;16363;SIRTAKI;60;;;;;
TV;8;16364;BISMARK;671;;;;;
TV;9;13;THIOPRON;7.100,00;;;;;
TV;9;13;THIOPRON X 10LT;10;;;;;
TV;9;17;U 46 COMBI FLUID;20;;;;;
TV;9;40;ETRAVON SYNGENTA;2.938,00;;;;;
TV;9;361;BAGNANTE ANTISCHIUMA S;374;;;;;
TV;9;599;ACUPRICO 76 WG;184;;;;;
TV;9;630;REGLONE W;587;;;;;
TV;9;630;REGLONE;1;;;;;
TV;9;886;SENCOR WG;1;;;;;
TV;9;909;POLISOLFURO DI CALCIO POLISENIO;2.925,00;;;;;
TV;9;1156;CHEMOL;3.812,00;;;;;
TV;9;1544;MESUROL;4;;;;;
TV;9;1562;ERBITOX E 30;214;;;;;
TV;9;1573;BASAMID GRANULAT;360;;;;;
TV;9;1583;MICROTHIOL DISPERSS;138.694,00;;;;;
TV;9;1600;ETRAVON;729;;;;;
TV;9;1714;KERB 80 EDF;603;;;;;
TV;9;1714;KERB 80 EDF X 1KG # CLP;20;;;;;
TV;9;1714;KERB 80 EDF X 1KG;2;;;;;
TV;9;1850;IDRORAME FLOW;3.792,75;;;;;
TV;9;1990;BUTYRAC 118;2;;;;;
TV;9;2191;WETTING PLUS;89;;;;;
TV;9;2249;MALERBANE PRATI 400;84;;;;;
TV;9;2259;PASTA LUMACHICIDA IN GRANI;36,6;;;;;
TV;9;2260;GASTROTOX E;55;;;;;
TV;9;2260;GASTROTOX E X 1    NO ADR;2;;;;;
TV;9;2272;SILLIM;184;;;;;
TV;9;2307;VECTOR;212;;;;;
TV;9;2353;BONALAN;2.066,00;;;;;
TV;9;2353;KERBON PACK (BONALAN);90;;;;;
TV;9;2518;ACTELLIC 2P;1,2;;;;;
TV;9;2520;ACTELLIC;1;;;;;
TV;9;2634;BUGGY;8.848,00;;;;;
TV;9;2634;BUGGY X 5;340;;;;;
TV;9;2634;BAGGY;130;;;;;
TV;9;2634;BUGGY X 5 CLP;30;;;;;
TV;9;2634;BUGGY X 1;28;;;;;
TV;9;2634;BUGGY X 20LT CLP;20;;;;;
TV;9;2732;GOLTIX;558;;;;;
TV;9;2923;TIOVIT JET;94.346,00;;;;;
TV;9;2923;TIOVIT JET X 25KG;600;;;;;
TV;9;2934;MICROSOL 90;24;;;;;
TV;9;2950;ADESIL A;23,4;;;;;
TV;9;2983;NIMROD;0,95;;;;;
TV;9;2995;ESCARTOX;1.717,50;;;;;
TV;9;3065;OLIOCIN;1.009,50;;;;;
TV;9;3102;OLEOTER;2.107,25;;;;;
TV;9;3126;CUPRIZOL;30,5;;;;;
TV;9;3132;SEPR-OIL;30;;;;;
TV;9;3163;U 46 M STAR;3;;;;;
TV;9;3219;CARAKOL AGRO;3.173,00;;;;;
TV;9;3313;ARAGOL L 40;11;;;;;
TV;9;3343;U46 M CLASS;56;;;;;
TV;9;3366;ROGATOX EC;92;;;;;
TV;9;3468;DACOL L 40;37;;;;;
TV;9;3503;AGRUMIN;364;;;;;
TV;9;3519;METAMBANE;10;;;;;
TV;9;3553;CURZATE;192;;;;;
TV;9;3555;CURZATE M;190;;;;;
TV;9;3658;SIPCAMOL E;334,25;;;;;
TV;9;3658;SIPCAMOL E X 25LT    NO ADR;50;;;;;
TV;9;3754;BAGNANTE SARIAF;40;;;;;
TV;9;3767;FENOXILENE MAX;656;;;;;
TV;9;3767;FENOXILENE MAX X 1LT    NO ADR;14;;;;;
TV;9;3767;FENOXILENE MAX X 5LT CLP NO ADR;5;;;;;
TV;9;3771;ROVRAL WG;360;;;;;
TV;9;3793;DITHANE M-45;34;;;;;
TV;9;3800;CRITTAM WG;135;;;;;
TV;9;3859;DURSBAN;91;;;;;
TV;9;4011;PIRETRIN;22,4;;;;;
TV;9;4012;RELDAN 22;5.180,78;;;;;
TV;9;4012;RELDAN 22 X 1 # CLP;4;;;;;
TV;9;4157;IROL PLUS;88;;;;;
TV;9;4199;PENNCOZEB DG;14.910,00;;;;;
TV;9;4199;PENNCOZEB DG X 10KG XN #;970;;;;;
TV;9;4199;PENNCOZEB DG X 10KG # CLP;820;;;;;
TV;9;4199;PENNCOZEB DG X 20KG # CLP;780;;;;;
TV;9;4228;ROGOR L 20;404,15;;;;;
TV;9;4426;DECIS;1;;;;;
TV;9;4461;IMIDAN WDG;9;;;;;
TV;9;4552;DITHANE DG NEOTEC;7.807,00;;;;;
TV;9;4552;DITHANE DG NEOTEC X 20 KG XN CLP;620;;;;;
TV;9;4686;DIMILIN 25P.B. X 0,5KG  #;0,5;;;;;
TV;9;4710;ALIETTE;620,15;;;;;
TV;9;4833;FANDANGO 360 SL;40;;;;;
TV;9;4896;RIGENAL P;1,1;;;;;
TV;9;5152;TIOSPOR WG;1.230,00;;;;;
TV;9;5228;CARAKOL;65;;;;;
TV;9;5299;MIBIOL;265,5;;;;;
TV;9;5343;LIMASANEX;20;;;;;
TV;9;5346;OYLIR;26;;;;;
TV;9;5414;RADICANTE POLVERE TALEE LEGNOSE;0,2;;;;;
TV;9;5467;METADENE;399;;;;;
TV;9;5509;CHIMIGOR 40;2;;;;;
TV;9;5574;LUMAKIDIN 5G;249;;;;;
TV;9;5576;KOLFLOR OLIO B;10;;;;;
TV;9;5657;BAGNANTE SCAM;328;;;;;
TV;9;5755;TILT 25 EC;1;;;;;
TV;9;5796;GARLON;4,4;;;;;
TV;9;5815;ORMOFRUT;1;;;;;
TV;9;5864;CIPOTRIL;38;;;;;
TV;9;6298;FASTAC;89;;;;;
TV;9;6321;STIMOLANTE 66F;23;;;;;
TV;9;6322;OBSTHORMON 24A;2;;;;;
TV;9;6324;MAXCEL;40;;;;;
TV;9;6376;ANTISCHIUMA SHAUMSTOP;255,4;;;;;
TV;9;6376;ANTISCHIUMA SCHAUMSTOP X 0,25 31-12;8,25;;;;;
TV;9;6389;DUECI-FITO RADICANTE;1,6;;;;;
TV;9;6401;MONDAK 21 S;121;;;;;
TV;9;6401;MONDAK 21 S X 1     NO ADR;1;;;;;
TV;9;6438;BI-FEN;3;;;;;
TV;9;6505;NOKAD;0,25;;;;;
TV;9;6556;K-OBIOL DP2;343;;;;;
TV;9;6632;DIPPER;117;;;;;
TV;9;6674;AFALON DS;1.501,00;;;;;
TV;9;6674;AFALON DS X 1  #;2;;;;;
TV;9;6704;TIOLENE 80 WG;6.698,00;;;;;
TV;9;6719;LIOSOL BETA;2.391,00;;;;;
TV;9;6751;RASEN FLORANID;3;;;;;
TV;9;6766;BUTISAN S;16;;;;;
TV;9;6834;TEPETA COMBI;6.500,00;;;;;
TV;9;6873;IDRORAME 193;1.590,00;;;;;
TV;9;6945;TOPAS 10 EC;79,95;;;;;
TV;9;6945;TOPAS 10 EC X 1 CLP;2;;;;;
TV;9;6947;TOPAS COMBI;38;;;;;
TV;9;6955;METACID;20;;;;;
TV;9;6956;TARGA FLO;635;;;;;
TV;9;6956;TARGA FLO X 1LT #;23;;;;;
TV;9;6978;BETTER 400;570;;;;;
TV;9;7053;PASTA CAFFARO NC;384;;;;;
TV;9;7053;PASTA CAFFARO BLU X 1LT;2;;;;;
TV;9;7055;PASTA CAFFARO BLU;1.382,00;;;;;
TV;9;7101;LIMAVAL;75;;;;;
TV;9;7368;TURFENE L;147;;;;;
TV;9;7369;SYLLIT FLO;145,05;;;;;
TV;9;7370;TETRASOL LIQUIDO;520;;;;;
TV;9;7379;VENZAR;50,5;;;;;
TV;9;7401;POLTIGLIA CAFFARO 20 DF NEW;2.712,00;;;;;
TV;9;7454;ORMONE AG COMPRESSE;9;;;;;
TV;9;7483;DEVRINOL F;2;;;;;
TV;9;7530;BIOLID E;20;;;;;
TV;9;7530;BIOLID E X 1        NO ADR;16;;;;;
TV;9;7541;APOLLO SC;2,1;;;;;
TV;9;7543;ERBITOX COMBI;2;;;;;
TV;9;7555;KLARTAN 20 EW;21,96;;;;;
TV;9;7581;ZELIG;245;;;;;
TV;9;7597;ENERGIL 100 A;1;;;;;
TV;9;7608;DASKOR;11;;;;;
TV;9;7611;ENOVIT METIL FL;3.211,00;;;;;
TV;9;7611;ENOVIT METIL FL X 5LT # CLP;310;;;;;
TV;9;7611;ENOVIT METIL FL X 1LT # CLP;140;;;;;
TV;9;7611;ENOVIT METILE;0,5;;;;;
TV;9;7700;MATACAR FL;79,2;;;;;
TV;9;7700;MATACAR FL X 0,2LT # CLP;1,4;;;;;
TV;9;7732;KESHET EW;5,2;;;;;
TV;9;7733;BAYTEROID EW;0,14;;;;;
TV;9;7736;ZOLFO SCORREVOLE TRIVENTILATO 95% S;2.150,00;;;;;
TV;9;7764;TIOLENE;13.228,00;;;;;
TV;9;7845;TMTD 50 SC;100;;;;;
TV;9;7876;PIRIMOR 17,5;42,02;;;;;
TV;9;7888;CUPROXAT LIQUIDO;110;;;;;
TV;9;7889;NURELLE D;83;;;;;
TV;9;7907;RAMEPLANT 50;40;;;;;
TV;9;7916;POLYRAM DF;51.453,60;;;;;
TV;9;7916;POLYRAM DF X 25  #;2.125,00;;;;;
TV;9;7919;TOUCHDOWN;20.901,00;;;;;
TV;9;7919;TOUCHDOWN X 20LT    NO ADR;60;;;;;
TV;9;7919;TOUCHDOWN X 5LT     NO ADR;5;;;;;
TV;9;7922;OPALENE;722;;;;;
TV;9;7930;KERB FLO;321;;;;;
TV;9;7930;KERBON PACK (KERB FLO);45;;;;;
TV;9;7957;ROVRAL PLUS;690;;;;;
TV;9;7957;ROVRAL PLUS X 1LT XN  #;2;;;;;
TV;9;7958;RONSTAR FL;74;;;;;
TV;9;7961;RIZOLEX  GOLD;175;;;;;
TV;9;7965;TRIGARD 75 WP;1;;;;;
TV;9;7984;STRATOS;2.810,00;;;;;
TV;9;7984;STRATOS X 1;31;;;;;
TV;9;7984;STRATOS X 5 LT;15;;;;;
TV;9;8001;AGRO-PYR;5,4;;;;;
TV;9;8023;SUMIALFA ECHO;6;;;;;
TV;9;8028;CALARIS;73;;;;;
TV;9;8102;MERPAN 80 WDG;538;;;;;
TV;9;8111;GEOPYR;8,4;;;;;
TV;9;8117;BASTA 200;14.770,00;;;;;
TV;9;8117;BASTA 200 X 5LT # NO ADR;255;;;;;
TV;9;8117;BASTA 200 X 15LT # NO ADR;165;;;;;
TV;9;8117;BASTA 200 X 5LT # CLP;35;;;;;
TV;9;8139;MANTA GOLD;105;;;;;
TV;9;8146;GALLERY;196;;;;;
TV;9;8146;GALLERY X 0.500 NO ADR;13;;;;;
TV;9;8146;GALLERY X 0,5LT CLP;5;;;;;
TV;9;8155;CATOR;4;;;;;
TV;9;8156;DEVOX;684;;;;;
TV;9;8157;ZETARAM 20 L X 10  #;80;;;;;
TV;9;8157;ZETARAM 20 L;12;;;;;
TV;9;8157;ZETARAM 20 L X 1 #;5;;;;;
TV;9;8159;CLICK COMBI;140;;;;;
TV;9;8159;CLICK COMBI X 5 LT CLP;100;;;;;
TV;9;8184;CHALLENGE;7;;;;;
TV;9;8189;FORCE;11.730,00;;;;;
TV;9;8189;FORCE X 10  #;410;;;;;
TV;9;8201;GLISTER;1.890,00;;;;;
TV;9;8207;LONTREL 75 G;0,9;;;;;
TV;9;8229;RAPAX;39,35;;;;;
TV;9;8229;RAPAX R X 1;5;;;;;
TV;9;8320;DELFIN;6;;;;;
TV;9;8376;ARIANE II;102;;;;;
TV;9;8377;GLIFOSIM;112,5;;;;;
TV;9;8382;ROUNDUP BIOFLOW;893,46;;;;;
TV;9;8401;FALTEX FLOW;8.785,00;;;;;
TV;9;8429;GLYFOS SL;8.460,00;;;;;
TV;9;8429;GLYFOS SL X 20LT (STREAM);710;;;;;
TV;9;8465;OLIOVIT;13,75;;;;;
TV;9;8498;FOLICUR WG;136;;;;;
TV;9;8499;EFESTO;878;;;;;
TV;9;8499;VEBI EFESTO GLIFOSATE 1 LT;3;;;;;
TV;9;8528;FEINZIN 35 DF;18,5;;;;;
TV;9;8534;CITROLE;10;;;;;
TV;9;8540;PAMPA;609;;;;;
TV;9;8540;GHIBLI;40;;;;;
TV;9;8542;FORUM 50 WP;2.281,40;;;;;
TV;9;8542;FORUM TOP PACK 1,2+6#8542+7916 * 3;28,8;;;;;
TV;9;8546;DANITRON;4;;;;;
TV;9;8547;LOGRAN;17,57;;;;;
TV;9;8558;PIRETRO VERDE;17,26;;;;;
TV;9;8565;ROUNDUP RTU;3;;;;;
TV;9;8601;FOLPAN 80 WDG;46.812,00;;;;;
